album_name,artist_name,copyright,genre,price,released,song_name,time
roots deluxe version,flo rida,2009 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music,129,30mar09,mind on my money,331.0
roots deluxe version,flo rida,2009 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music,129,30mar09,available feat akon,424.0
roots deluxe version,flo rida,2009 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music,129,30mar09,touch me,310.0
roots deluxe version,flo rida,2009 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music,129,30mar09,never,421.0
roots deluxe version,flo rida,2009 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music,129,30mar09,sugar feat wynter,412.0
roots deluxe version,flo rida,2009 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music,129,30mar09,rewind feat wyclef jean,429.0
roots deluxe version,flo rida,2009 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music,album only,30mar09,ha feat brisco 4 mill,354.0
roots deluxe version,flo rida,2009 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music,129,30mar09,r o o t s,345.0
roots deluxe version,flo rida,2009 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music,album only,30mar09,ha feat brisco 4 mill bonus track,352.0
turn around 54321 deluxe single,flo rida,2010 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music electronic rap dirty south dance,129,16nov10,turn around 54321,320.0
turn around 54321 deluxe single,flo rida,2010 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music electronic rap dirty south dance,album only,16nov10,turn around 54321 westfunk steve smart radio remix,314.0
turn around 54321 deluxe single,flo rida,2010 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music electronic rap dirty south dance,129,16nov10,turn around 54321 dj bam bam radio remix,335.0
who dat girl feat akon deluxe single,flo rida,2010 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music,129,11jan11,who dat girl feat akon 8 barz club mix,458.0
who dat girl feat akon deluxe single,flo rida,2010 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,hiphoprap music,129,11jan11,who dat girl feat akon deniz koyu radio edit,301.0
to the sky,kevin rudolf birdman jay sean lil wayne,2010 cash money records inc,popmusichiphop rap rap rb soul rock hard rock,129,15jun10,i made it cash money heroes,409.0
to the sky,kevin rudolf flo rida,2010 cash money records inc,popmusichiphop rap rap rb soul rock hard rock,129,15jun10,you make the rain fall,253.0
to the sky,kevin rudolf,2010 cash money records inc,popmusichiphop rap rap rb soul rock hard rock,099,15jun10,do nt cry,251.0
to the sky,kevin rudolf three 6 mafia,2010 cash money records inc,popmusichiphop rap rap rb soul rock hard rock,099,15jun10,whatchu waiting for,316.0
to the sky,kevin rudolf,2010 cash money records inc,popmusichiphop rap rap rb soul rock hard rock,099,15jun10,big timer,319.0
to the sky,kevin rudolf,2010 cash money records inc,popmusichiphop rap rap rb soul rock hard rock,099,15jun10,i belong to you lany,313.0
to the sky,kevin rudolf rivers cuomo,2010 cash money records inc,popmusichiphop rap rap rb soul rock hard rock,099,15jun10,must be dreamin,303.0
to the sky,kevin rudolf lil wayne,2010 cash money records inc,popmusichiphop rap rap rb soul rock hard rock,099,15jun10,spit in your face,435.0
to the sky,kevin rudolf,2010 cash money records inc,popmusichiphop rap rap rb soul rock hard rock,099,15jun10,what do u got,329.0
to the sky,kevin rudolf three 6 mafia,2010 cash money records inc,popmusichiphop rap rap rb soul rock hard rock,099,15jun10,late night automatic,246.0
to the sky,kevin rudolf,2010 cash money records inc,popmusichiphop rap rap rb soul rock hard rock,099,15jun10,crashing down,325.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,anything goes,339.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,sun daze,305.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,good good,317.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,dirt,351.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,smile,250.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,sippin on fire,314.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,smoke,335.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,bumpin the night,342.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,angel,331.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,confession,311.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,like you ain t even gone,331.0
anything goes,florida georgia line,2014 big machine label group llc,country music honky tonk urban cowboy contemporary country,129,14oct14,every night,306.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,cruise,330.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,round here,335.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,get your shine on,342.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,here s to the good times,411.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,it z just what we do,340.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,stay,320.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,hell raisin heat of the summer,333.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,tell me how you like it,347.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,tip it back,346.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,dayum baby feat sarah buxton,326.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,party people feat jaren johnston,340.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,this is how we roll feat luke bryan,342.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,take it out on me,329.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,people back home,402.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,headphones,344.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,hands on you,311.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,25nov13,cruise feat nelly remix,326.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,199,25nov13,cruise behind the scenesalbum version,454.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,album only,25nov13,cruise feat nelly remixbehind the scenes,258.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,album only,25nov13,get your shine on behind the scenes,1217.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,album only,25nov13,round here behind the scenes,901.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,album only,25nov13,stay behind the scenes,423.0
here s to the good times this is how we roll deluxe version,florida georgia line,2013 big machine label group llc,country music urban cowboy honky tonk contemporary country,album only,25nov13,making of the album behind the scenes,605.0
here s to the good times,florida georgia line,2012 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,4dec12,here s to the good times,411.0
here s to the good times,florida georgia line,2012 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,4dec12,dayum baby,326.0
here s to the good times,florida georgia line,2012 big machine label group llc,country music urban cowboy honky tonk contemporary country,129,4dec12,party people,339.0
alabama friends,jason aldean,2013 show dog universal music llc,country music,129,27aug13,tennessee river,422.0
alabama friends,luke bryan,2013 show dog universal music llc,country music,129,27aug13,love in the first degree,323.0
alabama friends,rascal flatts,2013 show dog universal music llc,country music,129,27aug13,old flame,312.0
alabama friends,kenny chesney,2013 show dog universal music llc,country music,129,27aug13,lady down on love,357.0
alabama friends,eli young band,2013 show dog universal music llc,country music,129,27aug13,the closer you get,338.0
alabama friends,trisha yearwood,2013 show dog universal music llc,country music,129,27aug13,forever s as far as i ll go,335.0
alabama friends,toby keith,2013 show dog universal music llc,country music,129,27aug13,she and i,357.0
alabama friends,florida georgia line,2013 show dog universal music llc,country music,129,27aug13,i m in a hurry and do nt know why,251.0
alabama friends,alabama,2013 show dog universal music llc,country music,129,27aug13,that s how i was raised,340.0
alabama friends,alabama,2013 show dog universal music llc,country music,129,27aug13,all american,313.0
alabama friends,jamey johnson,2013 show dog universal music llc,country music,129,27aug13,my home s in alabama,637.0
nashville outlaws a tribute to m tley cre,rascal flatts,2014 big machine records llc,country music,129,19aug14,kickstart my heart,353.0
nashville outlaws a tribute to m tley cre,florida georgia line,2014 big machine records llc,country music,129,19aug14,if i die tomorrow,341.0
nashville outlaws a tribute to m tley cre,leann rimes,2014 big machine records llc,country music,129,19aug14,smokin in the boys room,451.0
nashville outlaws a tribute to m tley cre,justin moore,2014 big machine records llc,country music,129,19aug14,home sweet home feat vince neil,350.0
nashville outlaws a tribute to m tley cre,cassadee pope,2014 big machine records llc,country music,129,19aug14,the animal in me,412.0
nashville outlaws a tribute to m tley cre,aaron lewis,2014 big machine records llc,country music,129,19aug14,afraid,351.0
nashville outlaws a tribute to m tley cre,big rich,2014 big machine records llc,country music,129,19aug14,same ol situation sos,422.0
nashville outlaws a tribute to m tley cre,clare bowen sam palladio,2014 big machine records llc,country music,129,19aug14,without you,327.0
nashville outlaws a tribute to m tley cre,eli young band,2014 big machine records llc,country music,129,19aug14,do nt go away mad just go away,357.0
nashville outlaws a tribute to m tley cre,lauren jenkins,2014 big machine records llc,country music,129,19aug14,looks that kill,431.0
nashville outlaws a tribute to m tley cre,the cadillac three,2014 big machine records llc,country music,129,19aug14,live wire,407.0
nashville outlaws a tribute to m tley cre,the mavericks,2014 big machine records llc,country music,129,19aug14,dr feelgood,513.0
nashville outlaws a tribute to m tley cre,brantley gilbert,2014 big machine records llc,country music,129,19aug14,girls girls girls,404.0
nashville outlaws a tribute to m tley cre,gretchen wilson,2014 big machine records llc,country music,129,19aug14,wild side,440.0
nashville outlaws a tribute to m tley cre,darius rucker,2014 big machine records llc,country music,129,19aug14,time for change,331.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,whatcha say,342.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,ridin solo,335.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,in my head,318.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,the sky s the limit,342.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,what if,322.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,love hangover,319.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,encore,343.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,fallen,315.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,blind,335.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,queen of hearts,257.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,whatcha say acoustic version,342.0
jason derulo deluxe version,jason derulo,2010 warner bros records inc for the us and wea international inc for the world outside the us,pop music rb soulrockhiphop rap rap contemporary rb dance,129,26feb10,in my head rhythm remix,318.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,all around the world feat ludacris,404.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,boyfriend,251.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,as long as you love me feat big sean,349.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,catching feelings,354.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,take you,340.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,right here feat drake,324.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,fall,408.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,die in your arms,357.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,thought of you,350.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,beauty and a beat feat nicki minaj,347.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,one love,354.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,be alright,309.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,believe,340.0
believe,justin bieber,2012 the island def jam music group,pop music dance vocal teen pop rock,129,19jun12,love me like you do,439.0
under the mistletoe,justin bieber,2011 the island def jam music group,holiday music christmas pop teen pop rock,129,1nov11,only thing i ever get for christmas,312.0
under the mistletoe,justin bieber,2011 the island def jam music group,holiday music christmas pop teen pop rock,129,1nov11,mistletoe,302.0
under the mistletoe,justin bieber,2011 the island def jam music group,holiday music christmas pop teen pop rock,129,1nov11,the christmas song chestnuts roasting on an open fire feat usher,335.0
under the mistletoe,justin bieber,2011 the island def jam music group,holiday music christmas pop teen pop rock,129,1nov11,santa claus is coming to town,336.0
under the mistletoe,justin bieber,2011 the island def jam music group,holiday music christmas pop teen pop rock,129,1nov11,fa la la feat boyz ii men,305.0
under the mistletoe,justin bieber mariah carey,2011 the island def jam music group,holiday music christmas pop teen pop rock,album only,1nov11,all i want for christmas is you superfestive duet with mariah carey,400.0
under the mistletoe,justin bieber,2011 the island def jam music group,holiday music christmas pop teen pop rock,129,1nov11,drummer boy feat busta rhymes,345.0
under the mistletoe,justin bieber,2011 the island def jam music group,holiday music christmas pop teen pop rock,129,1nov11,christmas eve,343.0
under the mistletoe,justin bieber,2011 the island def jam music group,holiday music christmas pop teen pop rock,129,1nov11,all i want is you,336.0
under the mistletoe,justin bieber,2011 the island def jam music group,holiday music christmas pop teen pop rock,129,1nov11,home this christmas feat the band perry,324.0
under the mistletoe,justin bieber,2011 the island def jam music group,holiday music christmas pop teen pop rock,129,1nov11,silent night,249.0
believe deluxe edition,justin bieber,2012 the island def jam music group,pop music,129,19jun12,die in your arms,357.0
believe deluxe edition,justin bieber,2012 the island def jam music group,pop music,129,19jun12,out of town girl,333.0
believe deluxe edition,justin bieber,2012 the island def jam music group,pop music,129,19jun12,she do nt like the lights,359.0
believe deluxe edition,justin bieber,2012 the island def jam music group,pop music,129,19jun12,maria,407.0
my worlds acoustic,justin bieber,2011 the island def jam music group,pop music vocal rb soul contemporary rb rock teen pop,129,8feb11,one time acoustic version,306.0
my worlds acoustic,justin bieber,2011 the island def jam music group,pop music vocal rb soul contemporary rb rock teen pop,129,8feb11,baby acoustic version,335.0
my worlds acoustic,justin bieber,2011 the island def jam music group,pop music vocal rb soul contemporary rb rock teen pop,129,8feb11,one less lonely girl acoustic version,357.0
my worlds acoustic,justin bieber,2011 the island def jam music group,pop music vocal rb soul contemporary rb rock teen pop,129,8feb11,down to earth acoustic version,403.0
my worlds acoustic,justin bieber,2011 the island def jam music group,pop music vocal rb soul contemporary rb rock teen pop,129,8feb11,u smile acoustic version,316.0
my worlds acoustic,justin bieber,2011 the island def jam music group,pop music vocal rb soul contemporary rb rock teen pop,129,8feb11,stuck in the moment acoustic version,318.0
my worlds acoustic,justin bieber,2011 the island def jam music group,pop music vocal rb soul contemporary rb rock teen pop,129,8feb11,favorite girl acoustic version live,509.0
my worlds acoustic,justin bieber,2011 the island def jam music group,pop music vocal rb soul contemporary rb rock teen pop,129,8feb11,that should be me acoustic version,409.0
my worlds acoustic,justin bieber,2011 the island def jam music group,pop music vocal rb soul contemporary rb rock teen pop,129,8feb11,never say never feat jaden smith acoustic version,343.0
my worlds acoustic,justin bieber,2011 the island def jam music group,pop music vocal rb soul contemporary rb rock teen pop,129,8feb11,pray acoustic version,332.0
my world 20 bonus track version,justin bieber,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,129,23mar10,baby,334.0
my world 20 bonus track version,justin bieber,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,129,23mar10,somebody to love,340.0
my world 20 bonus track version,justin bieber,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,129,23mar10,stuck in the moment,342.0
my world 20 bonus track version,justin bieber,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,129,23mar10,u smile,316.0
my world 20 bonus track version,justin bieber,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,129,23mar10,runaway love,332.0
my world 20 bonus track version,justin bieber,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,129,23mar10,never let you go,424.0
my world 20 bonus track version,justin bieber,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,129,23mar10,overboard,411.0
my world 20 bonus track version,justin bieber sean kingston,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,album only,23mar10,eenie meenie,322.0
my world 20 bonus track version,justin bieber,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,129,23mar10,up,354.0
my world 20 bonus track version,justin bieber,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,129,23mar10,that should be me,352.0
my world 20 bonus track version,justin bieber,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,album only,23mar10,kiss and tell bonus track,346.0
my world 20 bonus track version,justin bieber,2010 the island def jam music group,pop music teen pop rock dance rb soul contemporary rb,199,23mar10,baby bonus video,339.0
kiss,carly rae jepsen,2012 school boyinterscope records,pop music rock vocal dance teen pop world,129,18sep12,tiny little bows,321.0
kiss,carly rae jepsen,2012 school boyinterscope records,pop music rock vocal dance teen pop world,129,18sep12,this kiss,348.0
kiss,carly rae jepsen,2012 school boyinterscope records,pop music rock vocal dance teen pop world,129,18sep12,curiosity,333.0
kiss,carly rae jepsen owl city,2012 school boyinterscope records,pop music rock vocal dance teen pop world,129,18sep12,good time,325.0
kiss,carly rae jepsen,2012 school boyinterscope records,pop music rock vocal dance teen pop world,129,18sep12,more than a memory,402.0
kiss,carly rae jepsen,2012 school boyinterscope records,pop music rock vocal dance teen pop world,129,18sep12,turn me up,344.0
kiss,carly rae jepsen,2012 school boyinterscope records,pop music rock vocal dance teen pop world,129,18sep12,hurt so good,308.0
kiss,carly rae jepsen justin bieber,2012 school boyinterscope records,pop music rock vocal dance teen pop world,129,18sep12,beautiful,317.0
kiss,carly rae jepsen,2012 school boyinterscope records,pop music rock vocal dance teen pop world,129,18sep12,tonight i m getting over you,339.0
kiss,carly rae jepsen,2012 school boyinterscope records,pop music rock vocal dance teen pop world,129,18sep12,guitar string wedding ring,326.0
kiss,carly rae jepsen,2012 school boyinterscope records,pop music rock vocal dance teen pop world,129,18sep12,your heart is a muscle,349.0
never say never the remixes,justin bieber,2011 the island def jam music group,pop music teen pop dance rock vocal,129,14feb11,never say never feat jaden smith,347.0
never say never the remixes,justin bieber,2011 the island def jam music group,pop music teen pop dance rock vocal,129,14feb11,that should be me remix feat rascal flatts,350.0
never say never the remixes,justin bieber,2011 the island def jam music group,pop music teen pop dance rock vocal,129,14feb11,somebody to love remix feat usher,340.0
never say never the remixes,justin bieber,2011 the island def jam music group,pop music teen pop dance rock vocal,129,14feb11,up remix feat chris brown,355.0
never say never the remixes,justin bieber,2011 the island def jam music group,pop music teen pop dance rock vocal,album only,14feb11,overboard live feat miley cyrus,507.0
never say never the remixes,justin bieber,2011 the island def jam music group,pop music teen pop dance rock vocal,129,14feb11,runaway love kanye west remix feat raekwon,447.0
never say never the remixes,justin bieber,2011 the island def jam music group,pop music teen pop dance rock vocal,129,14feb11,born to be somebody,301.0
under the mistletoe deluxe edition,justin bieber mariah carey,2011 the island def jam music group,holiday music pop christmas teen pop rock,album only,1nov11,all i want for christmas is you superfestive duet with mariah carey,400.0
under the mistletoe deluxe edition,justin bieber,2011 the island def jam music group,holiday music pop christmas teen pop rock,129,1nov11,christmas love,326.0
under the mistletoe deluxe edition,justin bieber,2011 the island def jam music group,holiday music pop christmas teen pop rock,129,1nov11,fa la la feat boyz ii men a cappella,255.0
under the mistletoe deluxe edition,justin bieber,2011 the island def jam music group,holiday music pop christmas teen pop rock,129,1nov11,pray,332.0
under the mistletoe deluxe edition,justin bieber,2011 the island def jam music group,holiday music pop christmas teen pop rock,129,1nov11,someday at christmas,253.0
my world,justin bieber,2009 the island def jam music group,pop music dance teen pop rb soul contemporary rb rock,129,17nov09,one time,335.0
my world,justin bieber,2009 the island def jam music group,pop music dance teen pop rb soul contemporary rb rock,129,17nov09,favorite girl,416.0
my world,justin bieber,2009 the island def jam music group,pop music dance teen pop rb soul contemporary rb rock,129,17nov09,down to earth,405.0
my world,justin bieber,2009 the island def jam music group,pop music dance teen pop rb soul contemporary rb rock,129,17nov09,bigger,317.0
my world,justin bieber,2009 the island def jam music group,pop music dance teen pop rb soul contemporary rb rock,129,17nov09,one less lonely girl,349.0
my world,justin bieber,2009 the island def jam music group,pop music dance teen pop rb soul contemporary rb rock,129,17nov09,first dance feat usher,342.0
my world,justin bieber,2009 the island def jam music group,pop music dance teen pop rb soul contemporary rb rock,129,17nov09,love me,311.0
my world,justin bieber,2009 the island def jam music group,pop music dance teen pop rb soul contemporary rb rock,129,17nov09,common denominator bonus track,408.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,put you in a song,340.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,you gon na fly,336.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,all for you,337.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,long hot summer,433.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,without you,356.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,georgia woods,517.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,right on back to you,448.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,shut out the lights,418.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,big promises,347.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,the luxury of knowing,415.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,winning,340.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,once in a lifetime live in gwinnett ga,710.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,you look good in my shirt live in gwinnett ga,518.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,better life live in gwinnett ga,542.0
get closer deluxe version,keith urban,2010 hit red records under exclusive license to capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37,country music honky tonk pop poprock contemporary country rock,129,22feb11,everybody live in gwinnett ga,655.0
