abv,beer_name,brew_factory_name,style
11.8,great divide old ruffian barrel aged,great divide brewing company,barley wine
11.0,alesmith old numbskull bourbon barrel aged,alesmith brewing company,barley wine
11.2,hangar 24 barrel roll no 04 hammerhead barrel aged barley wine,hangar 24 craft brewery,barley wine
10.0,santa fe chicken killer barley wine,santa fe brewing company,barley wine
10.0,moylans old blarney barleywine 40 bourbon barrel 41,moylans brewery restaurant,barley wine
5.6,devils backbone black rock milk stout,devils backbone brewing company,sweet stout
9.5,middle ages druid fluid,middle ages brewing,barley wine
8.8,big sky olde bluehair barleywine,big sky brewing company,barley wine
9.5,berkshire holidale,berkshire brewing company,barley wine
10.0,blue point old howling bastard,blue point brewing 40 ab inbev 41,barley wine
10.6,duclaw hell on wood,duclaw brewing company,barley wine
10.8,rogue new crustacean barleywineish imperial ipa sorta,rogue ales,barley wine
8.8,left hand oak aged widdershins,left hand brewing co,barley wine
11.0,n gne sunturnbrew,n gne 40 hansa borg 41,smoked
7.5,fish tale starfish imperial red,fish brewing companyleavenworth beers,american strong ale
11.0,alewerks brewmasters reserve grand illumination ale,alewerks brewing company,barley wine
13.3,speakeasy brewers reserve old godfather barleywine,speakeasy ales and lagers,barley wine
10.5,free state old backus barleywine,free state brewing company,barley wine
11.8,new england premeditated murder barleywine,new england brewing co,barley wine
10.0,thomas hooker old marley barleywine,thomas hooker brewing company,barley wine
10.0,pipeworks santa vs unicorn american barleywine,pipeworks brewing company,barley wine
10.1,redhook treblehook,redhook brewery,barley wine
8.0,austin beerworks battle axe imperial red ale,austin beerworks,american strong ale
11.8,shorts bourbon wizard,shorts brewing company,barley wine
13.6,firestone walker maltose falcons brownywine,firestone walker brewing co 40 duvel moortgat 41,american strong ale
10.0,kentucky bourbon barrel barleywine,alltech lexington brewing and distilling,barley wine
,new england attempted redrum,new england brewing co,barley wine
10.0,pipeworks reaper vs unicorn,pipeworks brewing company,barley wine
7.4,mountain goat before the dawn,mountain goat beer 40 asahi holdings australia 41,black ipa
10.9,town hall twisted trace,minneapolis town hall brewery,barley wine
5.4,the brew hub keybilly,the brew hub,amber ale
,ilavar barley wine,ilavar prvn svobodn 12 abov 345 esk 12 pivovar,barley wine
8.0,beerbliotek flying couch night day,beerbliotek,black ipa
12.5,sebago single batch series barleywine,sebago brewing company,barley wine
10.0,leinenkugels big eddy ryewine ale,leinenkugel brewing company 40 tenth blake beer co 41,barley wine
10.0,half acre quakerbridge barley wine,half acre beer company,barley wine
5.4,4 pines comfortably numb,4 pines brewing company,stout
10.0,fish tale leviathan barleywine 40 batch 5 41,fish brewing companyleavenworth beers,barley wine
7.8,austin beer garden luxury liner,austin beer garden brewery,imperial ipa
14.0,driftwood old cellar dweller barleywine,driftwood brewery 40 canada 41,barley wine
11.0,cambridge barrelaged blunderbuss barleywine,cambridge brewing company,barley wine
18.5,mikkeller big worst barley wine,de proefbrouwerij,barley wine
10.3,alley kat olde deuteronomy barley wine,alley kat brewing company,barley wine
10.4,tenaya creek old jackalope barleywine,tenaya creek brewery,barley wine
12.2,black raven old birdbrain barleywine,black raven brewing,barley wine
4.5,cismontane deciduous ipa,cismontane brewing,american pale ale
12.8,appalachian broad street barley wine,appalachian brewing company 40 pa 41,barley wine
11.1,the bruery oaked old richland,the bruery,barley wine
17.5,kuhnhenn extraneous ale,kuhnhenn brewing,barley wine
4.3,newmans woolly rhinoceros,celt experience,bitter
12.0,solemn oath heavyweight ticklefight champion of the world,solemn oath brewery,barley wine
9.0,marin old dipsea barleywine style ale,marin brewing company,barley wine
10.0,crazy mountain lawyers,crazy mountain brewing company,barley wine
5.5,grizzly peak steelhead red guns and money,grizzly peak brewing co,amber ale
9.8,elysian cyclops barleywine,elysian brewing 40 abinbev 41,barley wine
6.1,equinox entropycal red ipa,equinox brewing,india pale ale 40 ipa 41
10.0,ninkasi critical hit barley wine,ninkasi brewing company,barley wine
7.5,fiftyfifty annularity,fiftyfifty brewing company,barley wine
12.2,n rrebro little korkny ale,n rrebro bryghus,barley wine
4.8,big bay boatilla amber ale,milwaukee brewing company,amber ale
10.0,dicks barley wine,dicks brewing company,barley wine
17.0,kuhnhenn vintage ale,kuhnhenn brewing,barley wine
11.2,bristol old no 23 barley wine,bristol brewing company,barley wine
,bills foggy notion weissbier,bills tavern and brewhouse,german hefeweizen
11.5,kuhnhenn american barley wine,kuhnhenn brewing,barley wine
,1516 grand reserve triple barrique,1516 brewing company,belgian strong ale
,columbus bourbon barrel aged uncle rusty,columbus brewing company,american strong ale
12.0,horseheads domination ale,horseheads brewing,barley wine
11.0,brutopia rocket fuel,brutopia,imperial ipa
9.5,hopworks bourbon aged noggin floggin barley wine,hopworks urban brewery,barley wine
13.0,shoreline big bourbon series discombobulation celebration ale,shoreline brewery,barley wine
,east end gratitude 40 bourbon barrel aged 41,east end brewing company,barley wine
11.5,18th street barrel aged devils spear,18th street brewery,barley wine
9.1,fiftyfifty old conundrum barley wine,fiftyfifty brewing company,barley wine
9.0,labri de la tempte corps mort,labri de la tempte,barley wine
10.5,13 virtues patience imperial stout,13 virtues brewing company,imperial stout
11.2,tired hands motheranimal,tired hands brewing company,barley wine
11.5,portsmouth barleywine,portsmouth brewery,barley wine
10.2,kane vengeful heart,kane brewing company,barley wine
11.0,town hall twisted reality barleywine,minneapolis town hall brewery,barley wine
13.2,oskar blues old double bagger 40 odb 41,oskar blues brewery,barley wine
9.8,union craft chessie barleywine,union craft brewing company,barley wine
10.6,terrapin oaked big hoppy monster,terrapin beer company,imperial ipa
5.6,denali single engine red,denali brewing company,amber ale
8.2,barrier tenderfoot,barrier brewing company,imperial ipa
10.0,phillips trainwreck barley wine,phillips brewing co,barley wine
11.0,rock bottom boston liquid courage barley wine,rock bottom boston,barley wine
12.5,haymarket clares right hook,haymarket pub brewery,barley wine
10.8,smuttynose smuttlabs ol grundy humper,smuttynose brewing company,barley wine
12.7,saint arnold bishops barrel 10,saint arnold brewing company,barley wine
11.0,grand lake barrel aged super chicken barley wine,grand lake brewing co,barley wine
11.5,four peaks hopsquatch barleywine,four peaks brewing company,barley wine
6.2,big rig release the hounds,big rig brewery,black ipa
9.0,cape ann fishermans tea party,cape ann brewing company,barley wine
11.5,5 rabbit ponche,5 rabbit cerveceria,barley wine
9.3,carolina old 392 barleywine,carolina brewing company,barley wine
6.4,odell gramps,odell brewing company,sweet stout
11.2,golden city centurion barleywine ale,golden city brewery,barley wine
9.0,13 virtues mob barleywine,13 virtues brewing company,barley wine
9.0,big time old wooly barleywine,big time brewery,barley wine
5.5,cahaba liquidambar amber ale,cahaba brewing company,amber ale
11.0,harmon super samurai barley wine ale,harmon brewery restaurant,barley wine
10.4,mikkeller three floyds risgoop,de proefbrouwerij,barley wine
11.2,elysian the gourdfather pumpkin barleywine,elysian brewing 40 abinbev 41,spice herb vegetable
,elevator barrel aged barley wine,elevator brewing company,barley wine
5.2,breakwater wellenbrecher lager,breakwater brewing company,premium lager
8.5,alcatraz annihilator doppelbock,alcatraz brewing,doppelbock
4.1,612 brew mary ann,612 brew,spice herb vegetable
10.0,boundary bay old bounder,boundary bay brewery and bistro,barley wine
4.0,mighty oak snowbeard,mighty oak,bitter
4.7,olde johnnie ale,cold spring brewery,amber ale
,black husky beware of dog series headbutter barleywine,black husky brewing,barley wine
13.0,revolution barrel aged institutionalized barley wine,revolution brewing company,barley wine
10.3,tighthead barrel aged old kaya dog barleywine,tighthead brewing company,barley wine
8.2,fort george hogfather,fort george brewery,imperial porter
9.0,white birch barley wine ale,white birch brewing,barley wine
11.9,nebraska inception series runnin with the devil,nebraska brewing company,barley wine
8.6,anderson valley barrel aged horn of the beer barley wine,anderson valley brewing company,barley wine
12.0,brewdog clown king,brewdog,barley wine
4.5,creature comforts tritonia,creature comforts brewing company,grodziskie gose lichtenhainer
10.5,brewdog oskar blues shipwrecker circus,brewdog,barley wine
9.2,snipes mountain roza reserve,snipes mountain microbrewery,barley wine
9.0,cathedral square repent rye,crown valley brewing distilling,barley wine
7.0,abbot brewhouse benedictus primus,abbot brewhouse,stout
13.0,burnt hickory killdozer 12 point buck ale,burnt hickory brewery,barley wine
10.5,ladyface oaked bluebelly barleywine,ladyface ale companie,barley wine
5.3,copperhead red,copperhead brewery,amber ale
12.0,block 15 hypnosis,block 15 brewery,barley wine
12.0,excel ryeday the 13th,excel brewing company,barley wine
8.0,grado plato strada s felice,birrificio grado plato,spice herb vegetable
10.0,napa smith grateful dog barleywine,napa smith brewery,barley wine
10.8,tired hands stonerwitch,tired hands brewing company,barley wine
11.5,drakes rakish ryewine,drakes brewing company,barley wine
10.8,mothers foggy notion single barrel,mothers brewing company,barley wine
10.0,la voie malt e polissonne,la voie malt e,barley wine
13.0,revolution mineshaft gap,revolution brewing company,barley wine
9.1,twisted pine bough breaker barleywine,twisted pine brewing,barley wine
4.5,brakspear downpour,brakspear 40 marstons 41,bitter
6.0,albuquerque the dukes pale ale,albuquerque brewing company,american pale ale
11.0,burnt hickory coastal empire march to the sea,burnt hickory brewery,barley wine
,piece barrel aged moose knuckle,piece brewery pizzeria,barley wine
7.0,jackie os really nelson india red ale,jackie os pub brewery,amber ale
4.6,animal big bang,xt brewing,specialty grain
10.3,sockeye old devils tooth barleywine,sockeye brewing,barley wine
10.4,5 seasons north cloud 9 barleywine,5 seasons north,barley wine
12.5,fiftyfifty cherry annularity,fiftyfifty brewing company,barley wine
7.0,new albanian hoosier daddy crimson cream ale,new albanian brewing company,american strong ale
12.0,brouhaha gaz de course,broue pub brouhaha,barley wine
9.1,hay camp hoplessness barleywine,hay camp brewing company,barley wine
11.0,du lac saintjean frappabord,microbrasserie du lac saintjean,barley wine
8.7,port jeff cold north wind,port jeff brewing company,barley wine
9.7,lompoc bourbon barrel aged old tavern rat,lompoc brewing,barley wine
4.7,10 barrel mike saw a sasquatch session ale,10 barrel brewing 40 ab inbev 41,golden ale blond ale
7.5,crazy mountain old soul belgian strong ale,crazy mountain brewing company,belgian strong ale
9.8,union craft chessie barleywine barrel aged,union craft brewing company,barley wine
11.0,barrington yule fuel,barrington berkshire mountain brewery,barley wine
13.0,walking man bourbon barrel old stumblefoot,walking man brewing,barley wine
10.0,equinox midwinter warmer,equinox brewing,barley wine
,figure eight bourbon barrel aged jumbo love,figure eight brewing,barley wine
,airways autumnfest lager,airways brewing company,oktoberfest m   rzen
8.0,lighthouse siren red ale,lighthouse brewing 40 canada 41,american strong ale
9.6,bluejacket high society,bluejacket,barley wine
10.0,barley bb10 40 dexi 41,birrificio barley,american strong ale
11.5,capitol city slobberknocker barleywine,capitol city brewing company,barley wine
11.5,beer works hercules strong ale,beer works,barley wine
8.5,alesmith yulesmith 40 summer 41 india pale ale,alesmith brewing company,imperial ipa
9.2,ale asylum diablo belga,ale asylum,abbey dubbel
16.0,birra del borgo sedicigradi,birra del borgo,barley wine
9.9,brewsters blue monk barley wine,brewsters brewing co alberta,barley wine
8.8,motor city winter ale,motor city brewing works,american strong ale
14.0,side project anabasis,perennial artisan ales,barley wine
15.2,de molen bommen granaten cascade dry hopped,brouwerij de molen,barley wine
12.5,empire barley wine,empire brewing company,barley wine
5.0,quidi vidi 1892 traditional ale,quidi vidi brewing company,amber ale
5.5,barrier undertow dunkel rauch,barrier brewing company,smoked
16.0,devils canyon barrel of monkeys barleywine,devils canyon brewing co,barley wine
10.0,wormtown beer goggles barleywine,wormtown brewing co,barley wine
11.5,mike hess ordeum rex barley wine,mike hess brewing company,barley wine
7.0,barnstormer dead stick stout,barnstormer brewing and pizzeria,stout
13.9,hangar 24 barrel roll no 04 hammerhead bourbon barrel aged with chai tea,hangar 24 craft brewery,barley wine
5.5,8 wired flat white coffee milk stout,8 wired brewing,sweet stout
13.0,omnipollo erzulie barley wine,de proefbrouwerij,barley wine
9.0,les brasseurs du temps mea magna culpa,les brasseurs du temps,barley wine
5.3,fredericksburg enchanted rock red ale,fredericksburg brewing company,amber ale
9.8,pizza port old boneyards barleywine,pizza port 40 solana beach 41,barley wine
,sprague farm barbarian barley wine,sprague farm brew works,barley wine
12.0,crabtree woody b barley wine ale,crabtree brewing company,barley wine
10.0,brewdog mashtag 2015,brewdog,barley wine
10.0,pizza boy chip bender benders barleywine,pizza boy brewing,barley wine
7.6,aztec sacrifice red ipa,aztec brewing company,india pale ale 40 ipa 41
11.5,jackie os bourbon barrel nutted brick kiln,jackie os pub brewery,barley wine
6.1,peter bs dr strangelove,peter bs brewpub,india pale ale 40 ipa 41
11.8,blue hills fortis pagus,blue hills brewery,barley wine
10.0,telegraph obscura aurantium,telegraph brewing company,barley wine
10.9,strange land bishopsgate,strange land brewery,barley wine
18.3,mikkeller big worster barrel aged barley wine malaga edition,de proefbrouwerij,barley wine
13.0,hermit thrush abbey series 1 jolly abbot barley wine,hermit thrush brewery,barley wine
9.0,trinity wolfs breath winter warmer,trinity brewhouse,barley wine
9.5,21st amendment bourbon barrel lower da boom barleywine,21st amendment brewery,barley wine
9.4,flying goose isle of pines barley wine,flying goose brew pub,barley wine
9.1,aardwolf pinglehead how heavy this hop,aardwolf,imperial ipa
9.5,le castor vin no 1 grande r serve 40 f ts de rhum 41,microbrasserie le castor le castor brewing co,barley wine
11.0,devils backbone tectonic barleywine,devils backbone brewing company,barley wine
11.5,destihl triton barleywine,destihl brewery,barley wine
12.5,hardywood x rva beard league barleywine 2014,hardywood park craft brewery,barley wine
10.0,amsterdam x sawdust city x great lakes x indie ale barley wine 40 oak 41,amsterdam brewing company,barley wine
10.5,american old glory barleywine,american brewing company,barley wine
7.2,absolution angels demise,absolution brewing company,india pale ale 40 ipa 41
11.5,bullfrog oak aged old toad barleywine,bullfrog brewery,barley wine
6.0,birdsong sticky situation,birdsong brewing,american pale ale
10.8,relic morgue party,relic brewing company,barley wine
12.0,odd side ales colossal oversight,odd side ales,barley wine
11.0,beer here farligwine,de proefbrouwerij,barley wine
4.5,simeon jones river valley amber ale,northampton brewing co 40 nb 41,amber ale
10.5,barley browns sledwreck winter ale,barley browns brewpub,old ale
9.6,carlow oharas barrel aged series barley wine,carlow,barley wine
9.5,4 noses bonaparte barleywine 40 breckenridge bourbon barrel aged 41,4 noses brewing company,barley wine
10.0,broadway pub elixir de belphegor barley wine,broadway pub,barley wine
5.5,eden the embalmer,eden brewery 40 cumbria 41,black ipa
12.0,amicas infinite search,amicas pizza microbrew,imperial stout
10.4,aardwolf whisperer in darkness,aardwolf,barley wine
10.4,the brew gentlemen nonstop forever 40 batch 1 41,the brew gentlemen beer company,barley wine
,laurelwood bourbon barrel olde reliable,laurelwood public house brewery,barley wine
6.7,alesmith my bloody valentine,alesmith brewing company,amber ale
4.8,epic cross fever amber ale,epic brewing company 40 utco 41,amber ale
5.9,lagerheads bed head red,lagerheads brewing company,amber ale
5.5,squatters radio from hell the brew 033 red as hell ale,squatters craft beers,amber ale
7.7,blue frog red ale,blue frog brewery,american strong ale
4.6,abbeydale epiphany,abbeydale,golden ale blond ale
,bloomington lambicaged ruby bloom amber,bloomington brewing co,sour wild ale
6.9,acadian farms india red ale 40 ira 41,acadian farms brewery,india pale ale 40 ipa 41
7.5,bridgeport kingpin double red ale,bridgeport brewing,american strong ale
5.5,east coast kick back ale,genesee brewing company 40 north american breweries 41,amber ale
4.2,hockley valley amber,hockley valley brewing malting company,amber ale
,trailhead red amber ale,trailhead brewing co,amber ale
7.1,603 9th state red ipa,603 brewery,india pale ale 40 ipa 41
5.0,beer works victory red,beer works,amber ale
7.6,21st amendment toaster pastry,21st amendment brewery,india pale ale 40 ipa 41
,ruby mountain angel creek amber ale,ruby mountain brewing company,amber ale
5.1,baeltane farmers flock,baeltane brewing,saison
6.9,the bruery double dry hopped loakal red,the bruery,amber ale
6.0,hitachino nest amber ale,kiuchi brewery,amber ale
5.6,roscoe trout town american amber ale,adirondack pub and brewery,amber ale
8.8,anderson valley bahl hornin imperial boont amber ale,anderson valley brewing company,american strong ale
8.3,auburn alehouse red headed hop donkey,auburn alehouse 40 ca 41,american strong ale
5.5,golden triangle hop lobster,golden triangle,american pale ale
6.0,big time matts red eye ipa,big time brewery,india pale ale 40 ipa 41
5.2,branchline evil owl amber,branchline brewing,amber ale
6.2,track 7 daylight amber,track 7 brewing company,amber ale
5.1,wisco disco,stillmank brewing company,amber ale
6.5,boneyard skunkape india red ale,boneyard beer company,india pale ale 40 ipa 41
9.3,rivertowne patricks poison,rivertowne pour house,american strong ale
5.7,black diamond steep trail amber ale,black diamond brewing company,amber ale
5.6,upland easy chair amber ale,upland brewing company,amber ale
5.8,alpha smoked red ale,cerveses alpha,smoked
6.0,jailhouse conjugal visit,jailhouse brewing co,amber ale
5.0,scuttlebutt tell tale red,scuttlebutt brewing co,amber ale
5.8,redhook copperhook spring ale,redhook brewery,amber ale
9.5,21st amendment firestone walker stone el camino 40 un 41 real black ale,stone brewing company,american strong ale
5.5,gnarly oak hazelnut dark,minhas craft brewery,amber ale
5.6,lengthwise triple hop red ale,lengthwise brewery,amber ale
6.3,21st amendment red headed stranger,21st amendment brewery,amber ale
4.0,archers single hop amber ale,evan evans,amber ale
5.0,fish tale vicious circle amber ale,fish brewing companyleavenworth beers,amber ale
5.6,yalobusha copperhead amber ale,yalobusha brewing company,amber ale
5.5,the duckrabbit amber ale,the duckrabbit craft brewery,amber ale
,bricktown rudolphs red nose ale,bricktown brewery blackwater grill,english strong ale
5.7,brewery terra firma manitou amber ale,brewery terra firma,amber ale
5.5,ballistic brewing gorgon red ale,indian wells brewing,amber ale
5.0,flying monkeys amber ale,flying monkeys craft brewery,amber ale
8.0,worthy eruption imperial red ale,worthy brewing company,american strong ale
7.5,howe sound three beavers imperial red ale,howe sound brewing,american strong ale
5.3,schmohz amber tease,schmohz brewing co,amber ale
5.5,sapporo yebisu kohaku,sapporo breweries,amber lager vienna
5.5,961 red ale,961 beer gravity brewing,amber ale
5.7,samuel adams mighty oak ale,boston beer company,amber ale
3.0,wadworth light ale,wadworth,bitter
3.8,wadworth ipanema,wadworth,bitter
3.6,wadworth henrys smooth,wadworth,bitter
5.0,wadworth heather honey,wadworth,traditional ale
4.1,wadworth dray bells,wadworth,bitter
5.0,wadworth cooper s vice,wadworth,fruit beer
4.1,wadworth corvus stout,wadworth,stout
6.2,ushers ruby ale,wadworth,english strong ale
4.3,wadworth dungarvan copper coast irish red ale,wadworth,irish ale
4.5,wadworth crimson dawn,wadworth,bitter
6.2,berghoff reppin red ale,stevens point brewery,amber ale
8.8,urban legend you big dummy,urban legend brewing company,american strong ale
5.2,mountain goat fancy pants amber ale,mountain goat beer 40 asahi holdings australia 41,amber ale
5.2,liberty street red glare amber ale,liberty street brewing company,amber ale
6.2,radiant pig gangster duck american red ale,radiant pig beer company,amber ale
3.4,banner american ale,brewmasters tavern 40 opaopa brewing 41,amber ale
5.0,great raft make believer,great raft brewing,session ipa
5.2,emmetts mccarthy american red,emmetts tavern and brewing company,amber ale
5.0,cigar city sertoma smoke,cigar city brewing,amber ale
5.5,high noon annies amber ale,high noon saloon brewery,amber ale
6.7,bucket list storm cat,bucket list brewing,india pale ale 40 ipa 41
,fire station 5 fire boat amber,portland brewing company 40 pyramid north american breweries 41,amber ale
6.7,big choice disconnected red ale,big choice brewing,amber ale
5.5,big dogs honey amber ale,big dogs brewing co,amber ale
10.0,santa clara valley new almaden red,santa clara valley brewing,american strong ale
3.5,bespoke raging bull,bespoke,golden ale blond ale
5.7,coronado mermaids red ale,coronado brewing company,amber ale
4.8,half moon bay mavericks amber ale,half moon bay brewing company,amber ale
5.4,hawaii nui sunset amber ale,mehana brewing company,amber ale
5.8,big horn bourbon buttface amber,big horn brewing company 40 ram international 41,amber ale
7.1,legacy bourbon barrel hedonism red,legacy brewing,american strong ale
7.0,omnipollo n mada en el bosque red,companyia cervesera del montseny,amber ale
5.2,two beers immersion amber ale,two beers brewing co,amber ale
7.1,black shirt american india red ale,black shirt brewing company,american strong ale
6.5,mad river jamaica red ale,mad river brewery,amber ale
4.0,squatters emigration amber ale,squatters craft beers,amber ale
5.6,sawgrass flat tired amber ale,sawgrass brewing company,amber ale
11.5,10 barrel rare breed imperial red,10 barrel brewing 40 ab inbev 41,american strong ale
5.0,costa ricas segua red ale,costa ricas craft brewing co,irish ale
5.5,central city red racer india style red ale,central city brewers distillers,irish ale
,phillips amber ale,heavy seas brewing company,amber ale
7.0,hiwire lion tamer red rye,hiwire brewing,specialty grain
6.2,georgetown choppers red ale,georgetown brewing company,amber ale
,boscos derailleur ale,boscos brewing company 40 roma pomodori 41,english pale ale
6.3,revolution fistmas ale,revolution brewing company,spice herb vegetable
6.5,fordham close encounter harvest ale,fordham brewing company 40 coastal brewing co 41,amber ale
,battenkill harvest moon amber ale,battenkill brewing company,amber ale
,bridge brew works the blunt,bridge brew works,english pale ale
,piney river mckinney eddy amber ale,piney river brewing company,amber ale
,elk mountain devils head red,elk mountain brewing company,irish ale
5.6,mickey finns abana amber ale,mickey finns brewery pub,amber ale
9.2,kane hop lab 4 imperial red,kane brewing company,american strong ale
4.5,brighton bier red rye,kemptown,amber ale
5.5,saint arnold amber ale,saint arnold brewing company,amber ale
6.1,broken tooth something red,broken tooth brewing company,amber ale
8.0,lagerheads winter mischief,lagerheads brewing company,spice herb vegetable
6.6,black husky harold the red ale,black husky brewing,amber ale
5.0,eastern shore st michaels ale,eastern shore brewing,amber ale
6.1,broad brook ale,broad brook brewing company,premium bitter esb
7.7,4 noses one point five ipa,4 noses brewing company,india pale ale 40 ipa 41
5.4,a1a ale works red brick ale,a1a ale works,amber ale
8.5,brewsters pursuit of hoppiness,brewsters brewing co alberta,imperial ipa
,portsmouth brewing red bird ale,portsmouth brewing,california common
5.3,round barn indecision ale,round barn brewery winery,amber ale
5.0,marin albion amber ale,marin brewing company,amber ale
7.3,lonerider red spur,lonerider brewing company,amber ale
5.5,granville island gastown amber ale,granville island 40 brewery molsoncoors 41,amber ale
5.3,midland copper harbor ale,midland brewing company,irish ale
,brurm ambar ale,brurm bar,amber ale
7.3,local option mourning wood,pub dog brewing company,amber ale
6.3,southern oregon woodshed red,southern oregon brewing co,amber ale
4.8,broadhead grindstone amber,broadhead brewing company,amber ale
5.0,atwater rost,atwater block brewery,amber lager vienna
4.5,black bear gearhead ale,black bear brewery,amber ale
6.0,mayday angry redhead,mayday brewery,amber ale
5.5,golden valley red thistle ale,golden valley brewery,irish ale
,de rustica red pyment,de rustica meadery,mead
5.9,blue moon valencia grove amber ale,coors brewing company 40 millercoors 41,amber ale
5.0,bamberg franconian rhapsody,cervejaria bamberg,smoked
5.0,artisans toasted amber ale,artisans brewery and italian grill,amber ale
5.0,cascade amber,cascade brewing,amber ale
3.3,boulevard tenpenny ale,boulevard brewing company 40 duvelmoortgat 41,bitter
5.7,mountain sun annapurna amber,mountain sun pub brewery,amber ale
,fiddlers green amber,fx matt brewing company,amber ale
,destihl barrel aged deadhead double red ale,destihl brewery,american strong ale
5.8,fin city jackspot amber ale,fin city brewing company,amber ale
5.2,public works red cent amber,peabody heights brewery,amber ale
5.4,horny goat red planet red ale,stevens point brewery,amber ale
9.2,bear republic altered beast,bear republic brewing company,imperial ipa
5.8,coalition king kitty red ale,coalition brewing,amber ale
6.0,bison organic red ale,bison brewing company,amber ale
5.5,pig minds vanilla bitch slap,pig minds brewing co,amber ale
5.3,day block franks red ale,day block brewing company,amber ale
,alley kat rocky mountain red ale 40 the cheesecake cafe 41,alley kat brewing company,irish ale
5.8,bells amber ale,bells brewery,amber ale
8.5,pipeworks blood of the unicorn,pipeworks brewing company,american strong ale
5.4,38 state irish red ale,38 state brewing company,irish ale
,churchkey tobacco road,churchkey brewing,porter
5.4,caldera dry hop orange,caldera brewing company,india pale ale 40 ipa 41
6.0,empyrean winter axis festivale,empyrean brewing company,amber ale
4.5,estes park redrum ale,estes park brewery,premium bitter esb
7.5,ei8ht ball red drink,ei8ht ball brewing,imperial ipa
4.5,long valley german valley amber,long valley pub and brewery,amber ale
5.0,keuka briglin road red,keuka brewing company,amber ale
5.5,olde main long face amber,olde main brewing co,amber ale
4.2,backyard january sale,backyard,golden ale blond ale
5.0,rockyard redhawk ale,rockyard brewing company,scottish ale
6.3,268 ern hora 1530,pivovar 268 ern hora 40 pivovary lobkowicz 41,imperial pils strong pale lager
5.0,basil ts beer of the dragon,basil ts 40 red bank 41,spice herb vegetable
4.4,railway city iron spike copper ale,railway city brewing company,amber ale
5.0,clancys amber,moosehead brewery,amber ale
6.7,el segundo station no 1,el segundo brewing company,amber ale
12.5,block 15 hellion,block 15 brewery,belgian strong ale
6.0,arizona wilderness red rock secret,arizona wilderness brewing company,amber ale
6.7,tenaya creek red ryder,tenaya creek brewery,specialty grain
5.3,deschutes cinder cone red ale,deschutes brewery,amber ale
5.4,devils backbone montpeliers best ambition ale,devils backbone brewing company,amber ale
8.0,lexington avenue eleanors rye,lexington avenue brewery,specialty grain
4.8,coney island 1609 amber ale,shmaltz brewing company,amber ale
6.2,saint arnould vlimeuse,saint arnould,amber ale
5.0,glutenberg rousse,glutenberg craft brewery,amber ale
7.2,against the grain the wrath of the krauth of khan,against the grain brewery,smoked
5.5,dark horse amber ale,dark horse brewing company,amber ale
7.5,collesi imper ale ambrata fiat lux,tenute collesi,bi  re de garde
5.5,hoptown paint the town red,hoptown brewing company,amber ale
5.7,ice harbor runaway red ale,ice harbor brewing company,amber ale
5.0,geneva lake cedar point amber ale,geneva lake brewing company,amber ale
6.0,ellis island amber ale,ellis island casino brewery,amber ale
,1904 american red,anheuserbusch inbev,amber lager vienna
5.3,atlanta laughing skull amber ale 40 2009 present 41,red brick brewing company,amber ale
5.5,chatham maple amber,chatham brewing,amber ale
9.1,big dogs alpha dog double red,big dogs brewing co,american strong ale
4.5,cheers norms amber ale,genesee brewing company 40 north american breweries 41,amber ale
6.0,strawn amber ale,strawn brewing company,amber ale
8.5,madhouse venture series oak aged imperial red,madhouse brewing company,american strong ale
7.5,iron hill big red wibby,iron hill lancaster,american strong ale
5.0,silver gulch copper creek amber ale,silver gulch brewing bottling co,amber ale
5.3,widmer brothers drop top amber ale,widmer brothers brewing company,amber ale
7.3,southbound fade to red,southbound brewing company,american strong ale
6.3,firefly hollow moonrise amber,firefly hollow brewing company,amber ale
9.5,pizza port rhino chaser imperial red ale,pizza port 40 ocean beach 41,american strong ale
7.2,noble ale works alpha red,noble ale works,american strong ale
4.0,zion canyon springdale amber ale,zion canyon brewing company,amber ale
5.6,granville island swing span amber ale,granville island 40 brewery molsoncoors 41,amber ale
5.9,thirsty dog hoppus maximus,thirsty dog brewing company,amber ale
6.3,falling sky reelin in the oats stout,falling sky brewing,sweet stout
7.8,ale asylum limited 8 phantasm autumn ale,ale asylum,american strong ale
5.0,maumee bay fallen timbers red ale,maumee bay brewing co,amber ale
6.0,kuhnhenn red run red ale,kuhnhenn brewing,amber ale
5.0,boot tread,martens,belgian ale
10.3,breakside alan from the wood,breakside brewery,traditional ale
5.0,2cabe as sunset american pale ale,2cabe as,american pale ale
5.0,okanagan spring cloudy amber ale,okanagan spring brewery 40 sapporo 41,amber ale
4.5,angry minnow nut red ale,angry minnow,amber ale
4.7,beer here dead cat,de proefbrouwerij,amber ale
5.2,mudshark scorpion amber ale,mudshark brewing company,amber ale
5.7,bob the griffin ryerish redhead ale,the brew on broadway 40 bob 41,irish ale
7.0,battered boar briarpatch amber ale,battered boar brewing company,amber ale
5.2,four sons going 40 coco 41 nuts,four sons brewing,amber ale
4.4,8 wired semiconductor session ipa,renaissance brewing,session ipa
4.8,bent hill maple irish red ale,bent hill brewery,irish ale
4.5,chicago ramblin reck amber ale,chicago brewing company,amber ale
5.8,big horn buttface amber ale,big horn brewing company 40 ram international 41,amber ale
7.0,beer valley jackalope imperial pumpkin porter,beer valley brewing company,spice herb vegetable
4.2,kilannan 100 mile rye pale ale,kilannan brewing company,specialty grain
