64bit processing,<page title>,aspect ratio,battery chemistry,battery energy,bluetooth,bluetooth standard,brand name,cache,certifications standards,color,connection type,depth,display screen technology,display screen type,form factor,front camera resolutionwebcam resolution,front camerawebcam,graphics controller manufacturer,graphics controller model,graphics memory accessibility,graphics memory technology,green compliance certificateauthority,green compliant,headphonemicrophone combo port,height,keyboard,keyboard type,manufacturer,manufacturer part number,manufacturer website address,maximum battery run time,maximum standby battery time,maximum turbo speed,memory card reader,memory card supported,memory technology,micro hdmi,microphone,multitouch screen,number of cells,number of usb 30 ports,operating system,operating system platform,optical drive type,package contents,pointing device type,processor core,processor manufacturer,processor model,processor speed,processor type,product line,product model,product name,product series,product type,screen mode,screen resolution,screen size,software included,solid state drive capacity,speakers,standard memory,total number of usb ports,touchpad features,touchscreen,weight approximate,width,wireless lan,wireless lan standard,additional information,audio line out,backlight technology,battery capacity,ethernet technology,finger print reader,hard drive capacity,hdcp supported,hdmi,height front,height rear,maximum memory,network rj45,number of total memory slots,number of usb 20 ports,operating system architecture,optical media supported,tv card,vga,webcam,wireless lan manufacturer,wireless lan model,mini hdmi,rear camera,rear camera resolution,wwan supported,direct media interface,focus modes,hard drive interface,hard drive rpm,hyperthreading,keyboard backlight,memory standard,security features,sensor type,solid state drive interface,vpro technology,wimax,chipset manufacturer,construction,mini displayport,applicationusage,carrying options,case features,compartment depth,compartment height,compartment width,durability,exterior material,maximum screen size supported,minimum screen size supported,style,chipset model,acer converter cable supported,acer converter port,displayport,checkpoint friendly,compatibility,graphics memory capacity,duallayer media supported,flash memory capacity,country of origin,input voltage,keyboard localization,maximum power supply wattage,digitizer,audio line in,esata,modem,modem rj11,printed designpatterntexture,features,memory form factor,number of mini pci express slots,number of processors installed,number of processors supported,number of total expansion slots,total hard drive capacity,near field communication,number of 35 bays,number of external 525 bays,number of total expansion bays,hard drive configuration,gps,maximum web surfing battery time,maximum video battery time,number of graphic controllers,number of internal 25 bays,number of pci express x1 slots,number of pci express x16 slots,controller type,raid levels,raid supported,expansion bay type,expansion slot type,switchable graphics,number of optical drives,cellular data connectivity technology,solid state drive configuration,number of msata interfaces,number of mxm slots,total solid state drive capacity,burst frequency,widi technology,usb host,rear camera video resolution,maximum audio battery time,accessibility,interior material,pixel density
Yes,"Acer Aspire E5-531-P4SQ 15.6"" LED Notebook - Intel Pentium 3556U 1.70 GHz - NXMLVAA002 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),,Yes,,Acer,2 MB,ACPI 3.0,,,10.1 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics,Shared,DDR3 SDRAM,,,,1.2 '',Yes,,"Acer , Inc",NX.MLVAA.002,http : //us.acer.com,,,,Yes,Secure Digital ( SD ) Card,DDR3L SDRAM,,Yes,,6-cell,1.0,Windows 7 Home Premium,,DVD-Writer,Aspire E5-531-P4SQ NotebookLithium Ion BatteryAC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,3556U,1.70 GHz,Pentium,Aspire,E5-531-P4SQ,Aspire E5-531-P4SQ Notebook,E5-531,Notebook,HD,1366 x 768,15.6 '',,,Yes,4 GB,3.0,Multi-touch Gesture,,5.51 lb,15 '',Yes,IEEE 802.11b/g/n,Wireless LAN : Acer Nplify 802.11b/g/n,Yes,LED,2500 mAh,Gigabit Ethernet,No,500 GB,Yes,Yes,0.96 '',1.19 '',16 GB,Yes,2.0,2.0,64-bit,DVD-RAM/ R/ RW,No,Yes,Yes,Atheros,WB335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Acer ICONIA B1-730-127U Tablet - 7"" - Wireless LAN - Intel Atom Z2560 1.60 GHz - NTL58AA001 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",128 : 75,Lithium Polymer ( Li-Polymer ),,Yes,Bluetooth 3.0,Acer,1 MB,,,,7.8 '',,Active Matrix TFT Color LCD,Slate,300 Kilopixel,Yes,,,,,RoHS,Yes,,0.4 '',,,"Acer , Inc",NT.L58AA.001,http : //us.acer.com,,,,Yes,microSD,LPDDR2,,,Yes,1-cell,,Android,Android,No,ICONIA B1-730-127U TabletAC Adapter,,Dual-core ( 2 Core ),Intel,Z2560,1.60 GHz,Atom,ICONIA,B1-730-127U,ICONIA B1-730-127U Tablet,B,Tablet,WSVGA,1024 x 600,7 '',,8 GB,,1 GB,,,Yes,11.29 oz,4.7 '',Yes,IEEE 802.11b/g/n,Wireless LAN : Acer Nplify 802.11b/g/n,,LED,3700 mAh,,No,,,,,,,,,,,,No,,,Broadcom,4330,,,,,,,,,Yes,,,,Accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad T440 20B6005JUS 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Graphite Black - 20B6005JUS - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),23.50 Wh,Yes,Bluetooth 4.0,Lenovo,3 MB,,Graphite Black,,9.2 '',,Active Matrix TFT Color LCD,,,,Intel,HD 4400,Shared,DDR3L SDRAM,RoHS,Yes,Yes,0.8 '',Yes,,Lenovo Group Limited,20B6005JUS,http : //www.lenovo.com/us/en/,8.60 Hour,,2.90 GHz,Yes,Secure Digital ( SD ),DDR3L SDRAM,,Yes,,3-cell,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,,No,ThinkPad T440 20B6005JUS Ultrabook2 x Standard BatteriesAC AdapterWin 8 Pro ( 64-bit ) License Media,Trackpoint,Dual-core ( 2 Core ),Intel,i5-4300U,1.90 GHz,Core i5,ThinkPad,20B6005JUS,ThinkPad T440 20B6005JUS Ultrabook,T440,Ultrabook,HD+,1600 x 900,14 '',,180 GB,Yes,8 GB,2.0,Multi-touch Gesture,No,3.70 lb,13.4 '',Yes,IEEE 802.11a/b/g/n/ac,,,LED,,Gigabit Ethernet,Yes,,,,,,8 GB,Yes,1.0,,64-bit,,,Yes,Yes,Intel,Dual Band Wireless-AC 7260,,,,Yes,5 GT/s,,,,Yes,Yes,DDR3L-1600/PC3-12800,"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-Compliant",,Serial ATA/600,Yes,,Intel,,,,,,,,,,,,,,QM87 Express,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mobile Edge ScanFast Onyx MESFOBP Checkpoint Friendly 16"" Notebook Case - MESFOBP - Laptops & Notebooks - MOBILE EDGE Laptops & Notebooks - TheNerds.net",,,,,,Mobile Edge,,,Black,,6.5 '',,,,,,,,,,,,,16.5 '',,,Mobile Edge,MESFOBP,http : //www.mobileedge.com,,,,,,,,,,,,,,,ScanFast Onyx Checkpoint Friendly BackpackMatching cosmetics/accessory pouch,,,,,,,ScanFast,MESFOBP,ScanFast Onyx Checkpoint Friendly Backpack,Onyx,Carrying Case,,,,,,,,,,,,13 '',,,Superior SafetyCell computer protection compartmentMultiple pockets for organizationSeparate zippered laptop sectionZippered section for files/foldersStrap mounted cell phone pockets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook,Shoulder Strap,Accessory Pocket,2 '',15.50 '',11.20 '',,Nylon,17 '',16 '',Backpack,,,,,Yes,Apple - MacBook Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Toshiba Satellite S55-B5266 15.6"" LED (TruBrite) Notebook - Intel Core i7 i7-4510U 2 GHz - PSPQ6U01500T - Laptops & Notebooks - TOSHIBA Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),,,,Toshiba,4 MB,Wi-Fi Certified,,,,TruBrite,Active Matrix TFT Color LCD,,,,,,,,ENERGY STAR,Yes,,,Yes,,Toshiba,PSPQ6U-01500T,http : //www.toshiba.com,,,3.10 GHz,Yes,Secure Digital ( SD ),DDR3 SDRAM,,,,4-cell,,,,,Satellite S55-B5266 Notebook Lithium Ion Battery AC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,i7-4510U,2 GHz,Core i7,Satellite,S55-B5266,Satellite S55-B5266 Notebook,S55,Notebook,HD,1366 x 768,15.6 '',,,Yes,8 GB,,Multi-touch Gesture,,,,Yes,IEEE 802.11n,,,LED,,Gigabit Ethernet,,,,,,,16 GB,,2.0,,,,,,Yes,,,,,,,5 GT/s,,,,Yes,,DDR3-1600/PC3-12800,Security Lock Slot ( Cable Lock Sold Separately ),,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Dragon Army GS70 Stealth-037 Notebook - Intel Core i7 i7-4700HQ 2.40 GHz - GS70STEALTH037 - Laptops & Notebooks - MSI Laptops & Notebooks - TheNerds.net,,,,,,Dragon Army,,,,,11.3 '',,,,,,NVIDIA,GeForce GTX 860M,,GDDR5 SDRAM,WEEE,Yes,,0.9 '',,,"Micro-Star International Co. , Ltd",GS70 Stealth-037,http : //www.msicomputer.com,,,,,,,,,,,,Windows 8.1,,,GS70 Stealth-037 Notebook Standard Battery AC Adapter,,,Intel,i7-4700HQ,2.40 GHz,Core i7,,GS70 Stealth-037,GS70 Stealth-037 Notebook,,Notebook,,,,,128 GB,,,,,,5.73 lb,16.5 '',,,,,,,,,750 GB,,,,,,,,,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Asus P550CA-XH71 15.6"" Notebook - Intel Core i7 i7-3537U 2 GHz - Black - P550CAXH71 - Laptops & Notebooks - ASUS Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),37 Wh,Yes,Bluetooth 4.0,Asus,4 MB,,Black,,9.9 '',,Active Matrix TFT Color LCD,,,,Intel,HD 4000,Shared,DDR3 SDRAM,RoHS,Yes,Yes,1.3 '',,,ASUS Computer International,P550CA-XH71,http : //usa.asus.com,5 Hour,,,Yes,Secure Digital ( SD ),DDR3 SDRAM,,,,4-cell,1.0,Windows 8 Pro,,DVD-Writer,P550CA-XH71 Notebook Lithium Ion Battery AC Adapter User Manual Warranty Card,,Dual-core ( 2 Core ),Intel,i7-3537U,2 GHz,Core i7,,P550CA-XH71,P550CA-XH71 Notebook,P550CA,Notebook,HD,1366 x 768,15.6 '',,,,8 GB,2.0,,No,5.10 lb,15 '',Yes,IEEE 802.11b/g/n,,,,2600 mAh,Ethernet,,500 GB,,Yes,,,8 GB,Yes,1.0,1.0,64-bit,DVD R/ RW,,Yes,,,,,,,,5 GT/s,,,7200.0,Yes,,DDR3-1600/PC3-12800,,,,No,,Intel,,,,,,,,,,,,,,HM76 Express,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Toshiba Portege R30-A1320 13.3"" LED Notebook - Intel Core i7 i7-4610M 3 GHz - PT341U05U01G - Laptops & Notebooks - TOSHIBA Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),,Yes,,Toshiba,4 MB,Wi-Fi CERTIFIED,,,8.9 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics 4600,Shared,DDR3L SDRAM,RoHS,Yes,,,Yes,,Toshiba,PT341U-05U01G,http : //www.toshiba.com,,,3.70 GHz,Yes,Secure Digital High Capacity ( SDHC ),DDR3L SDRAM,,,,6-cell,,,,DVD-Writer,Portege R30-A1320 Notebook Lithium Ion Battery AC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,i7-4610M,3 GHz,Core i7,Portege,R30-A1320,Portege R30-A1320 Notebook,R30-A,Notebook,HD,1366 x 768,13.3 '',,256 GB,Yes,8 GB,,,,3.37 lb,12.4 '',Yes,,,,LED,,Gigabit Ethernet,,,,,,,,,2.0,,,,,,Yes,,,,,,,5 GT/s,,,,Yes,,,Toshiba EasyGuard Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Visual Land Prestige 10 ME-110-16GB 16 GB Tablet - 10"" - Wireless LAN - ARM Cortex A8 1.20 GHz - Pink - ME11016GBPNK - Laptops & Notebooks - VISUAL LAND Laptops & Notebooks - TheNerds.net",128 : 75,Lithium Ion ( Li-Ion ),,,,Visual Land,,,Pink,Mini USB,6.5 '',,Active Matrix TFT Color LCD,Slate,1.3 Megapixel,Yes,,,,,,,,0.5 '',Yes,Touchscreen Keyboard,"Visual Land , Inc",ME-110-16GB-PNK,http : //www.visual-land.com,8 Hour,,,Yes,microSD High Capacity ( microSDHC ),DDR3 SDRAM,,Yes,Yes,,,Android 4.0 Ice Cream Sandwich,Android,No,,,,ARM,,1.20 GHz,Cortex A8,Prestige 10,ME-110-16GB,Prestige 10 ME-110-16GB Tablet,,Tablet,WSVGA,1024 x 600,10 '',Web BrowserSuper-HD Video PlayerMusic PlayerGetJarE-mailPDF ReaderCalculatorCalendarCameraSWF PlayerFile ManagerSound RecorderAdobe Flash Player 11.1,,Yes,1 GB,2.0,,Yes,1.20 lb,11.1 '',Yes,IEEE 802.11b/g/n,,Yes,,,,,,,Yes,,,,,,2.0,,,,,,,,,Yes,2 Megapixel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"HP 255 G3 15.6"" LED Notebook - AMD E-Series E1-6010 1.35 GHz - Black Licorice - G4V04UTABA - Laptops & Notebooks - HEWLETT-PACKARD Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),41 Wh,Yes,,HP,1 MB,Wi-Fi Certified UL CSA FCC Compliance ICES Australia / NZ A-Tick Compliance CCC Japan VCCI Compliance KC BSMI CE Marking Compliance BNCI or BELUS CIT GOST Saudi ArabianCompliance ( ICCP ) SABS UKRSERTCOMPUTER,Black Licorice,,10.2 '',,Active Matrix TFT Color LCD,,,,AMD,Radeon R2 Graphics,Shared,DDR3L SDRAM,ENERGY STAR,Yes,Yes,1 '',Yes,,Hewlett-Packard,G4V04UT # ABA,http : //www.hp.com,,,,Yes,Secure Digital Extended Capacity ( SDXC ),DDR3L SDRAM,,Yes,,4-cell,1.0,Windows 8.1 ( Multi Language ),,DVD-Writer,255 G3 Notebook PC ( ENERGY STAR ) Lithium Polymer Battery AC Adapter,TouchPad,Dual-core ( 2 Core ),AMD,E1-6010,1.35 GHz,E-Series,,,255 G3 Notebook PC ( ENERGY STAR ),255 G3,Notebook,HD,1366 x 768,15.6 '',Recovery Manager Installer Cyberlink Youcam DE Cyberlink Power DVD McAfee Internet Security 2013 ( 60 days trial ) Getting Started with Windows 8.1,,Yes,4 GB,3.0,Multi-touch Gesture,No,4.83 lb,14.9 '',Yes,IEEE 802.11b/g/n,,,LED,,Fast Ethernet,,500 GB,,Yes,,,8 GB,Yes,1.0,2.0,64-bit,DVD-RAM/ R/ RW,,Yes,Yes,Qualcomm,,,,,,,,Serial ATA/300,5400.0,,,DDR3L-1600/PC3-12800,Security Lock Slot ( lock purchased separately ) HP 3D DriveGuard,,,,,AMD,,,,,,,,,,,,,,,,,,,,,Yes,,China,230 V AC,English ( US ),45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer TravelMate B113-E TMB113-E-10174G32tkk 11.6"" LED Notebook - Intel Celeron 1017U 1.60 GHz - NXV7PAA018 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),,Yes,Bluetooth 4.0 + HS,Acer,2 MB,ACPI 3.0,,,8 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics,Shared,DDR3 SDRAM,ENERGY STAR,Yes,,1.1 '',Yes,,"Acer , Inc",NX.V7PAA.018,http : //us.acer.com,6 Hour,,,Yes,Secure Digital ( SD ),DDR3 SDRAM,,Yes,,6-cell,,,,No,TravelMate TMB113-E-10174G32tkk NotebookLithium Ion BatteryAC Adapter,TouchPad,Dual-core ( 2 Core ),Intel,1017U,1.60 GHz,Celeron,TravelMate,TMB113-E-10174G32tkk,TravelMate TMB113-E-10174G32tkk Notebook,B113-E,Notebook,HD,1366 x 768,11.6 '',,,Yes,4 GB,3.0,Multi-touch Gesture,,3.26 lb,11.2 '',Yes,IEEE 802.11a/b/g/n,Wireless LAN : Acer Nplify 802.11a/b/g/n,Yes,LED,5000 mAh,Gigabit Ethernet,No,320 GB,Yes,Yes,0.82 '',1.08 '',8 GB,Yes,2.0,3.0,,,No,Yes,Yes,Intel,Centrino Advanced-N 6235,,,,,5 GT/s,,Serial ATA,5400.0,No,,,Kensington Lock Slot BIOS Passwords : User Supervisor HDD,,,,,Intel,,,,,,,,,,,,,,HM70 Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"HP EliteBook 820 G1 12.5"" LED Notebook - Intel Core i5 i5-4300U 1.90 GHz - G2S11UPABA - Laptops & Notebooks - HEWLETT-PACKARD Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),,Yes,Bluetooth 4.0,HP,3 MB,UL CSA FCC Compliance ICES Australia /NZ A-Tick Compliance CCC Japan VCCI Compliance KC BSMI CE Marking Compliance CIT GOST Saudi Arabian Compliance ( ICCP ) SABS UKRSERTCOMPUTER ACPI Compliance Wi-Fi Certified,,,8.5 '',,Active Matrix TFT Color LCD,,,,,,,,IT Eco Declaration,Yes,Yes,0.8 '',Yes,,Hewlett-Packard,G2S11UP # ABA,http : //www.hp.com,,,2.90 GHz,Yes,Secure Digital Extended Capacity ( SDXC ),DDR3L SDRAM,,Yes,,3-cell,3.0,Windows 7 Professional,,,EliteBook 820 G1 Notebook Lithium Polymer Battery AC Adapter Power Cord,TouchPad,Dual-core ( 2 Core ),Intel,i5-4300U,1.90 GHz,Core i5,EliteBook,,EliteBook 820 G1 Notebook,820 G1,Notebook,HD,1366 x 768,12.5 '',"BIOS : HP BIOSphere HP Sure Start HP DriveLock | HP Automatic Drive Lock HP BIOS Protection HP SpareKey Update via Network Master Record Security Power On Authentication Pre-Boot Security Secure Erase Hybrid Boot Measured Boot Secure Boot Absolute Persistence Module ( Absolute agent is shipped turned off , and will be activated when customers activate a purchased subscription . ) Communication : HP Connection Manager HP Value Add Software : HP ePrint Driver ( HP Exclusive ) HP Hotkey Support 3rd Party : Adobe Flash Player Bing Search Skype",180 GB,Yes,4 GB,3.0,Multi-touch Gesture,,2.94 lb,12.2 '',Yes,,,,LED,4400 mAh,Gigabit Ethernet,,,,,,,16 GB,Yes,2.0,,32-bit,,,Yes,,,,,,,,5 GT/s,,,,Yes,,DDR3L-1600/PC3-12800,Smart Card Reader HP Device Access Manager with Just in Time Authentication HP Drive Encryption ( FIPS 140-2 certified ) Microsoft Security Essentials HP Trust Circles Standard Central Management of Client Security Credential Manager with DigitalPersona Pro Workgroup Computrace Support TPM Embedded Security Chip 1.2 ( EAL4+ Certified ) HP Client Security : Credential Manager Password Manager,,Serial ATA/600,,,Intel,,,,,,,,,,,,,,,,,Yes,,,,,,,110 V AC,English ( US ),45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad X140e 20BLS00400 11.6"" LED Notebook - AMD A-Series A4-5000 1.50 GHz - 20BLS00400 - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),62.40 Wh,,,Lenovo,2 MB,,,,8.5 '',,Active Matrix TFT Color LCD,,,,AMD,Radeon HD 8330,Shared,DDR3L SDRAM,GREENGUARD,Yes,Yes,1.4 '',Yes,,Lenovo Group Limited,20BLS00400,http : //www.lenovo.com/us/en/,8.50 Hour,,,Yes,Secure Digital High Capacity ( SDHC ),DDR3L SDRAM,,Yes,,6-cell,2.0,Windows 7 Professional,,,ThinkPad X140e ( 20BL-S00400 ) Lithium Ion Battery AC Adapter,Trackpoint,Quad-core ( 4 Core ),AMD,A4-5000,1.50 GHz,A-Series,ThinkPad,20BLS00400,ThinkPad X140e ( 20BL-S00400 ),X140e,Notebook,HD,1366 x 768,11.6 '',,,Yes,4 GB,3.0,Multi-touch Gesture,,3.92 lb,11.6 '',Yes,IEEE 802.11a/b/g/n,,,LED,,Gigabit Ethernet,,500 GB,Yes,Yes,,,8 GB,Yes,2.0,1.0,64-bit,,,Yes,Yes,Intel,,,,,,,,Serial ATA/600,7200.0,,,DDR3L-1600/PC3-12800,Security Keyhole Power-on Password Hard Disk Password Supervisor Password,,,,,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad Edge E440 20C50052US 14"" LED Notebook - Intel Core i3 i3-4000M 2.40 GHz - Matte Black, Silver - 20C50052US - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),48 Wh,Yes,Bluetooth 4.0,Lenovo,3 MB,,Matte Black,,9.4 '',,Active Matrix TFT Color LCD,,,,Intel,HD 4600,Shared,DDR3L SDRAM,RoHS,Yes,Yes,1.2 '',Yes,,Lenovo Group Limited,20C50052US,http : //www.lenovo.com/us/en/,6.30 Hour,,,Yes,Secure Digital ( SD ),DDR3L SDRAM,,Yes,,6-cell,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,,DVD-Writer,ThinkPad Edge E440 20C50052US Notebook Lithium Ion Battery AC Adapter Windows 8 Pro ( 64-bit ) License Media,Trackpoint,Dual-core ( 2 Core ),Intel,i3-4000M,2.40 GHz,Core i3,ThinkPad Edge,20C50052US,ThinkPad Edge E440 20C50052US Notebook,E440,Notebook,HD,1366 x 768,14 '',Adobe Reader ThinkVantage System Update Norton Internet Security ( 30 days of virus definitions ) Microsoft Office Preloaded ( purchase a product key to activate ),,Yes,4 GB,3.0,Multi-touch Gesture,,4.70 lb,13.5 '',Yes,IEEE 802.11b/g/n,,,LED,,Gigabit Ethernet,Yes,500 GB,Yes,Yes,,,16 GB,Yes,2.0,1.0,64-bit,,,Yes,Yes,Intel,Wireless-N 7260,,,,No,5 GT/s,,Serial ATA/300,7200.0,Yes,,DDR3L-1600/PC3-12800,Power-on Password Hard Disk Password Supervisor Password Security Keyhole,,,No,No,Intel,,,,,,,,,,,,,,HM87 Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Lenovo ThinkPad S1 Yoga 20CD00AVUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - Black - 20CD00AVUS - Laptops & Notebooks - LENOVO Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Polymer ( Li-Polymer ),47 Wh,Yes,Bluetooth 4.0,Lenovo,3 MB,,Black,,8.7 '',In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,Convertible,,Yes,Intel,HD 4400,Shared,DDR3L SDRAM,ENERGY STAR,Yes,Yes,0.8 '',Yes,Physical Keyboard,Lenovo Group Limited,20CD00AVUS,http : //www.lenovo.com/us/en/,7 Hour,,2.90 GHz,Yes,Secure Digital Extended Capacity ( SDXC ),DDR3L SDRAM,,Yes,Yes,8-cell,2.0,Windows 8.1 Pro,Windows,No,ThinkPad S1 Yoga 20CD00AVUS Ultrabook/Tablet AC Adapter Stylus,Stylus,Dual-core ( 2 Core ),Intel,i5-4300U,1.90 GHz,Core i5,ThinkPad,20CD00AVUS,ThinkPad S1 Yoga 20CD00AVUS Ultrabook/Tablet,S1 Yoga,Ultrabook/Tablet,Full HD,1920 x 1080,12.5 '',Lenovo Support Lenovo Companion Lenovo Cloud Storage Password Manager ThinkVantage System Update Norton Internet Security ( 30 days of virus definitions ) Microsoft Office Preloaded ( purchase a product key to activate ) Skype,180 GB,Yes,4 GB,2.0,Multi-touch Gesture,Yes,3.59 lb,12.4 '',Yes,IEEE 802.11ac,,,LED,,,No,,,Yes,,,,No,,,64-bit,,,,,Intel,Dual Band Wireless-AC 7260,,,,No,5 GT/s,Fixed Focus,,,Yes,Yes,DDR3L-1600/PC3-12800,"Power-on Password Hard Disk Password Supervisor Password Security Keyhole Trusted Platform Module , TCG 1.2-compliant",Ambient Light Sensor,Serial ATA/600,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,"Acer Aspire V3-111P-C6LC 11.6"" Touchscreen LED Notebook - Intel Celeron N2930 1.83 GHz - NXMP0AA006 - Laptops & Notebooks - ACER Laptops & Notebooks - TheNerds.net",16 : 9,Lithium Ion ( Li-Ion ),,Yes,,Acer,2 MB,,,,8.3 '',,Active Matrix TFT Color LCD,,,,Intel,HD Graphics,Shared,DDR3 SDRAM,,,,0.9 '',Yes,,"Acer , Inc",NX.MP0AA.006,http : //us.acer.com,7 Hour,,,Yes,Secure Digital ( SD ) Card,DDR3L SDRAM,,Yes,Yes,4-cell,1.0,Windows 8.1,,No,Aspire V3-111P-C6LC NotebookLithium Ion BatteryAC Adapter,TouchPad,Quad-core ( 4 Core ),Intel,N2930,1.83 GHz,Celeron,Aspire,V3-111P-C6LC,Aspire V3-111P-C6LC Notebook,V3-111P,Notebook,HD,1366 x 768,11.6 '',,,Yes,4 GB,3.0,Multi-touch Gesture,Yes,3.06 lb,11.5 '',Yes,IEEE 802.11b/g/n,Wireless LAN : Acer Nplify 802.11b/g/n,Yes,LED,3220 mAh,Gigabit Ethernet,No,500 GB,Yes,Yes,0.85 '',0.85 '',8 GB,Yes,,2.0,64-bit,,No,,Yes,Atheros,WB335,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ProScan PLT8802G-8G 8 GB Tablet - 8"" - Wireless LAN - 1 GHz - PLT8802G8G - Laptops & Notebooks - CURTIS Laptops & Notebooks - TheNerds.net",4 : 3,,,,,ProScan,,Google Certified,,Mini USB,,,Active Matrix TFT Color LCD,,300 Kilopixel,Yes,,,,,,,,,,,Curtis International Ltd,PLT8802G-8G,http : //www.curtisint.com,,,,Yes,,DDR3 SDRAM,,,Yes,,,Android 4.2 Jelly Bean,Android,No,8 '' Dual Core Internet Tablet AC Adapter,,Dual-core ( 2 Core ),,,1 GHz,,,PLT8802G-8G,8 '' Dual Core Internet Tablet,,Tablet,SVGA,800 x 600,8 '',,,,512 MB,,,Yes,,,Yes,IEEE 802.11b/g,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accelerometer,,,,,,,,,,,,,,,,,,,,,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
