32bit or 64bit os,3d glasses included,3d ready,<page title>,backlit keyboard,battery cells,battery life hrs,battery life range,battery type,bluetooth version,built in speakers,color,condition,cpu brand,cpu cache mb,cpu core,cpu series,cpu speed,cpu speed range,depth in,display type,energy star compliant,esata port,fingerprint reader,gpu chipset,gpu memory,gpu video type,hard drive capacity,hard drive capacity range,hard drive interface,hard drive speed,hard drive type,hdmi outputs,hdmi ports,headphone jacks number,height in,included software bundles,item weight lbs,laptop type,lifestyle,manufacturer warranty hardware,manufacturer warranty labor,manufacturer warranty software,max resolution format,maximum memory supported,maximum screen resolution,memory range,memory type,mouse type,networking capability,numeric keypad,operating system,operating system version,optical audio port,optical drive type,package contents,pc card type,screen size by diagonal measure,screen size range,ssd boot drive,total firewire ports,total parallel ports,total serial ports,total system memory,total usb 20 ports,total usb 30 ports,touch screen,tv tuner,vga out,webcam included,widi ready intel wireless display,width in,wireless networking,general warranty,aspect ratio,audio channels,battery capacity ma,bluray read speed max,bluray rewrite speed max,bluray write speed max,cd read speed max,cdr write speed max,cdrw rewrite speed max,dvd read speed max,dvd rewrite speed max,dvd write speed max,microphone jacks,multimedia card built in,multimedia card type,power supply capacity in watts,product bundle,security lock slot,memory speed,64bit computing processor chipset,audio features audio video,capacity battery,chipset processor chipset,color miscellaneous,cpu processor chipset,depth dimensions weight,features display,features input,features miscellaneous,features processor chipset,graphics processor audio video,height dimensions weight,included accessories miscellaneous,included service general,input ac adapter,interfaces connections expansion,lcd backlight technology display,main storage storage,max turbo speed processor chipset,mechanical design general,memory card reader connections expansion,number of cores processor chipset,operating system general,output ac adapter,product type general,ram memory,resolution display,run time battery,sound audio video,speed memory,technology memory,touchscreen display,type display,type input,weight dimensions weight,widescreen display,width dimensions weight,wireless communications,camera in megapixels,caching techology storage,codec audio video,color support display,compliant standards audio video,compliant standards miscellaneous,empty slots memory,epeat compliant environmental standards,features modem,form factor memory,front side bus processor chipset,humidity range operating environmental parameters,interface storage,localization miscellaneous,manufacturer selling program miscellaneous,max transfer rate modem,memory allocation technology audio video,microsoft office preloaded software,min operating temperature environmental parameters,network interface communications,platform technology processor chipset,power efficiency processor chipset,protocols specifications modem,slots connections expansion,slots qty memory,sound emission environmental parameters,the worlds best engineering in action,wireless controller communications,optical drive storage,software included software,cool and quiet design,expansion bays connections expansion,image aspect ratio display,installed qty battery,integrated options miscellaneous,max supported qty battery,outstanding battery life,service support details manufacturer warranty,switchable graphics,system type general
32-bit,None,No,"Buy  HP 8440P Elitebook refurbished laptop PC CORE i5-2.4/4/250/DVDRW/14""/W7P - 8440P from MyGofer.com",No,4-cell,2.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Silver/gray,Refurbished,Intel,2MB,Dual-core,Iseries,2.4,2.0 to 3 GHz,1.2,LCD,No,No,No,Intel,up to 64MB Shared Memory,Integrated Graphic,250GB,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Traditional,No,0,1.0,13.2,N/A,5.0,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,4GB,1280 x 800,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.1,11 inches to 14.9 inches,No,None,None,None,4.0,2,0.0,No,No,No,No,No,9.4,802.11G,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  HP HP 8460P refurbished laptop PC I5 2.5/4GB/500GB/DVDRW/14/Webcam/W7P64 - 8460P from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  HP HP 8540P refurbished laptop PC I7 2.67/4GB/320GB/DVDRW/15.6/W7P64 - 8540P from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.67,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,320,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,15.6,15 inches to 15.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  Dell E6410 refurbished laptop PC I5-2.66/4096/320/DVDRW/14""/W7P64 - E6410 from MyGofer.com",No,4-cell,2.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Multi color,Refurbished,Intel,2MB,Dual-core,Iseries,2.66,2.0 to 3 GHz,1.2,LCD,No,No,No,Intel,up to 64MB Shared Memory,Integrated Graphic,320GB,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Traditional,No,None,1.0,13.2,N/A,5.0,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,4GB,1280 x 800,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional,No port,DVD+/-R/RW,"PC , power cord , set up guide",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4.0,2,0.0,No,No,No,No,No,9.4,802.11G,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  Dell E6410 refurbished laptop PC I5-2.4/4096/320/DVDRW/14""/W7P64/Webcam - E6410 from MyGofer.com",No,4-cell,2.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Multi color,Refurbished,Intel,2MB,Dual-core,Iseries,2.4,2.0 to 3 GHz,1.2,LCD,No,No,No,Intel,up to 64MB Shared Memory,Integrated Graphic,320GB,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Traditional,No,None,1.0,13.2,N/A,5.0,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,4GB,1280 x 800,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional,No port,DVD+/-R/RW,"PC , power cord , set up guide",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4.0,2,0.0,No,No,No,Yes,No,9.4,802.11G,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Lenovo Lenovo T420 refurbished laptop PC I5 2.5/4GB/500GB/DVDRW/14/Webcam/W7P64 - T420 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Black,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  Dell Latitude E6400 Core 2 Duo 2.2GHz 2GB RAM 160GB HDD DVD-CDRW WIN7-H - Refurbished ENERGY STAR® - Latitude E6400 from MyGofer.com,Yes,6-cell,5.0,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,2,Dual-core,Core 2 Duo,2200,2.0 to 3 GHz,9.37,LCD,Yes,Yes,No,Intel,Intel,Intel,7500,750GB to 999GB,SATA II ( 3 Gb/s ),7200 rpm,Traditional,No,None,1.0,1.1,None,4.3,PC laptops,"Home & Student , Business",N/A,N/A,N/A,None,8GB,1280 x 800,6.1GB - 8GB,DDR2,Touchpad,802.11b/g/n,No,Windows,Windows 7 Home Premium,Optical,DVD+/-R/RW,Laptop & charger,PCMCIA,14.1,11 inches to 14.9 inches,No,1,None,None,2.0,4,0.0,No,No,Yes,No,No,13.1,"802.11N , 802.11G , 802.11B",90 Days limited parts & labor,16 : 9 ( Widescreen ),2.1,,No Drive,No Drive,No Drive,,,,8X,8X,8X,2.0,No,,255.0,No,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  Dell Latitude Refurbished D630 14.1"" Laptop Intel Core 2 Duo 2.0GHz 2GB Ram 80GB HDD CDRW/DVD Window 7 HP (B Grade: Scratch & Dent) ENERGY STAR® - NBDED63M20MECBG from MyGofer.com",No,6-cell,1.0,0-2.9 Hrs,Lithium polymer,No Bluetooth,Yes,Silver/gray,Refurbished,Intel,2,Dual-core,Core 2 Duo,2000,2.0 to 3 GHz,1.26,LCD,Yes,No,No,Intel,4,Integrated Intel GMA X3100,80,Less than 128GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,No,None,1.0,1.26,"Window 7 Home Premium , Libre Office , AVG , Win Live Essentials , Adobe Reader",5.0,Netbooks,"Home & Student , Business",1 Year Parts and Labor,1 Year,None,720p,4,1280 x 800,2GB or less,DDR2,Touchpad,10/100/1000 Gigabit Ethernet network interface adaptor,No,Windows,Window 7 Home Premium 64 bits,No port,CD-RW/DVD Combo Drive,"Laptop , AC Adaptor , Welcome Letter",PCMCIA,14.1,11 inches to 14.9 inches,No,None,None,1,2.0,4,0.0,No,No,Yes,No,No,13.27,"802.11G , 802.11A",1 Year,,,,No Drive,No Drive,No Drive,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  HP Elitebook 8440P Intel Core i5 2.5GHz 4GB RAM 250GB HDD Windows 7 Home Refurbished ENERGY STAR® - HP from MyGofer.com,No,6-cell,6.0,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),3.0 + HS ( High Speed ),Yes,Silver/gray,Refurbished,Intel,0,Dual-core,Core,2500,2.0 to 3 GHz,9.3,LED-backlit,Yes,Yes,No,Intel,0,Intel,500,250GB to 499GB,SATA II ( 3 Gb/s ),7200 rpm,Standard,No,0,1.0,1.0,N/A,5.0,PC laptops,Business,N/A,N/A,N/A,720p,8GB,1280 x 800,6.1GB - 8GB,DDR3,Touchpad,Wifi,No,Windows,Windows 7 Home Premium,Optical,CD-RW/DVD Combo Drive,"Notebook , Charger , Adapter",PCMCIA,14.1,11 inches to 14.9 inches,No,1,None,None,0.0,3,0.0,No,No,Yes,Yes,No,13.1,802.11G,,,,,,,,8X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  ASUS S300CA-BBI5T01-R i5 4GB 500GB 13.3"" Touch Screen Refurbished - 4ASU49050 from MyGofer.com",No,4-cell,4.0,3hrs - 5.9hrs,Lithium polymer,No Bluetooth,Yes,Black,Refurbished,Intel,3MB,Dual-core,Intel Core i5-3337U processor,1.8,1.4 to 1.9 GHz,19.0,LED-backlit,No,No,No,Intel,DDR3 SDRAM,Intel® UMA,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,unknown,8.35,PC laptops,Home & Student,90 Days,90 Days,90 Days,None,4,1366 x 768,2.1GB - 4GB,DDR3,None,Built-in 10/100/1000 Mbps Fast Ethernet LAN ( RJ-45 connector ),Yes,Windows 8 & RT,Windows 8,No port,None,"•Asus VivoBook 13.3 '' Touch-Screen Laptop •2-cell polymer battery •AC adapter , power cord •Software : Adobe Reader and more",None,13.3,11 inches to 14.9 inches,No,None,None,None,4.0,2,1.0,Yes,No,Yes,Yes,No,12.0,802.11N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  Samsung ATIV Book 9 Plus Notebook with Intel® CoreTM i5-4200U Processor, 4 GB, 128 GB SSD SATA3 Hard Drive and Windows 8.1 - Black - NP940X3G-K06US from MyGofer.com",No,4-cell,7.5,6hrs - 8.9hrs,Lithium-Ion ( LiIon ),Bluetooth 4.0 Smart Ready,Yes,Black,New,Intel,3,Single-core,ntel Core i5-4200U Processor,1.6,1.4 to 1.9 GHz,0.54,LED-backlit,No,No,No,Intel,3,Intel HD Graphics 4400,128,128GB to 249GB,SATA III ( 6 Gb/s ),Variable,Solid State Drive ( SSD ),Yes,1,1.0,0.54,"Media player , Windows 8.1 ( 64-bit )",3.06,PC laptops,"Home & Student , Business",1 year parts and labor,1 year parts and labor,1 year parts and labor,720p,4,3200 x 1600,2.1GB - 4GB,DDR3,Touchpad,Gigabit Wired Ethernet LAN with included dongle,No,Windows,Windows 8.1 ( 64-bit ),MIDI Port,None,Laptop,None,13.3,11 inches to 14.9 inches,Yes,None,None,None,128.0,None,1.0,No,No,Yes,Yes,Yes,8.76,"802.11N , 802.11G , 802.11B , 802.11A",1 year parts and labor,,,7300.0,,,,,,,,,,1.0,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E6420 refurbished laptop PC I5 2.5/4GB/750GB/DVDRW/14/W7P64 - E6420 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  HP 8540P refurbished Laptop Core I7 2.66/4086/250GB/DVDRW/W7P64 - 8540P from MyGofer.com,No,8-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Black,Refurbished,Intel,8MB,Quad-core,Core Iseries,2.66,2.0 to 3 GHz,10.0,LED-backlit,No,No,Yes,Intel,Integrated Graphic,Intel,250GB,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,No,None,1.0,1.5,Operating system,5.0,PC laptops,Business,1 year,1 year,1 year,720p,8GB,1600 X 900,4.1GB - 6GB,DDR3,Touchpad,Integrated Ethernet 10/100,Yes,Windows,Windows 7 Professional,No port,DVD+/-R/RW,"PC , power cord , set up guide",None,15.5,15 inches to 15.9 inches,No,None,None,None,4.0,2,0.0,No,No,Yes,No,No,16.0,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  Dell Latitude Refurbished D630 14.1"" Laptop Intel Core 2 Duo 2.0GHz 2GB Ram 80GB HDD CDRW/DVD Window 7 HP (B Grade: Scratch & Dent) ENERGY STAR® - NBDED63M20MECBG from MyGofer.com",No,6-cell,1.0,0-2.9 Hrs,Lithium polymer,No Bluetooth,Yes,Silver/gray,Refurbished,Intel,2,Dual-core,Core 2 Duo,2000,2.0 to 3 GHz,1.26,LCD,Yes,No,No,Intel,4,Integrated Intel GMA X3100,80,Less than 128GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,No,None,1.0,1.26,"Window 7 Home Premium , Libre Office , AVG , Win Live Essentials , Adobe Reader",5.0,Netbooks,"Home & Student , Business",1 Year Parts and Labor,1 Year,None,720p,4,1280 x 800,2GB or less,DDR2,Touchpad,10/100/1000 Gigabit Ethernet network interface adaptor,No,Windows,Window 7 Home Premium 64 bits,No port,CD-RW/DVD Combo Drive,"Laptop , AC Adaptor , Welcome Letter",PCMCIA,14.1,11 inches to 14.9 inches,No,None,None,1,2.0,4,0.0,No,No,Yes,No,No,13.27,"802.11G , 802.11A",1 Year,,,,No Drive,No Drive,No Drive,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Lenovo Lenovo T420 refurbished laptop PC I5 2.5/4GB/320GB/DVDRW/14/Webcam/W7P64 - T420 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Black,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,320,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  Dell Inspiron 15.6"" Notebook with Quad-Core Processor, 4GB Memory, 500GB 5400 RPM SATA Hard Drive and Windows 8.1 - I35412001BLK from MyGofer.com",Yes,4-cell,6.33,6hrs - 8.9hrs,Lithium-Ion ( LiIon ),Bluetooth 4.0 Smart Ready,Yes,Black,New,AMD,2,Quad-core,AMD A6-6310 Quad-Core APU,1600,900 MHz to 1.3 GHz,10.5,LCD,No,Yes,No,AMD,Shared,Radeon R4 Graphics,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,1.0,"McAfee TPeaks Live Safe , Microsoft Office Trial ( OHT13M )",5.26,PC laptops,Home & Student,1 year parts and labor,1 year parts and labor,1 year parts and labor,720p,8,1366 x 768,6.1GB - 8GB,DDR3,Touchpad,Wireless 802.11BGN Fast Ethernet,No,Windows,Windows 8.1 ( 64Bit ) English,No port,CD-RW/DVD Combo Drive,Laptop,None,15.6,15 inches to 15.9 inches,Yes,None,None,None,8.0,2,1.0,No,No,No,Yes,Yes,15.0,draft-N,1 year parts and labor,,,,,,,,,,,,,1.0,,"SD , SDHC , SDXC",185.0,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Lenovo Lenovo T510 refurbished laptop PC I5 2.4/4GB/750GB/DVDRW/15.6/Webcam/W7P64 - T510 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Black,Refurbished,Intel,4MB,Dual-core,Core I series,2.4,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,15.6,15 inches to 15.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E6520 refurbished laptop PC I5 2.5/4GB/750GB/DVDRW/15.6/W7P64 - E6520 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,15.6,15 inches to 15.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Lenovo Refurbished: IBM Lenovo T410 14.1 Laptop Corei5 2.4 GHz 4GB Ram 320HDD DVDRW Win7Pro ENERGY STAR® - NIT410XM24JIIEH from MyGofer.com,No,6-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Silver/gray,Refurbished,Intel,3,Dual-core,Intel Core i5,2400,2.0 to 3 GHz,9.4,TFT,Yes,Yes,No,Intel,Shared with system memory,Integrated Intel HD Graphics,320,250GB to 499GB,Micro SATA,5400 rpm,Standard,No,None,1.0,1.1,"Libre Office , AVG , Win Live Essentials , Adobe Reader , PDF Creator , VLC",5.0,PC laptops,Home & Student,1 Year Hardware/Parts Depot Warranty,1 Year,None,720p,8,1280 x 800,2.1GB - 4GB,DDR3,Touchpad,802.11N,No,Windows,Window 7 Pro,No port,DVD+/-R/RW,"System , AC Adaptor , Welcome Letter , Warranty Card , System Recovery Instructions",ExpressCard,14.1,11 inches to 14.9 inches,No,1,None,None,4.0,2,0.0,No,No,Yes,No,No,13.2,802.11N,1 Year Parts and Labor Depot Warranty,16 : 9 ( Widescreen ),2.1,60.0,No Drive,No Drive,No Drive,24X,8X,8X,8X,4X,8X,1.0,Yes,"SD , MMC",90.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
