64bit processing,<page title>,aspect ratio,audio line in,audio line out,backlight technology,brand name,cache,certifications standards,chipset manufacturer,chipset model,controller type,direct media interface,display screen technology,display screen type,displayport,ethernet technology,features,form factor,graphics controller manufacturer,graphics controller model,graphics memory accessibility,graphics memory technology,green compliance certificateauthority,green compliant,hdcp supported,hyperthreading,input voltage,keyboard,keyboard localization,limited warranty,manufacturer,manufacturer part number,manufacturer website address,maximum memory,maximum power supply wattage,maximum turbo speed,memory form factor,memory standard,memory technology,network rj45,number of external 525 bays,number of internal 25 bays,number of mini pci express slots,number of msata interfaces,number of mxm slots,number of processors installed,number of processors supported,number of total expansion bays,number of total expansion slots,number of total memory slots,number of usb 30 ports,operating system,operating system architecture,package contents,pointing device type,processor core,processor manufacturer,processor model,processor speed,processor type,product line,product name,product series,product type,raid supported,screen mode,screen resolution,screen size,software included,standard memory,total hard drive capacity,total number of usb ports,touchscreen,width,depth,hard drive interface,hard drive rpm,height,keyboard type,number of m2 interfaces,number of usb 20 ports,vga,vpro technology,weight approximate,wireless lan,wireless lan standard,color,esata,firewireilink,hdmi,hybrid hard drive capacity,hybrid hard drive interface,modem,modem rj11,optical drive type,optical media supported,product model,ssd cache capacity,memory card reader,number of optical drives,bluetooth,bluetooth standard,microphone,webcam,dvi,solid state drive interface,total solid state drive capacity,number of 35 bays,number of pci express x1 slots,number of pci express x16 slots,duallayer media supported,number of pci slots,raid levels,graphics controller interface,graphics memory capacity,compatibility,device supported,print color,flash memory,headphonemicrophone combo port,clock speed,l1 cache,l2 cache,l3 cache,number of monitors supported,overclocking speed,package type,platform supported,process technology,processor socket,processor technology,thermal design power,thermal specification,memory card supported,multitouch screen,connectivity technology,host interface,system requirements,media type,power source,recommended use,operating power consumption,standby power consumption,usb,usb standard,adjustable display angle,brightness,contrast ratio,horizontal viewing angle,maximum resolution,number of screens,panel technology,response time,screen surface,vertical viewing angle
Yes,Lenovo ThinkCentre M73 10B60008US Desktop Computer,,Yes,Yes,,Lenovo,6 MB,,Intel,H81 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,Intel,HD 4600,Shared,DDR3 SDRAM,"GREENGUARD , RoHS",Yes,,,,Yes,,3 Year,Lenovo Group Limited,10B60008US,http : //www.lenovo.com/ca/en,16 GB,240 W,3.60 GHz,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,,,,1.0,1.0,4.0,3.0,2.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,ThinkCentre M73 10B60008US Desktop Computer Keyboard Moluse Floor Stand Windows 8 Pro License Media,Mouse,Quad-core ( 4 Core ),Intel,i5-4570,3.20 GHz,Core i5,ThinkCentre,ThinkCentre M73 10B60008US Desktop Computer,M73,Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Power Manager View Management Utility PC Device Stage Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Evernote Microsoft Office Preloaded ( Purchase Product Key to Activate ) Cyberlink Power2Go Cyberlink PowerProducer Nitro Pro,4 GB,500 GB,6.0,,13.2 '' ( 335.3 mm ),15 '' ( 381 mm ),Serial ATA/600,7200.0,3.9 '' ( 99.1 mm ),,,4.0,Yes,,6.60 kg,No,,Business Black,No,No,,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10B60008US,,No,,No,,,,,,,1.0,2.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP Business Desktop ProDesk 600 G1 Desktop Computer - K1K48UT#ABA,,Yes,Yes,,HP,3 MB,,Intel,Q85 Express,Serial ATA,5 GT/s,,,Yes,Gigabit Ethernet,,Micro Tower,Intel,HD Graphics 4400,Shared,DDR3 SDRAM,,,,Yes,,Yes,,3 Year,Hewlett-Packard,K1K48UT # ABA,http : //www.hp.com/ca,,320 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,2.0,1.0,,,,1.0,1.0,6.0,4.0,4.0,4.0,Windows 7 Professional Upgradable to Windows 8.1 Pro,64-bit,ProDesk 600 G1 Tower PCKeyboardMouse Windows 8.1 Pro Media,Mouse,Dual-core ( 2 Core ),Intel,i3-4160,3.60 GHz,Core i3,Business Desktop,ProDesk 600 G1 Tower PC,ProDesk 600 G1,Desktop Computer,,,,,HP Client SecurityMicrosoft Security Essentials,4 GB,500 GB,10.0,,6.7 '' ( 170.2 mm ),17.4 '' ( 442 mm ),Serial ATA,7200.0,15.7 '' ( 398.8 mm ),Physical Keyboard,,6.0,Yes,No,9.30 kg,,,,,,,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M73 10B00006US Desktop Computer,,Yes,Yes,,Lenovo,3 MB,,Intel,H81 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Mini-tower Mini-tower,Intel,HD 4400,Shared,DDR3 SDRAM,"GREENGUARD , RoHS",Yes Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10B00006US,http : //www.lenovo.com/ca/en,16 GB,280 W,,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,,,,,1.0,1.0,4.0,3.0,2.0,2.0,Windows 7 Professional Upgradable to Windows 8 Pro Genuine Windows 7 Professional,64-bit,ThinkCentre M73 10B00006US Desktop Computer Keyboard Mouse Windows 8 Pro License Media,Mouse,Dual-core ( 2 Core ),Intel Intel,i3-4130 i3-4130,3.40 GHz 3.40 GHz,Core i3 Core i3,ThinkCentre,ThinkCentre M73 10B00006US Desktop Computer,M73,Desktop Computer Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Power Manager View Management Utility PC Device Stage Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Evernote Microsoft Office preloaded ( purchase a product key to activate ) Cyberlink Power2Go Cyberlink PowerProducer Nitro Pro,4 GB 4 GB,500 GB,6.0,,6.3 '' ( 160 mm ),16.6 '' ( 421.6 mm ),Serial ATA/600,7200.0,15.3 '' ( 388.6 mm ),,,4.0,Yes,No,9.40 kg,No,,Business Black Business Black,No,No,,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10B00006US,,No,,No,,,,,,,2.0,2.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP Business Desktop ProDesk 600 G1 Desktop Computer - K1K49UT#ABA,,Yes,Yes,,HP,3 MB,,Intel,Q85 Express,Serial ATA,5 GT/s,,,Yes,Gigabit Ethernet,,Small Form Factor,Intel,HD Graphics 4400,Shared,DDR3 SDRAM,,,,Yes,,Yes,English,3 Year,Hewlett-Packard,K1K49UT # ABA,http : //www.hp.com/ca,32 GB,240 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,,,,1.0,1.0,4.0,4.0,4.0,4.0,Windows 7 Professional Upgradable to Windows 8.1 Pro ( English ),64-bit,ProDesk 600 G1 Small Form Factor PCKeyboardMouse Windows 8.1 Pro Media,Mouse,Dual-core ( 2 Core ),Intel,i3-4160,3.60 GHz,Core i3,Business Desktop,ProDesk 600 G1 Small Form Factor PC,ProDesk 600 G1,Desktop Computer,,,,,HP Client SecurityMicrosoft Security EssentialsHP Wireless Hotspot,4 GB,500 GB,10.0,,13.3 '' ( 337.8 mm ),14.9 '' ( 378.5 mm ),Serial ATA,7200.0,4 '' ( 100.3 mm ),Physical Keyboard,,6.0,Yes,No,7.57 kg,,,,,,,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,,,,,,,,,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP Business Desktop ProDesk 600 G1 Desktop Computer - G5R60UT#ABC,,Yes,Yes,,HP,6 MB,ACPI TAA Compliant,Intel,Q85 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,Intel,HD Graphics 4600,Shared,DDR3 SDRAM,"Eco-label , IT Eco Declaration , RoHS , WEEE , EU WEEE",Yes,Yes,No,"120 V AC , 230 V AC",Yes,French,3 Year,Hewlett-Packard,G5R60UT # ABC,http : //www.hp.com/ca,32 GB,240 W,3.70 GHz,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,,,,1.0,1.0,4.0,4.0,4.0,4.0,Windows 7 Professional & Windows 8.1 Pro ( French ),64-bit,ProDesk 600 G1 Small Form Factor PC Keyboard Mouse,Mouse,Quad-core ( 4 Core ),Intel,i5-4590,3.30 GHz,Core i5,Business Desktop,ProDesk 600 G1 Small Form Factor PC,ProDesk 600 G1,Desktop Computer,,,,,,4 GB,,10.0,,13.3 '' ( 337.8 mm ),14.9 '' ( 378.5 mm ),,,4 '' ( 100.3 mm ),,,6.0,Yes,,7.57 kg,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP Business Desktop ProDesk 600 G1 Desktop Computer - G5R55UT#ABA,,Yes,Yes,,HP,6 MB,ACPI TAA Compliant,Intel,Q85 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Desktop Mini Desktop Mini,Intel Intel,HD Graphics 4600,Shared,DDR3 SDRAM,"Eco-label , IT Eco Declaration , RoHS , WEEE , EU WEEE , EU RoHS , ENERGY STAR",Yes Yes,Yes,No,"120 V AC , 230 V AC",Yes,English ( US ),3 Year,Hewlett-Packard,G5R55UT # ABA,http : //www.hp.com/ca,16 GB,65 W,3 GHz,SoDIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,1.0,,,,1.0,1.0,1.0,,2.0,4.0,Windows 7 Professional ( English ) Windows 7 Professional,64-bit,ProDesk 600 G1 Desktop Mini PC ( ENERGY STAR ) Keyboard Mouse Power Adapter,Mouse,Quad-core ( 4 Core ),Intel Intel,i5-4590T i5-4590T,2 GHz 2 GHz,Core i5 Core i5,Business Desktop,ProDesk 600 G1 Desktop Mini PC ( ENERGY STAR ),ProDesk 600 G1,Desktop Computer Desktop Computer,,,,,"Security : Device Access Manager Drive Encryption File Sanitizer ( Activated via Wizard ) Disk Sanitizer ( external version ) Microsoft Security Essentials HP Client Security MultiMedia : Cyberlink Power DVD , BD Cyberlink Power2Go ( Secure Burn ) HP Value Add : HP ePrint Driver HP PageLift HP Support Assistant HP Recovery Disk Creator 3rd Party : Adobe Flash Player Bing Search for Internet Explorer 10 Box PDF Complete , Corporate Edition Skype",4 GB 4 GB,,6.0,,6.9 '' ( 175.3 mm ),7 '' ( 177.8 mm ),,,1.3 '' ( 33 mm ),,,2.0,Yes,,1.32 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Asus Chromebox M004U Desktop Computer - CHROMEBOX-M004U,,,,,Asus,2 MB,,Intel,,,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Mini PC,Intel,HD Graphics,Shared,DDR3 SDRAM,RoHS,Yes,,No,,,,1 Year,ASUS Computer International,CHROMEBOX-M004U,http : //www.asus.com,4 GB,65 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,,,,1.0,1.0,,,,4.0,Chrome OS,,Chromebox M004U Desktop Computer Power Adapter Warranty Card User Manual VESA Mount Kit Quick Start Guide,,Dual-core ( 2 Core ),Intel,2955U,1.40 GHz,Celeron,Chromebox,Chromebox M004U Desktop Computer,,Desktop Computer,,,,,,2 GB,,4.0,,4.9 '' ( 124 mm ),4.9 '' ( 124 mm ),,,1.7 '' ( 41.9 mm ),,,,,No,598.7 g,Yes,IEEE 802.11a/b/g/n,Dark Mineral Blue,,,Yes,,,,,,,M004U,,,No,Yes,Bluetooth 4.0,,,,M.2,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP EliteDesk 800 G1 Desktop Computer - G5R49UT#ABA,,Yes,Yes,,HP,3 MB,ACPI TAA Compliant,Intel,Q87 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Desktop Mini Desktop Mini,Intel Intel,HD Graphics 4600,Shared,DDR3 SDRAM,"Eco-label , IT Eco Declaration , RoHS , WEEE , EU RoHS , EU WEEE , ENERGY STAR",Yes Yes,Yes,No,"120 V AC , 230 V AC",Yes,,3 Year,Hewlett-Packard,G5R49UT # ABA,http : //www.hp.com/ca,16 GB,65 W,3 GHz,SoDIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,1.0,,,,1.0,1.0,1.0,,2.0,6.0,Windows 7 Professional Upgradable to Windows 8.1 Pro Windows 7 Professional,64-bit,EliteDesk 800 G1 Desktop Mini ( Energy Star ) Keyboard Mouse Power Adapter Windows 7 Pro 64-bit Restore CD Windows 8.1 Pro License Media,Mouse,Quad-core ( 4 Core ),Intel Intel,i5-4590T i5-4590T,2 GHz 2 GHz,Core i5 Core i5,EliteDesk,EliteDesk 800 G1 Desktop Mini ( Energy Star ),800 G1,Desktop Computer Desktop Computer,No,,,,"Security : Device Access Manager Drive Encryption File Sanitizer ( Activated via Wizard ) Disk Sanitizer ( external version ) Secure Erase HP Client Security HP Protect Tools Microsoft Security Essentials MultiMedia : Cyberlink Power DVD , BD Cyberlink Power2Go ( Secure Burn ) HP Value Add : HP ePrint Driver HP PageLift HP Support Assistant HP Recovery Disk Creator 3rd Party : Adobe Flash Player Bing Search for Internet Explorer 10 Box PDF Complete , Corporate Edition Skype",4 GB 4 GB,,6.0,,6.9 '' ( 175.3 mm ),7 '' ( 177.8 mm ),,,1.3 '' ( 33 mm ),,,,Yes,,1.30 kg,Yes,IEEE 802.11a/b/g/n,,,,,500 GB,Serial ATA/600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M83 10AL000CUS Desktop Computer,,Yes,Yes,,Lenovo,6 MB,,Intel,Q85 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Mini-tower Mini-tower,Intel,HD 4600,Shared,DDR3 SDRAM,"EPEAT Gold , ULE Gold , GREENGUARD , RoHS",Yes Yes,,,,Yes,,3 Year,Lenovo Group Limited,10AL000CUS,http : //www.lenovo.com/ca/en,32 GB,280 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,2.0,,,,,1.0,1.0,5.0,3.0,4.0,4.0,Windows 7 Professional Upgradable to Windows 8 Pro Genuine Windows 7 Professional,64-bit,ThinkCentre M83 ( 10AL-000CUS ) Keyboard Mouse Windows 8 Professional License Media,Mouse,Quad-core ( 4 Core ),Intel Intel,i5-4670 i5-4670,3.40 GHz 3.40 GHz,Core i5 Core i5,ThinkCentre,ThinkCentre M83 ( 10AL-000CUS ),M83,Desktop Computer Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office preloaded ; purchase a product key to activate Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Intel Small Business Advantage Nitro Pro,8 GB 8 GB,1 TB,10.0,,6.9 '' ( 175 mm ),17.4 '' ( 442.2 mm ),Serial ATA/600,7200.0,16.3 '' ( 414.5 mm ),,,6.0,Yes,,11.20 kg,No,,Business Black Business Black,No,No,,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10AL000CUS,,No,,No,,,,,,,3.0,1.0,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M73 10B60009US Desktop Computer,,Yes,Yes,,Lenovo,3 MB,,Intel,H81 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,Intel,HD 4400,Shared,DDR3 SDRAM,"GREENGUARD , RoHS",Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10B60009US,http : //www.lenovo.com/ca/en,16 GB,240 W,,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,,,,1.0,1.0,4.0,3.0,2.0,2.0,Windows 7 Professional,64-bit,ThinkCentre M73 10B60009US Desktop Computer Keyboard Moluse Floor Stand Windows 8 Pro License Media,Mouse,Dual-core ( 2 Core ),Intel,i3-4130,3.40 GHz,Core i3,ThinkCentre,ThinkCentre M73 10B60009US Desktop Computer,M73,Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Power Manager View Management Utility PC Device Stage Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Evernote Microsoft Office Preloaded ( Purchase Product Key to Activate ) Cyberlink Power2Go Cyberlink PowerProducer Nitro Pro,4 GB,500 GB,,,13.2 '' ( 335.3 mm ),15 '' ( 381 mm ),Serial ATA/600,7200.0,3.9 '' ( 99.1 mm ),,,4.0,Yes,No,6.60 kg,No,,Business Black,No,No,,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10B60009US,,No,,No,,,,,,,1.0,2.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lenovo ThinkCentre M78 10BU0001US Desktop Computer,,Yes,Yes,,Lenovo,1 MB,,AMD,A75,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,AMD,Radeon HD 7540D,Shared,DDR3 SDRAM,RoHS,Yes,,,,Yes,,3 Year,Lenovo Group Limited,10BU0001US,http : //www.lenovo.com/ca/en,32 GB,240 W,3.80 GHz,DIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,,,,,1.0,1.0,3.0,4.0,4.0,4.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,ThinkCentre M78 10BU0001US Desktop Computer Keyboard Mouse Floor Stand Windows 8 Pro License Media,Mouse,Dual-core ( 2 Core ),AMD,A6-5400B,3.60 GHz,A-Series,ThinkCentre,ThinkCentre M78 10BU0001US Desktop Computer,M78,Desktop Computer,Yes,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Power Manager View Management Utility PC Device Stage Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Evernote Microsoft Office preloaded ; purchase a product key to activate Cyberlink Power2Go Cyberlink PowerProducer Nitro Pro,4 GB,500 GB,10.0,,13.3 '' ( 337.8 mm ),15 '' ( 381 mm ),Serial ATA/600,7200.0,3.9 '' ( 99.1 mm ),,,6.0,Yes,,7.50 kg,No,,Business Black,No,No,,,,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10BU0001US,,No,,,,,,,,,2.0,1.0,1.0,Yes,2.0,"0 , 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M93z 10AF000WUS All-in-One Computer,16 : 9,Yes,Yes,LED,Lenovo,8 MB,TUV Green Mark,Intel,Q87 Express,Serial ATA/600,5 GT/s,,Active Matrix TFT Color LCD,Yes,Gigabit Ethernet,"Tool-less Back Cover , Security Slot",Desktop Desktop,Intel,HD 4600,Shared,DDR3 SDRAM,"ENERGY STAR 5.2 , ULE Gold , EPEAT Gold , TCO Certified Edge , EuP , GREENGUARD , RoHS",Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10AF000WUS,http : //www.lenovo.com/ca/en,16 GB,150 W,3.90 GHz,SoDIMM,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,,,1.0,1.0,,1.0,1.0,,1.0,2.0,6.0,Windows 7 Professional Upgradable to Windows 8 Pro Windows 7 Professional,64-bit,ThinkCenter M93z 10AF000WUS All-in-One Computer Monitor Stand Keyboard Mouse Windows 8 Pro License Media,Mouse,Quad-core ( 4 Core ),Intel,i7-4770S i7-4770S,3.10 GHz 3.10 GHz,Core i7 Core i7,ThinkCentre,ThinkCenter M93z 10AF000WUS All-in-One Computer,M93z,All-in-One Computer All-in-One Computer,,Full HD,1920 x 1080 1920 x 1080,23 '' 23 '',ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility ThinkVantage Device Experience ThinkVantage AutoLock Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office preloaded ; purchase a product key to activate Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Lenovo Solutions for Small Business Nitro Pro,8 GB 8 GB,,6.0,No,22.4 '' ( 569 mm ),9.7 '' ( 246.4 mm ),,,17.4 '' ( 442 mm ),,,,Yes,Yes,11.57 kg,Yes,IEEE 802.11b/g/n,Business Black Business Black,,,,,,,,DVD-Writer,DVDÂ±R/Â±RW,10AF000WUS,,No,,Yes,Bluetooth 4.0,Yes,Yes,,Serial ATA/600,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M83 10AM000CUS Desktop Computer,,Yes,Yes,,Lenovo,3 MB,,Intel,Q85 Express,Serial ATA/600,5 GT/s,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,Intel,HD 4400,Shared,DDR3 SDRAM,"EPEAT Gold , ULE Gold , GREENGUARD , RoHS",Yes,,Yes,,Yes,,3 Year,Lenovo Group Limited,10AM000CUS,http : //www.lenovo.com/ca/en,32 GB,240 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,,,,1.0,1.0,4.0,3.0,4.0,4.0,Windows 7 Professional Upgradable to Windows 8 Pro,64-bit,ThinkCentre M83 10AM000CUS Desktop Computer Keyboard Mouse Windows 8 Pro License Media Floor Stand,Mouse,Dual-core ( 2 Core ),Intel,i3-4130,3.40 GHz,Core i3,ThinkCentre,ThinkCentre M83 10AM000CUS Desktop Computer,M83,Desktop Computer,,,,,ThinkVantage Product Recovery ThinkVantage System Update ThinkVantage Communication Utility Desktop Power Manager View Management Utility Lenovo Cloud Storage by SugarSync Lenovo Solution Center Lenovo Message Center Plus Norton Internet Security ( 30 days of virus definitions ) Adobe Reader Skype Microsoft Office preloaded ; purchase a product key to activate Cyberlink PowerDVD Cyberlink Power2Go Cyberlink PowerProducer Evernote Intel AppUp Intel Small Business Advantage Nitro Pro,4 GB,,8.0,,13.3 '' ( 338.1 mm ),14.8 '' ( 374.9 mm ),,,4 '' ( 102.1 mm ),,,4.0,Yes,No,7.80 kg,No,,Business Black,No,No,,500 GB,Serial ATA/600,No,No,DVD-Writer,DVD-RAM/Â±R/Â±RW,10AM000CUS,8 GB,No,,No,,,,,,,2.0,1.0,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Lenovo ThinkCentre M93p 10A90014US Desktop Computer,,Yes,Yes,,Lenovo,8 MB,,Intel,Q87 Express,Serial ATA/600,,,,Yes,Gigabit Ethernet,Security Slot,Small Form Factor,NVIDIA,Geforce GT 620,,,"ENERGY STAR 5.2 , ULE Gold , GREENGUARD , RoHS",Yes,,Yes,,Yes,,,Lenovo Group Limited,10A90014US,http : //www.lenovo.com/ca/en,32 GB,240 W,,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,,,,,1.0,1.0,4.0,4.0,4.0,6.0,Windows 7 Professional,64-bit,ThinkCentre M93p 10A90014US Desktop Computer Keyboard Mouse,Mouse,Quad-core ( 4 Core ),Intel,i7-4770,3.40 GHz,Core i7,ThinkCentre,ThinkCentre M93p ( 10A9-0014US ),M93p,Desktop Computer,Yes,,,,,8 GB,1 TB,8.0,,13.3 '' ( 338.1 mm ),14.8 '' ( 374.9 mm ),Serial ATA/600,7200.0,4 '' ( 102.1 mm ),,,2.0,Yes,,7.80 kg,,,Business Black,No,,,,,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,10A90014US,,,,,,,,,,,2.0,1.0,2.0,Yes,1.0,"0 , 1",PCI Express x16,Up to 1 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,HP EliteOne 800 G1 All-in-One Computer - K1K41UT#ABA,16 : 9,Yes,Yes,,HP,8 MB,,Intel,Q87 Express,Serial ATA,5 GT/s,In-plane Switching ( IPS ) Technology,Active Matrix TFT Color LCD,Yes,Gigabit Ethernet,,Desktop,Intel,HD Graphics 4600,Shared,DDR3 SDRAM,ENERGY STAR,Yes,,Yes,,Yes,,3 Year,Hewlett-Packard,K1K41UT # ABA,http : //www.hp.com/ca,16 GB,200 W,4 GHz,,DDR3-1600/PC3-12800,DDR3 SDRAM,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,Windows 7 Professional Upgradable to Windows 8.1 Pro,64-bit,EliteOne 800 G1 All-in-One PC ( ENERGY STAR ) KeyboardMouse Windows 8.1 Pro Media,Mouse,Quad-core ( 4 Core ),Intel,i7-4790S,3.20 GHz,Core i7,EliteOne,EliteOne 800 G1 All-in-One PC ( ENERGY STAR ),800 G1,All-in-One Computer,,Full HD,1920 x 1080,23 '',,8 GB,,6.0,,22 '' ( 558.8 mm ),15.3 '' ( 388.6 mm ),,,2 '' ( 50.3 mm ),Physical Keyboard,,,,,8.75 kg,,,,,,,1 TB,Serial ATA,,,DVD-Writer,DVD-RAM/Â±R/Â±RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acer Ceiling Mount for Projector - EZ.PCM03.007,,,,,Acer,,,,,,,,,,,,,,,,,,,,,,,,1 Year,"Acer , Inc",EZ.PCM03.007,http : //www.acer.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Mount Kit,,Ceiling Mount,,,,,,,,,,,,,,,,,,,,2.99 kg,,,,,,,,,,,,,EZ.PCM03.007,,,,,,,,,,,,,,,,,,,Acer Projectors : PD525PD116P,Projector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
