<page title>,category,manufacturer,options,product
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A80023US 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 128 GB SSD - Intel HD Graphics 4400 - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth (20A80023US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A80023US 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 128 GB SSD - Intel HD Graphics 4400 - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad Helix 37013NU Ultrabook/Tablet - 11.6"" - Intel - Core i5 i5-3427U 1.8GHz - 4 GB RAM - 256 GB SSD - Genuine Windows 8 Pro 64-bit - Convertible - 1920 x 1080 Multi-touch Screen Display (37013NU)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad Helix 37013NU Ultrabook/Tablet - 11.6 '' - Intel - Core i5 i5-3427U 1.8GHz - 4 GB RAM - 256 GB SSD - Genuine Windows 8 Pro 64-bit - Convertible - 1920 x 1080 Multi-touch Screen Display
"Miniprice.ca - Lenovo ThinkPad X240 20AM001AUS 12.5"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 128 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro (20AM001AUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM001AUS 12.5 '' Touchscreen LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 128 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro
"Miniprice.ca - Lenovo ThinkPad T540p 20BF002DUS 15.6"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetoo (20BF002DUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BF002DUS 15.6 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetoo
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20C00044US Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Windows 8 Pro 64-bit - Conv (20C00044US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20C00044US Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Windows 8 Pro 64-bit - Conv
"Miniprice.ca - Lenovo ThinkPad T540p 20BF0016US 15.6"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 180 GB SSD - DVD-Writer - Windows 8 Pro 64-bit - 1920 x 1080 Display - Bluetooth (20BF0016US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BF0016US 15.6 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 180 GB SSD - DVD-Writer - Windows 8 Pro 64-bit - 1920 x 1080 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad L540 20AU0038US 15.6"" LED Notebook - Intel Core i5 i5-4330M 2.80 GHz - 8 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetoo (20AU0038US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L540 20AU0038US 15.6 '' LED Notebook - Intel Core i5 i5-4330M 2.80 GHz - 8 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetoo
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A8001JUS 14"" LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8.1 64-bit - 1600 x 900 Display - Bluetooth (20A8001JUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A8001JUS 14 '' LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8.1 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X240 20AM001MUS 12.5"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - 136 (20AM001MUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM001MUS 12.5 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - 136
"Miniprice.ca - Lenovo ThinkPad X240 20AM001PUS 12.5"" LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AM001PUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM001PUS 12.5 '' LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad W540 20BH001EUS 15.6"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 128 GB SSD - DVD-Writer - NVIDIA, Intel Quadro K1100M, HD Graphics 4600 - Windows 8 Pro 64-bit - 1926 (20BH001EUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad W540 20BH001EUS 15.6 '' LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 128 GB SSD - DVD-Writer - NVIDIA , Intel Quadro K1100M , HD Graphics 4600 - Windows 8 Pro 64-bit - 1926"
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20CD002JUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4500U 1.80 GHz - Black - 8 GB RAM - 256 GB SSD - Windows 8.1 Pro 64 (20CD002JUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20CD002JUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4500U 1.80 GHz - Black - 8 GB RAM - 256 GB SSD - Windows 8.1 Pro 64
"Miniprice.ca - Acer Aspire S7-392-54218G25tws 13.3"" Touchscreen LED Ultrabook - Intel Core i5 i5-4210U 1.70 GHz - 8 GB RAM - 256 GB SSD - Intel - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth (NX.MBKAA.032)",Computer - Laptop computers - Ultrabooks,Acer,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Acer Aspire S7-392-54218G25tws 13.3 '' Touchscreen LED Ultrabook - Intel Core i5 i5-4210U 1.70 GHz - 8 GB RAM - 256 GB SSD - Intel - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth
"Miniprice.ca - Ordinateur portable/Notebook Lenovo ThinkPad 42824EU - 15,6"" LED - Intel Core i7 i7-2630QM 2 GHz - 1920 x 1080 Full HD Affichage - 8 Go RAM - 1 To HDD - NVIDIA Quadro 2000M, Intel GMA HD 3000 Carte gr (42824EU)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable/Notebook Lenovo ThinkPad 42824EU - 15,6 '' LED - Intel Core i7 i7-2630QM 2 GHz - 1920 x 1080 Full HD Affichage - 8 Go RAM - 1 To HDD - NVIDIA Quadro 2000M , Intel GMA HD 3000 Carte gr"
"Miniprice.ca - Lenovo ThinkPad X240 20AM001RUS 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AM001RUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM001RUS 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X240 20AM001SUS 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AM001SUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM001SUS 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad L440 20AT0029US 14"" LED Notebook - Intel Core i7 i7-4702MQ 2.20 GHz - 4 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetoot (20AT0029US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AT0029US 14 '' LED Notebook - Intel Core i7 i7-4702MQ 2.20 GHz - 4 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetoot
"Miniprice.ca - Lenovo ThinkPad T440s 20AR0014US 14"" Touchscreen LED Ultrabook - Intel - Core i5 i5-4300U 1.9GHz - Graphite Black - 4 GB RAM - 500 GB HDD - 16 GB SSD - Intel HD 4400 Graphics - Windows 8 Pro 64-bit (20AR0014US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440s 20AR0014US 14 '' Touchscreen LED Ultrabook - Intel - Core i5 i5-4300U 1.9GHz - Graphite Black - 4 GB RAM - 500 GB HDD - 16 GB SSD - Intel HD 4400 Graphics - Windows 8 Pro 64-bit
"Miniprice.ca - Ordinateur portable Lenovo ThinkPad 32491FU - 12,1"" LED - Core i5 i5-480M 2,66 GHz - Noir 1280 x 800 WXGA Affichage - 2Go RAM - 160Go HDD - Intel Graphics Media Accelerator HD - Webcam - Windows 7 Pro (32491FU)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable Lenovo ThinkPad 32491FU - 12,1 '' LED - Core i5 i5-480M 2,66 GHz - Noir 1280 x 800 WXGA Affichage - 2Go RAM - 160Go HDD - Intel Graphics Media Accelerator HD - Webcam - Windows 7 Pro"
"Miniprice.ca - Lenovo ThinkPad 20A8002JUS 14"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit (20A8002JUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20A8002JUS 14 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit
"Miniprice.ca - Lenovo ThinkPad T540p 20BF0030US 15.6"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto (20BF0030US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BF0030US 15.6 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 x 1080 Display - Blueto
"Miniprice.ca - Lenovo ThinkPad X240 20AM0051US 12.5"" LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AM0051US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM0051US 12.5 '' LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20C0004PUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Windows 8 Pro 64-bit - Conv (20C0004PUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20C0004PUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Windows 8 Pro 64-bit - Conv
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A8002TUS 14"" LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 2560 x 1440 Display - Bluetooth (20A8002TUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A8002TUS 14 '' LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 2560 x 1440 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20C0004LUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Windows 8 Pro 64-bit - Conv (20C0004LUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20C0004LUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Windows 8 Pro 64-bit - Conv
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A80030US 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 8 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 2560 x 1440 Display - Bluetooth (20A80030US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A80030US 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 8 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 2560 x 1440 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad W540 20BH001CUS 15.6"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA, Intel Quadro K1100M, HD Graphics 4600 - Windows 8 Pro 64-bit - 1926 (20BH001CUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad W540 20BH001CUS 15.6 '' LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA , Intel Quadro K1100M , HD Graphics 4600 - Windows 8 Pro 64-bit - 1926"
"Miniprice.ca - Lenovo ThinkPad T440 20B6007BUS 14"" Touchscreen LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetoot (20B6007BUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440 20B6007BUS 14 '' Touchscreen LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetoot
"Miniprice.ca - Lenovo ThinkPad Twist S230u334779U Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Intel Core i3 i3-2375M 1.50 GHz - Black - 2 GB RAM - 320 GB HDD - 16 GB SSD - Windows 8 Pro 64-bit (334779U)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad Twist S230u334779U Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Intel Core i3 i3-2375M 1.50 GHz - Black - 2 GB RAM - 320 GB HDD - 16 GB SSD - Windows 8 Pro 64-bit
"Miniprice.ca - Lenovo ThinkPad X201 3249C3F 12.1"" LED Notebook - Core i5 i5-520M 2.4GHz - Black 1280 x 800 WXGA Display - 2 GB RAM - 320 GB HDD - Intel Graphics Media Accelerator HD - Webcam - Finger Print Reader (3249C3F)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X201 3249C3F 12.1 '' LED Notebook - Core i5 i5-520M 2.4GHz - Black 1280 x 800 WXGA Display - 2 GB RAM - 320 GB HDD - Intel Graphics Media Accelerator HD - Webcam - Finger Print Reader
"Miniprice.ca - Lenovo ThinkPad L440 20AS002SUS 14"" LED Notebook - Intel Core i7 i7-4702MQ 2.20 GHz - 8 GB RAM - 1 TB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth (20AS002SUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AS002SUS 14 '' LED Notebook - Intel Core i7 i7-4702MQ 2.20 GHz - 8 GB RAM - 1 TB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad T440 20B70062US 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - Bluetooth (20B70062US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440 20B70062US 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - Bluetooth
"Miniprice.ca - Lenovo ThinkPad T530 2392ASF 15.6"" LED Notebook - Intel - Core i7 i7-3520M 2.9GHz - Black 4 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA NVS 5400M, Intel HD 4000 Graphics - Genuine Windows 7 Professional (2392ASF)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad T530 2392ASF 15.6 '' LED Notebook - Intel - Core i7 i7-3520M 2.9GHz - Black 4 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA NVS 5400M , Intel HD 4000 Graphics - Genuine Windows 7 Professional"
"Miniprice.ca - Lenovo ThinkPad L440 20AS0032US 14"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - 8 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth (20AS0032US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AS0032US 14 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - 8 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad T540p 20BF001HUS 15.6"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 128 GB SSD - DVD-Writer - NVIDIA, Intel GeForce GT 730M, HD 4600 - Windows 8 Pro 64-bit - 192 (20BF001HUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad T540p 20BF001HUS 15.6 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 128 GB SSD - DVD-Writer - NVIDIA , Intel GeForce GT 730M , HD 4600 - Windows 8 Pro 64-bit - 192"
"Miniprice.ca - Lenovo ThinkPad T440s 20AQ0071US 14"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 8 Pro 6 (20AQ0071US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440s 20AQ0071US 14 '' Touchscreen LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 8 Pro 6
"Miniprice.ca - Lenovo ThinkPad T430u 62732SF 14"" LED Ultrabook - Intel - Core i5 i5-3427U 1.8GHz - Black 1366 x 768 HD Display - 4 GB RAM - 128 GB SSD - Intel HD 4000 Graphics Card - Bluetooth - Webcam - Finger Prin (62732SF)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T430u 62732SF 14 '' LED Ultrabook - Intel - Core i5 i5-3427U 1.8GHz - Black 1366 x 768 HD Display - 4 GB RAM - 128 GB SSD - Intel HD 4000 Graphics Card - Bluetooth - Webcam - Finger Prin
"Miniprice.ca - Lenovo ThinkPad T440p 20AW0008US 14"" LED (In-plane Switching (IPS) Technology) Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 (20AW0008US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440p 20AW0008US 14 '' LED ( In-plane Switching ( IPS ) Technology ) Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4600 - Windows 8 Pro 64-bit - 1920
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A8001QUS 14"" LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth (20A8001QUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A8001QUS 14 '' LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X230 34355AF Tablet PC - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i5 i5-3320M 2.60 GHz - Black - 4 GB RAM - 180 GB SSD - Windows 7 Professional 64-bit (34355AF-DDO)",Computer - Laptop computers - Tablet PC,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X230 34355AF Tablet PC - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i5 i5-3320M 2.60 GHz - Black - 4 GB RAM - 180 GB SSD - Windows 7 Professional 64-bit
"Miniprice.ca - Lenovo ThinkPad 20A8004EUS 14"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 240 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit (20A8004EUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20A8004EUS 14 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 240 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A80049US 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 8 GB RAM - 240 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 2560 x 1440 Display - Bluetooth (20A80049US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A80049US 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 8 GB RAM - 240 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 2560 x 1440 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad L440 20AS002TUS 14"" LED Notebook - Intel Core i7 i7-4702MQ 2.20 GHz - 8 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetoot (20AS002TUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AS002TUS 14 '' LED Notebook - Intel Core i7 i7-4702MQ 2.20 GHz - 8 GB RAM - 256 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetoot
