<page title>,aspect ratio,audio,backlight,brightness,click image to enlarge,colours,contrast ratio,displayports,dvid ports,dynamic contrast ratio,ean,gross weight,hdmi ports,headphone jacks,height adjustment,horizontal viewing angle,input connector,input power source,keywords,line in jacks,manufacturer,model number,normal power consumption,package contents,package height,package length,package type,package width,pivot,pixel pitch,product code,product group,product height,product height without stand,product length,product length without stand,product name,product width,product width without stand,recommend resolution,response time,royal mail compliance,screen size,screen type,speakers,special features,standby power consumption,swivel lr,tilt angle,unit colour front,unit colour rear,unit colour stand,usb 20 downstream ports,usb 20 upstream ports,usb 30 downstream ports,usb 30 upstream ports,vertical viewing angle,vga ports,wall mount,warranty direct with manufacturer,web address,compliance,max resolution,net weight,screen features,upc,horizontal frequency range,vertical frequency range,view angle,energy star,viewable display area,unit colour,web camera,product weight,product weight without stand,audio outputs,operation environment,displayports out
"AOC e2470Swda 23.6"" Widescreen LED Black Multimedia Monitor (1920 x 1080/5ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£98.48
Â£118.18 inc VAT
236 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"20, 000, 000:1",4038986143820.0,5.05Kg,,1.0,,170Â°,,Power Lead,"Monitors, 23.6"", LED, LCD, 16:9, 5ms, Tilt, Speaker, Eco, Kensington, VESA",1.0,AOC,E2470SWDA,,"Monitor, UK Power lead, VGA lead, DVI-D lead, Audio lead, Support Disk",12.5cm,61.5cm,Retail,43.5cm,,0.276mm,NEX-109438,Monitors,,,,,"AOC e2470Swda 23.6"" Widescreen LED Black Multimedia Monitor (1920 x 1080/5ms/VGA/DVI-D)",,,1920 x 1080,5ms,Not Compliant,"23.6""",LCD,Integrated,"Audio out, Eco Mode, e-Saver, Headphone out, i-Menu, screen+, Kensington Security Lock",,,-5Â°/15Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EPEAT Gold, EuP, FCC, GOST, ISO 9241-307, NRTL, RoHS, TÃV-GS",1920 x 1080,,,,30kHz - 80kHz,55Hz - 75Hz,,6.0,531.4mm x 298.9mm,,,,,1.0,,
"BENQ GL2450HM 24"" Wide LED Glossy Black Multimedia Monitor (1920x1080/5ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 2W,LED,250 cd/mÂ²,"Â£113.29
Â£135.95 inc VAT
0 Available
Due: 3/11/00",16.7 Million,1000:1,,1.0,"12, 000, 000:1",4718755031823.0,6.4Kg,1.0,,,170Â°,,Power Lead,"Monitors, LCD, LED, LED Backlight, 24"", 5ms, Senseye, Tilt, Wall, VESA, VESA Wall Mounting, Wall Mount, Widescreen",,BENQ,GL2450HM,42W,"Monitor, VGA Lead, Audio Lead, UK Power Lead",13cm,65cm,Retail,42cm,,0.276mm,NEX-106772,Monitors,436.49mm,,179.12mm,,"BENQ GL2450HM 24"" Wide LED Glossy Black Multimedia Monitor (1920x1080/5ms/VGA/DVI-D/HDMI)",579.39mm,,1920 x 1080,5ms,Not Compliant,"24""",LCD,Integrated,"LED Technology, Senseye Human Vision Technology (plus Senseye 3), HDCP Support, AMA, OSD Language 17 languages, Windows 7 compatible, K locker",0.3W,,-5Â°/15Â°,Glossy Black,Black,Glossy Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,1920 x 1080,4.1Kg,,,30KHz - 83KHz,50Hz - 76Hz,,,531.36mm x 298.89mm,,,,,,,
"ASUS VW199TL 19"" Widescreen LCD Black Multimedia Monitor (1440 x 900/5ms/VGA/DVI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,CCFL,250 cd/mÂ²,"Â£100.54
Â£120.64 inc VAT
0 Available
Due: 16/10/14",16.7 Million,1000:1,,1.0,"50, 000, 000:1",4716659228257.0,6.4Kg,,,100mm,170Â°,,Power Lead,"Monitors, LCD, 19"", 16:9, 5ms, VESA, VESA Wall Mounting, Wide Screen, Widescreen",1.0,ASUS,VW199TL,30W,"Monitor, 1 x DVI cable, 1 x VGA cable, UK Power cord, Support Disk, Quick Start Guide",20.5cm,59.5cm,Retail,37cm,Yes,0.283mm,NEX-107110,Monitors,364mm,295.70mm,213.92mm,64.6mm,"ASUS VW199TL 19"" Widescreen LCD Black Multimedia Monitor (1440 x 900/5ms/VGA/DVI)",444mm,444mm,1440 x 900,5ms,Not Compliant,"19""",LCD,Integrated,"Ergonomic design for personal visual comfort, Splendid Video Intelligence Technology",0.3W,-45Â°/45Â°,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"TCO5.0, UL/cUL, CB, CE, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, EK, J-MOSS, PSE, ISO13406-2, RoHS, Windows 7 WHQL",1440 x 900,5.1Kg,,886227228256.0,30KHz - 82KHz,56Hz - 76Hz,,,,,,,,,,
"ASUS VX279Q 27"" Widescreen AH-IPS Black Multimedia Monitor (1920x1080/5ms/VGA/DVI-D/HDMI/MHL) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1.5W,LED,250 cd/mÂ²,"Â£208.73
Â£250.47 inc VAT
30 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,,"80, 000, 000:1",4716659447436.0,7.00Kg,1.0,1.0,,178Â°,,Power Adapter,"Monitor, 27, 16:9, AH-IPS, IPS, LED, Full HD, 1080P, 5ms, Speakers, HDMI, MHL, Kensington lock, Frameless, Ultra-slim, Ergonomic",1.0,ASUS,VX279Q,29.1W,"Monitor, UK Power lead, Power Adapter, VGA lead, Audio cable, Quick start guide",11.9cm,68cm,Retail,55cm,,0.311mm,NEX-110758,Monitors,441.3mm,,210.1mm,,"ASUS VX279Q 27"" Widescreen AH-IPS Black Multimedia Monitor (1920x1080/5ms/VGA/DVI-D/HDMI/MHL)",622.6mm,,1920 x 1080,5ms (GTG),Not Compliant,"27""",AH-IPS,Integrated,"Full HD AH-IPS LED display, 178Â° wide-view angle, Frameless design for edge-to-edge brilliance, Featuring DisplayPort, D-Sub, and HDMI/MHL ports for multi device connections, Ultra-slim, ergonomic design with sturdy sundial-inspired stand",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,178Â°,1.0,,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, CEL level 1, C-Tick, CU, ErP, FCC, RoHS, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",1920 x 1080,4.60Kg,"MHL, Full HD",886227447435.0,30KHz - 80KHz,56Hz - 76Hz,,6.0,,,,,,,,
"ASUS VW22AT 22"" LCD Black Multimedia Monitor (1680x1050/5ms/VGA/DVI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,CCFL,250 cd/mÂ²,"Â£113.64
Â£136.37 inc VAT
6 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"50, 000, 000:1",4716659092056.0,6.0Kg,,,,170Â°,,Power Lead,"Monitors, LCD, 22"", 5ms, Speakers, VESA, VESA Wall Mounting, Widescreen",1.0,ASUS,VW22AT,33W,"Monitor, DVI cable, VGA cable, Audio cable, UK Power cord, Quick start guide",14.5cm,58.5cm,Retail,45.5cm,,0.282mm,NEX-107108,Monitors,405mm,340mm,210mm,57.6mm,"ASUS VW22AT 22"" LCD Black Multimedia Monitor (1680x1050/5ms/VGA/DVI)",513mm,513mm,1680 x 1050,5ms,Not Compliant,"22""",LCD,Integrated,"QuickFit Virtual Scale, Advanced Video Technologies for Exceptional Visuals, Splendid Video Intelligence Technology",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"TCO5.2, TUV-GS, TUV-Ergo, UL/cUL, CB, CE, ErP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, J-MOSS, RoHS, WEEE, Windows 7 WHQL",1680 x 1050,3.9Kg,Full HD,886227092055.0,31KHz - 83KHz,56Hz - 76Hz,,5.0,,,,,,,,
"ASUS VE198S 19"" Widescreen LED Black Multimedia Monitor (1440x900/5ms/VGA) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:10,2 x 1W,LED,250 cd/mÂ²,"Â£81.38
Â£97.66 inc VAT
5 Available
Available for next day delivery if ordered before 5pm",16.7 Million,,,,"10, 000, 000:1",4719543373330.0,4.5Kg,,,,170Â°,,Power Lead,"Monitors, LCD, LED, LED Backlight, 19"", 10.000.000:1, 5ms, Energy Star, Speakers, Tilt, VESA, VESA Wall Mounting, Widescreen",1.0,ASUS,VE198S,25W,"Monitor, VGA cable, Audio cable, Power cord, Quick start guide",13.5cm,49.5cm,Retail,43cm,,0.2835mm,NEX-107104,Monitors,442mm,,182mm,,"ASUS VE198S 19"" Widescreen LED Black Multimedia Monitor (1440x900/5ms/VGA)",495mm,,1440 x 900,5ms,Not Compliant,"19""",LCD,Integrated,"True-to-life Pictures Powered by LED, Excellent Visual Performance, Splendid Video Intelligence Technology",1W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"UL/cUL, CB, CE, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, RoHS, WHQL",1440 x 900,3.2Kg,,610839373338.0,30KHz - 80KHz,55Hz - 75Hz,,5.0,,,,,,,,
"ASUS VE247T 23.6"" Widescreen LCD Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",,2 x 1W,LED,300 cd/mÂ²,"Â£122.12
Â£146.55 inc VAT
5 Available
Available for next day delivery if ordered before 5pm",16.7 Million,,,1.0,"10, 000, 000:1",4719543331583.0,7.1Kg,,,,170Â°,,Power Lead,"Monitors, LED, LCD, LED Backlight, 23.6"", 2ms, Speakers, VESA, Wall Mount, Widescreen",1.0,ASUS,VE247T,35W,"Monitor, UK Power Lead, Euro Power Lead, DVI Lead, VGA Lead, Audio Lead, Quick start guide",16cm,63cm,Retail,48cm,,0.272mm,NEX-106198,Monitors,409.7mm,,201mm,,"ASUS VE247T 23.6"" Widescreen LCD Black Multimedia Monitor (1920x1080/2ms/VGA/DVI-D)",569.4mm,,,2ms (GTG),Not Compliant,"23.6""",LCD,Integrated,"True-to-life Pictures Powered by LED, Splendid Video Intelligence Technology, Stylish and User-friendly Design for Modern Sophistication, Aspect Control function",1W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"CEL, UL/cUL, CB, CE, EuP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, J-MOSS, RoHS, WEEE, Windows Vista and Windows 7 WHQL",1920 x 1080,4.4Kg,,610839331581.0,30KHz - 83KHz,55Hz - 76Hz,,5.0,,,,,,,,
"BENQ XL2430T 24"" Wide TN LED Black/Red Monitor (1920x1080/1ms/VGA/DVI/2xHDMI/DP/USB) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,350 cd/mÂ²,"Â£307.02
Â£368.42 inc VAT
3 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,1.0,"12, 000, 000:1",4718755053047.0,9.60Kg,2.0,1.0,140mm,170Â°,,Power Lead,"Monitor, TN, LED, 24"", 16:9, 1920x1080, 1ms, Dual-Link, HDMI, DisplayPort, Headphone, USB 3.0, Swivel, Tilt, Pivot, High Adjustment, K Locker, VESA",,BENQ,XL2430T,50W,"Monitor, DVI lead, USB 3.0 lead",22.5cm,63cm,Retail,47.2cm,90Â°,0.276mm,NEX-110853,Monitors,520mm,335mm,199mm,61mm,"BENQ XL2430T 24"" Wide TN LED Black/Red Monitor (1920x1080/1ms/VGA/DVI/2xHDMI/DP/USB)",568mm,568mm,1920 x 1080,1ms (GTG),Not Compliant,"24""",TN,,"Motion Blur Reduction for Extra Clarity Throughout the Game, Fast 1ms GTG Response Time, Gaming Refresh rate Optimization Management up to 144Hz, Adjustment Scale Design for Effortless Set-up Every Time, Black eQualizer Dynamic with Automatic Brightness",0.5W,-45Â°/45Â°,-5Â°/20Â°,Black,Black,Black and Red,1.0,,2.0,1.0,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,1920 x 1080,7.00Kg,,,,,,6.0,,,,,,,,
"ASUS VS247H-P 23.6"" Wide LED Black Monitor (1920x1200/2ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,300 cd/mÂ²,"Â£133.73
Â£160.47 inc VAT
2 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"50, 000, 000:1",4716659370420.0,6.8Kg,1.0,,,170Â°,,Power Lead,"Monitors, 23.6"", 16:9, 1920x1080, 2ms, HDMI, Full HD, LED, Widescreen",,ASUS,VS247H-P,33W,"Monitor, DVI cable, VGA cable, UK Power cord, Quick start guide",13cm,61cm,Retail,47cm,,0.272mm,NEX-108173,Monitors,410.6mm,,200mm,,"ASUS VS247H-P 23.6"" Wide LED Black Monitor (1920x1200/2ms/VGA/DVI-D/HDMI)",561.8mm,,1920 x 1080,2ms (GTG),Not Compliant,"23.6""",LCD,,"Superior image quality meets classic elegant design, Full HD with HDMI, Versatile viewing positions with Smart View Technology, Aspect Control function, Splendid Video Intelligence Technology",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,,3 Years On Site,www.asus.com,"EPEAT Gold Certified, UL/cUL, CB, CE, ErP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, EK, J-MOSS, RoHS, WEEE, Windows Vista and Windows 7 WHQL",1920 x 1080,4.40Kg,Full HD,886227370429.0,30kHz - 80kHz,50Hz - 75Hz,,5.0,,,,,,,,
"AOC i2769Vm 27"" Widescreen LED IPS Black Multimedia Monitor (1920x1080/5ms/VGA/2 x HDMI/DP) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£180.94
Â£217.12 inc VAT
23 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,,"50, 000, 000:1",4038986183819.0,7.25Kg,2.0,,,178Â°,,Power Lead,"Monitors, IPS, LED, 27"", 16:9, 1920 x 1080, HDMI, DCR, Eco, Headphone, Kensington, MHL, VESA",,AOC,I2769VM,35W,"Monitor, UK Power lead, VGA Lead, HDMI Lead, Audio Lead, Support Disk",15.9cm,71cm,Retail,53.8cm,,0.311mm,NEX-108885,Monitors,449mm,,130mm,,"AOC i2769Vm 27"" Widescreen LED IPS Black Multimedia Monitor (1920x1080/5ms/VGA/2 x HDMI/DP)",622mm,,1920 x 1080,5ms (GTG),Not Compliant,"27""",IPS,Integrated,"-5/15 Tilt, Audio out, DCR, Display Port Input, Eco Mode, e-Saver, Headphone out, i-Menu, Kensington Security Lock, MHL, screen+, VESA 75mm",0.5W,,-5Â°/15Â°,Silver,Black,Silver and Black,,,,,178Â°,1.0,VESA 75mm x 75mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EuP, FCC, GOST, ISO 9241-307, NRTL, RoHS, TCO 5.0, TÃV-Bauart",1920 x 1080,4.99Kg,"MHL, Full HD",,30KHz - 83kHz,50Hz - 75Hz,,6,597.89mm x 336.31mm,,,,,,,
"ASUS PA248QJ 24.1"" Widescreen IPS LED Black Monitor (1920x1200/6ms/VGA/DVI-D/DP/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:10,,LED,300 cd/mÂ²,"Â£350.82
Â£420.98 inc VAT
5 Available
Available for next day delivery if ordered before 5pm",16.7 Million,,1.0,1.0,"80, 000, 000:1",4716659221487.0,9.9Kg,1.0,1.0,100mm,178Â°,,Power Lead,"Monitors, IPS, LED, LED Backlight, 24.1"", 16:10, 6ms, HDMI, Height adjustment, USB, Tilt, VESA Wall Mounting, VESA, A+ IPS",,ASUS,PA248QJ,45W,"Monitor, DVI cable, VGA cable, UK Power cord, DisplayPort cable, USB 3.0 cable, Quick start guide, Support Disk, Colour pre-calibration report, Spyder4 EXPRESS calibrator kit, Monitor hood",29.5cm,68cm,Retail,43cm,90Â°,0.270mm,NEX-106983,Monitors,416.3mm,362.8mm,235mm,62mm,"ASUS PA248QJ 24.1"" Widescreen IPS LED Black Monitor (1920x1200/6ms/VGA/DVI-D/DP/HDMI)",557.2mm,557.2mm,1920 x 1200,6ms (GTG),Not Compliant,"24.1""",IPS,,"Professional-grade colour fidelity with pre-calibrated, True, precise colors on a 100% sRGB, 16:10 aspect ratio, 1920 x 1200 optimal A+ IPS panel, The worlds first monitor with four USB 3.0 ports",1W,+60/-60,-5Â°/20Â°,Black,Black,Black,,,4.0,1.0,178Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"TCO 5.2, UL/cUL, CB, CE, ErP, FCC, CCC, TUV-GS, TUV-ERGO, ISO9241-307, BSMI, Gost-R, C-Tick, VCCI, PSB, NOM, J-MOSS, RoHS, Windows 7 WHQL, Mac Compliance",1920 x 1200,6.4Kg,,886227221486.0,30kHz - 83kHz,50Hz - 76Hz,,5.0,,,,,,,,
"AOC g2460Pqu 24"" Widescreen LED Black Multimedia Monitor (1920x1080/1ms/VGA/DVI/HDMI/DP/USB) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,350 cd/mÂ²,"Â£191.35
Â£229.62 inc VAT
37 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,1.0,"20, 000, 000:1",4038986142212.0,8.36Kg,1.0,,130mm,170Â°,,Power Lead,"Monitors, LED, LED Backlight, 24"", 16:9, 1ms, Height Adjustable, USB, VESA, VESA Wall Mounting, Widescreen",,AOC,G2460PQU,45W,"Monitor, UK Power lead, VGA lead, DVI-D lead, Audio lead, USB lead, Support Disk",18cm,68.5cm,Retail,41.5cm,,0.276mm,NEX-107877,Monitors,393.6cm,,244.58mm,,"AOC g2460Pqu 24"" Widescreen LED Black Multimedia Monitor (1920x1080/1ms/VGA/DVI/HDMI/DP/USB)",565.4cm,,1920 x 1080,1ms (GTG),Not Compliant,"24""",LCD,Integrated,"Eco Mode, e-Saver, Headphone out, i-Menu, Kensington Security Lock, screen+, 1920x1080 @ 144Hz",0.5W,,-5Â°/15Â°,Black,Black,Black,4.0,1.0,,,160Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, cTUVus, EPEAT Gold, EuP, FCC, GOST, ISO 9241-307, RoHS, TCO 5.0, TÃV-Bauart, TÃV-GS",1920 x 1080,6.29Kg,,,30KHz - 160KHz,50Hz - 146Hz,,5.0,,,,,,,,
"BENQ GL2450H 24"" Wide LED Glossy Black Monitor (1920x1080/5ms/VGA/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£107.23
Â£128.68 inc VAT
178 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,,"12, 000, 000:1",4718755052125.0,6.4Kg,1.0,,,170Â°,,Power Lead,"Monitors, LCD, LED, LED Backlight, 24"", 5ms, Senseye, Tilt, Wall, VESA, VESA Wall Mounting, Wall Mount, Widescreen",,BENQ,GL2450H,42W,"Monitor, VGA Lead, UK Power Lead",13cm,65cm,Retail,42cm,,0.276mm,NEX-109913,Monitors,436.49mm,,179.12mm,,"BENQ GL2450H 24"" Wide LED Glossy Black Monitor (1920x1080/5ms/VGA/HDMI)",579.39mm,,1920 x 1080,5ms,Not Compliant,"24""",TN,,"LED Technology, Senseye Human Vision Technology (plus Senseye 3), HDCP Support, AMA, OSD Language 17 languages, Windows 7 compatible, K locker",0.3W,,-5Â°/15Â°,Glossy Black,Black,Glossy Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,1920 x 1080,4.1Kg,,,30KHz - 83KHz,50Hz - 76Hz,,,531.36mm x 298.89mm,,,,,,,
"BENQ BL902TM 19"" LED Black Multimedia Monitor (1280x1024/5ms/VGA/DVI-D/Headphone Jack) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",,2 x 1W,,250 cd/mÂ²,,,"1000:1, 12000000:1 (dynamic)",,,,,7.6Kg,,,,,"1 x DVI-D, 1 x VGA, 1 x Headphone Jack, 1 x Line in",Power Lead,,,BENQ,BL902TM,,"Quick Start Guide, Users Manual CD, VGA Lead, DVI-D Lead, Power Lead",,,Retail,,,,NEX-103527,Monitors,432.35mm,,222.6mm,,"BENQ BL902TM 19"" LED Black Multimedia Monitor (1280x1024/5ms/VGA/DVI-D/Headphone Jack)",419.2mm,,,5ms,,"19""",LCD (LED Backlight),,"Anti-Glare Display, Ultra-Flexible Height Adjustment System (HAS), Around-the-Clock Smart Reminder, Energy Efficient and Money Saving, Ultra-High Dynamic Contrast Ratio, Superior Response Time",,-45Â°/45Â°,-5Â°/20Â°,,,,,,,,,,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,1280 x 1024,5.1Kg,,,,,"Horizontal: 170Â°, Vertical: 160Â°",,,"Front: Black, Rear: Black, Stand: Black",,,,,,
"AOC i2360Sh 23"" Widescreen IPS LED Black Multimedia Monitor (1920x1080/6ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£133.57
Â£160.29 inc VAT
12 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"20, 000, 000:1",4038986144124.0,5.15Kg,1.0,1.0,,178Â°,,Power Lead,"Monitors, IPS, LED, 23"", 16:9, 6ms, HDMI, Audio out, Eco, e-Saver, i-Menu, Headphone, Kensington, screen+, Speakers",,AOC,I2360SH,22W,"Monitor, UK Power lead, VGA lead, DVI lead, Audio lead, Support Disk",12cm,60cm,Retail,45cm,,0.265mm,NEX-109387,Monitors,394.7mm,,209.4mm,,"AOC i2360Sh 23"" Widescreen IPS LED Black Multimedia Monitor (1920x1080/6ms/VGA/DVI-D/HDMI)",548.5mm,,1920 x 1080,6ms (GTG),Not Compliant,"23""",IPS,Integrated,"Audio out, Eco Mode, e-Saver, i-Menu, Headphone out, Kensington Security Lock, screen+",0.5W,,-5Â°/23Â°,Black,Black,Black,,,,,178Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EPEAT Gold, EuP, GOST, ISO 9241-307, RoHS, TCO 6.0, TÃV-GS",1920 x 1080,3.6Kg,,,30kHz - 83kHz,50Hz - 76Hz,,6.0,509.76mm x 286.74mm,,,,,,,
"BENQ GL2250HM 21.5"" Wide LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,LED,250 cd/mÂ²,"Â£89.04
Â£106.85 inc VAT
1332 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"12, 000, 000:1",4718755031793.0,5.40Kg,1.0,,,170Â°,,Power Lead,"Monitors, TN, LCD, LED, 21.5"", 16:9, 1920x1080, 2ms, HDMI, Senseye 3, Kensington Lock, Speaker, VESA, HDCP, AMA",,BENQ,GL2250HM,30W,"Monitor, Manual, UK Power lead",12.2cm,58.3cm,Retail,39.7cm,,0.248mm,NEX-109964,Monitors,399.9mm,319.79mm,173.9mm,60.5mm,"BENQ GL2250HM 21.5"" Wide LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI/HDMI)",524.69mm,524.69mm,1920 x 1080,2ms (GTG),Not Compliant,"21.5""",TN,Integrated,"12, 000, 000:1 contrast ratio, Audiovisual Enjoyment with Speakers, HDMI Multimedia Interface, Superior Response Time, Senseye Human Vision Technology",0.3W,,-5Â°/15Â°,Glossy Black,Black,Glossy Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,,3.80Kg,,,,,,5.0,,,,,,,,
"AOC e970Swn 18.5"" Widescreen LED Black Monitor (1366x768/5ms/VGA) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,200 cd/mÂ²,"Â£57.78
Â£69.34 inc VAT
1267 Available
Available for next day delivery if ordered before 5pm",16.7 Million,700:1,,,"20, 000, 000:1",4038986193788.0,2.80Kg,,,,90Â°,,Power Lead,"Monitors, LCD, LED, 18.5"", 16:9, 1366x768, Kensington, VESA",,AOC,E970SWN,15W,"Monitor, UK Power Lead, VGA Lead",11cm,49.5cm,Retail,35cm,,0.300mm,NEX-108764,Monitors,271.6cm,,47.7cm,,"AOC e970Swn 18.5"" Widescreen LED Black Monitor (1366x768/5ms/VGA)",437.4cm,,1366 x 768,5ms,Not Compliant,"18.5""",LCD,,"Eco Mode, e-Saver, i-Menu, screen+, Kensington Security Lock, VESA 100mm",0.5W,,-3Â°/10Â°,Black,Black,Black,,,,,65Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EPEAT Gold, EuP, ISO 9241-307, FCC, GOST, NRTL, RoHS, TÃV-GS",1366 x 768,2.15Kg,,,30KHz - 60KHz,50Hz - 76Hz,,6.0,410mm x 230mm,,,2.15Kg,,,,
"ASUS VS229NA 21.5"" Widescreen VA LED Black Monitor (1920x1080/5ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£95.42
Â£114.51 inc VAT
9 Available
Available for next day delivery if ordered before 5pm",16.7 Million,3000:1,,1.0,"80, 000, 000:1",4716659814887.0,4.70Kg,,,,178Â°,,Power Lead,"Monitor, LCD, LED, 21.5, 16:9, 5ms, Splendid, Kensington, Full HD, FHD",,ASUS,VS229NA,30W,"Monitor, DVI lead, VGA lead, UK Power lead, Quick start guide",13cm,56.6cm,Retail,44.3cm,,0.248mm,NEX-110954,Monitors,387.22mm,315.18mm,200.63mm,48.4mm,"ASUS VS229NA 21.5"" Widescreen VA LED Black Monitor (1920x1080/5ms/VGA/DVI-D)",514.1mm,514.1mm,1920 x 1080,5ms (GTG),Not Compliant,"21.5""",VA,,"Stylish and User-friendly Design for Modern Sophistication, Splendid Video Intelligence Technology, Aspect Control function, 178Â°Ultra Wide Viewing Angle",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,178Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"EAC logo, BSMI, CB, CCC, CE, CEL level 1, C-Tick, ErP, FCC, J-MOSS, PSB, RoHS, TCO6.0, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",1920 x 1080,3.00Kg,Full HD,886227814886.0,30KHz - 83KHz,50Hz - 75Hz,,6.0,,,,,,,,
