author_1,author_2,author_3,author_4,title,venue,year
avi silberschatz,stan zdonik,,,database systemsbreaking out of the box,acm sigmod record,1997.0
nenad a jukic,susan v vrbsky,,,asserting beliefs in mls relational models,acm sigmod record,1997.0
jason mchugh,serge abiteboul,roy goldman,dallas quass,lore a database management system for semistructured data,acm sigmod record,1997.0
krithi ramamritham,nandit soparkar,,,report on dart 96 databases active and realtime concepts meet practice,acm sigmod record,1997.0
arnon rosenthal,,,,where will object technology drive data administration,acm sigmod record,1998.0
philip a bernstein,,,,repositories and object oriented databases,acm sigmod record,1998.0
jiawei han,,,,towards online analytical mining in large databases,acm sigmod record,1998.0
franz baader,manfred a jeusfeld,werner nutt,,intelligent access to heterogeneous information sources report on the 4th workshop on knowledge representation meets databases,acm sigmod record,1997.0
vassilis j tsotras,christian s jensen,richard thomas snodgrass,,an extensible notation for spatiotemporal index queries,acm sigmod record,1998.0
chialin chang,anurag acharya,alan sussman,joel saltz,t2 a customizable parallel database for multidimensional data,acm sigmod record,1998.0
pinar koksal,sena nural arpinar,asuman dogac,,workflow history management,acm sigmod record,1998.0
frank manola,,,,towards a richer web object model,acm sigmod record,1998.0
nick roussopoulos,,,,materialized views and data warehouses,acm sigmod record,1998.0
bradley f burton,victor w marek,,,applications of java programming language to database management,acm sigmod record,1998.0
stella gatziu,arne koschel,g252nter von b252ltzingsloewen,hans fritschi,unbundling active functionality,acm sigmod record,1998.0
chan man kuok,ada fu,man hon wong,,mining fuzzy association rules in databases,acm sigmod record,1998.0
peter dadam,wolfgang klas,,,the database and information system research group at the university of ulm,acm sigmod record,1997.0
akmal b chaudhri,,,,workshop report on experiences using object data management in the realworld,acm sigmod record,1998.0
ron musick,chris miller,,,report on the second ieee metadata conference metadata 97,acm sigmod record,1998.0
praveen seshadri,,,,predator a resource for database research,acm sigmod record,1998.0
sophie cluet,claude delobel,j233r466me sim233on,katarzyna smaga,your mediators need data conversion,international conference on management of data,1998.0
k v ravi kanth,divyakant agrawal,ambuj singh,,dimensionality reduction for similarity searching in dynamic databases,international conference on management of data,1998.0
thomas seidl,hanspeter kriegel,,,optimal multistep knearest neighbor search,international conference on management of data,1998.0
stefan berchtold,christian b246hm,hanspeter kriegal,,the pyramidtechnique towards breaking the curse of dimensionality,international conference on management of data,1998.0
tolga urhan,michael j franklin,laurent amsaleg,,costbased query scrambling for initial delays,international conference on management of data,1998.0
bj246rn t j243nsson,michael j franklin,divesh srivastava,,interaction of query evaluation and buffer management for information retrieval,international conference on management of data,1998.0
navin kabra,david j dewitt,,,efficient midquery reoptimization of suboptimal query execution plans,international conference on management of data,1998.0
rakesh agrawal,johannes gehrke,dimitrios gunopulos,prabhakar raghavan,automatic subspace clustering of high dimensional data for data mining applications,international conference on management of data,1998.0
roberto j bayardo,jr,,,efficiently mining long patterns from databases,international conference on management of data,1998.0
sudipto guha,rajeev rastogi,kyuseok shim,,cure an efficient clustering algorithm for large databases,international conference on management of data,1998.0
mitch cherniack,stan zdonik,,,changing the rules transformations for rulebased optimizers,international conference on management of data,1998.0
leonidas fegaras,,,,query unnesting in objectoriented databases,international conference on management of data,1998.0
jun rao,kenneth a ross,,,reusing invariants a new strategy for correlated queries,international conference on management of data,1998.0
takahiko shintani,masaru kitsuregawa,,,parallel mining algorithms for generalized association rules with classification hierarchy,international conference on management of data,1998.0
raymond t ng,laks v s lakshmanan,jiawei han,alex pang,exploratory mining and pruning optimizations of constrained associations rules,international conference on management of data,1998.0
dick tsur,jeffrey d ullman,serge abiteboul,chris clifton,query flocks a generalization of associationrule mining,international conference on management of data,1998.0
cheeyong chan,yannis e ioannidis,,,bitmap index design and evaluation,international conference on management of data,1998.0
surajit chaudhuri,vivek narasayya,,,autoadmin whatif index analysis utility,international conference on management of data,1998.0
phillip b gibbons,yossi matias,,,new samplingbased summary statistics for improving approximate query answers,international conference on management of data,1998.0
sunita sarawagi,shiby thomas,rakesh agrawal,,integrating association rule mining with relational database systems alternatives and implications,international conference on management of data,1998.0
soumen chakrabarti,byron dom,piotr indyk,,enhanced hypertext categorization using hyperlinks,international conference on management of data,1998.0
subbu n subramanian,shivakumar venkataraman,,,costbased optimization of decision support queries using transientviews,international conference on management of data,1998.0
brad adelberg,,,,nodosea tool for semiautomatically extracting structured and semistructured data from text documents,international conference on management of data,1998.0
svetlozar nestorov,serge abiteboul,rajeev motwani,,extracting schema from semistructured data,international conference on management of data,1998.0
prasad m deshpande,karthikeyan ramasamy,amit shukla,jeffrey f naughton,caching multidimensional queries using chunks,international conference on management of data,1998.0
yihong zhao,prasad m deshpande,jeffrey f naughton,amit shukla,simultaneous optimization and evaluation of multiple dimensional queries,international conference on management of data,1998.0
g237sli r hjaltason,hanan samet,,,incremental distance join algorithms for spatial databases,international conference on management of data,1998.0
yannis kotidis,nick roussopoulos,,,an alternative storage organization for rolap aggregate views based on cubetrees,international conference on management of data,1998.0
st233phane grumbach,philippe rigaux,luc segoufin,,the dedale system for complex spatial queries,international conference on management of data,1998.0
apostolos n papadopoulos,yannis manolopoulos,,,similarity query processing using disk arrays,international conference on management of data,1998.0
re233e j miller,,,,using schematically heterogeneous structures,international conference on management of data,1998.0
william w cohen,,,,integration of heterogeneous databases without common domains using queries based on textual similarity,international conference on management of data,1998.0
timothy griffin,richard hull,,,a framework for implementing hypothetical queries,international conference on management of data,1997.0
michael j carey,donald kossmann,,,on saying enough already in sql,international conference on management of data,1997.0
sergey brin,rajeev motwani,jeffrey d ullman,shalom tsur,dynamic itemset counting and implication rules for market basket data,international conference on management of data,1997.0
andrea c arpacidusseau,remzi h arpacidusseau,david e culler,joseph m hellerstein,highperformance sorting on networks of workstations,international conference on management of data,1997.0
euihong han,george karypis,vipin kumar,,scalable parallel data mining for association rules,international conference on management of data,1997.0
sergey brin,rajeev motwani,craig silverstein,,beyond market baskets generalizing association rules to correlations,international conference on management of data,1997.0
m livny,r ramakrishnan,k beyer,g chen,devise integrated querying and visual exploration of large datasets,international conference on management of data,1997.0
flip korn,h v jagadish,christos faloutsos,,efficiently supporting ad hoc queries in large datasets of time sequences,international conference on management of data,1997.0
michael j carey,david j dewitt,jeffrey f naughton,mohammad asgarian,the bucky objectrelational benchmark,international conference on management of data,1997.0
joachen doppelhammer,thomas h246ppler,alfons kemper,donald kossmann,database performance in the real world tpcd and sap r3,international conference on management of data,1997.0
yihong zhao,prasad m deshpande,jeffrey f naughton,,an arraybased algorithm for simultaneous multidimensional aggregates,international conference on management of data,1997.0
brad adelberg,hector garciamolina,jennifer widom,,the strip rule system for efficiently maintaining derived data,international conference on management of data,1997.0
swarup acharya,michael franklin,stanley zdonik,,balancing push and pull for data broadcast,international conference on management of data,1997.0
joseph m hellerstein,peter j haas,helen j wang,,online aggregation,international conference on management of data,1997.0
luis gravano,chenchuan k chang,h233ctor garc237amolina,andreas paepcke,starts stanford proposal for internet metasearching,international conference on management of data,1997.0
r j bayardo,jr,w bohrer,r brice,infosleuth agentbased semantic integration of information in open and dynamic environments,international conference on management of data,1997.0
latha s colby,akira kawaguchi,daniel f lieuwen,inderpal singh mumick,supporting multiple view maintenance policies,international conference on management of data,1997.0
d agrawal,a el abbadi,a singh,t yurek,efficient view maintenance at data warehouses,international conference on management of data,1997.0
fran231ois llirbat,fran231oise fabret,eric simon,,eliminating costly redundant computations from sql trigger executions,international conference on management of data,1997.0
iakovos motakis,carlo zaniolo,,,temporal aggregation in active database rules,international conference on management of data,1997.0
r j miller,y yang,,,association rules over interval data,international conference on management of data,1997.0
binto george,jayant haritsa,,,secure transaction processing in firm realtime database systems,international conference on management of data,1997.0
sushil jajodia,pierangela samarati,v s subrahmanian,eliza bertino,a unified framework for enforcing multiple access control policies,international conference on management of data,1997.0
ramesh gupta,jayant haritsa,krithi ramamritham,,revisiting commit processing in distributed database systems,international conference on management of data,1997.0
umesh maheshwari,barbara liskov,,,partitioned garbage collection of a large object store,international conference on management of data,1997.0
nick koudas,kenneth c sevcik,,,size separation spatial join,international conference on management of data,1997.0
jignesh patel,jiebing yu,navin kabra,kristin tufte,building a scaleable geospatial dbms technolog implementatio and evaluation,international conference on management of data,1997.0
michael gebhardt,matthias jarke,stephan jacobs,,a toolkit for negotiation support interfaces to multidimensional data,international conference on management of data,1997.0
tolga bozkaya,meral ozsoyoglu,,,distancebased indexing for highdimensional metric spaces,international conference on management of data,1997.0
norio katayama,shinichi satoh,,,the srtree an index structure for highdimensional nearest neighbor queries,international conference on management of data,1997.0
narayanan shivakumar,h233ctor garc237amolina,,,waveindices indexing evolving databases,international conference on management of data,1997.0
dallan quass,jennifer widom,,,online warehouse view maintenance,international conference on management of data,1997.0
joachim hammer,h233ctor garc237amolina,svetlozar nestorov,ramana yerneni,templatebased wrappers in the tsimmis system,international conference on management of data,1997.0
paolo atzeni,riccardo torlone,,,mdm a multipledata model tool for the management of heterogeneous database schemes,international conference on management of data,1997.0
s bressan,c h goh,k fynn,m jakobisiak,the context interchange mediator prototype,international conference on management of data,1997.0
wensyan li,k sel231uk candan,kyoji hirata,yoshinori hara,semcog an objectbased image retrieval system and its visual query interface,international conference on management of data,1997.0
anthony tomasic,r233my amouroux,philippe bonnet,olga kapitskaia,the distributed information search component disco and the world wide web,international conference on management of data,1997.0
r j bayardo,jr,w bohrer,r brice,the infosleuth project,international conference on management of data,1997.0
michael r genesereth,arthur m keller,oliver m duschka,,infomaster an information integration system,international conference on management of data,1997.0
fr233d233ric gingras,laks v s lakshmanan,iyer n subramanian,despina papoulis,languages for multidatabase interoperability,international conference on management of data,1997.0
surajit chaudhuri,umeshwar dayal,,,data warehousing and olap for decision support,international conference on management of data,1997.0
ralf kramer,,,,databases on the web technologies for federation architectures and case studies,international conference on management of data,1997.0
michael j carey,nelson m mattos,anil k nori,,objectrelational database systems tutorial principle products and challenges,international conference on management of data,1997.0
dennis shasha,,,,lessons from wall street case studies in configuratio tunin and distribution,international conference on management of data,1997.0
m livny,r ramakrishnan,k beyer,g chen,devise demo abstract integrated querying and visual exploration of large datasets,international conference on management of data,1997.0
nita goyal,charles hoch,ravi krishnamurthy,brian meckler,picture programming project,international conference on management of data,1997.0
isabel f cruz,m averbuch,wendy t lucas,melissa radzyminski,delaunay a database visualization system,international conference on management of data,1997.0
surajit chaudhuri,,,,query optimization at the crossroads,international conference on management of data,1997.0
thomas eiter,georg gottlob,heikki mannila,,disjunctive datalog,acm transactions on database systems tods,1997.0
laks v s lakshmanan,nicola leone,robert ross,v s subrahmanian,probview a flexible probabilistic database system,acm transactions on database systems tods,1997.0
yannis e ioannidis,miron livny,anastassia ailamaki,anand narayanan,zoo a desktop experiment management environment,international conference on management of data,1997.0
michael j franklin,michael j carey,miron livny,,transactional clientserver cache consistency alternatives and performance,acm transactions on database systems tods,1997.0
gilles cl233ment,christian larouche,denis gouin,paul morin,ogdi toward interoperability among geospatial databases,acm sigmod record,1997.0
thanasis hadzilacos,nectaria tryfona,,,an extended entityrelationship model for geographic applications,acm sigmod record,1997.0
mary fernandez,daniela florescu,alon levy,dan suciu,a query language for a website management system,acm sigmod record,1997.0
daniel barbar225,mark sullivan,,,quasicubes exploiting approximations in multidimensional databases,acm sigmod record,1997.0
wilburt j labio,yue zhuge,janet l wiener,himanshu gupta,the whips prototype for data warehouse creation and maintenance,international conference on management of data,1997.0
jason tsongli wang,dennis shasha,george j s chang,liam relihan,structural matching and discovery in document databases,international conference on management of data,1997.0
mary fernandez,daniela florescu,jaewoo kang,alon levy,strudel a web site management system,international conference on management of data,1997.0
jaiwei han,krzysztof koperski,nebojsa stefanovic,,geominer a system prototype for spatial data mining,international conference on management of data,1997.0
s chakravarthy,,,,sentinel an objectoriented dbms with eventbased rules,international conference on management of data,1997.0
dirk wodtke,jeanine weissenfels,gerhard weikum,angelika kotz dittrich,the mentor workbench for enterprisewide workflow management,international conference on management of data,1997.0
stefan berchtold,hanspeter kriegel,,,s3 similarity search in cad database systems,international conference on management of data,1997.0
praveen seshadri,mark paskin,,,predator an ordbms with enhanced data types,international conference on management of data,1997.0
corporate actnet consortium,,,,the active database management system manifesto a rulebase of adbms features,acm sigmod record,1996.0
azer bestavros,kweijay lin,sang son,,report on first international workshop on realtime database systems,acm sigmod record,1996.0
alexandros biliris,euthimios panagos,,,bess object storage manager architecture overview,acm sigmod record,1996.0
asuman dogac,,,,middle east technical university software research and development center,acm sigmod record,1996.0
michael g norman,thomas zurek,peter thanisch,,much ado about sharednothing,acm sigmod record,1996.0
carsten a gerlhof,alfons kemper,guido moerkotte,,on the cost of monitoring and reorganization of object bases for clustering,acm sigmod record,1996.0
waqar hasan,daniela florescu,patrick valduriez,,open issues in parallel query optimization,acm sigmod record,1996.0
lionel brunie,harald kosch,,,control strategies for complex relational query processing in shared nothing systems,acm sigmod record,1996.0
witold litwin,marieanna neimat,donovan a schneider,,lha scalabl distributed data structure,acm transactions on database systems tods,1996.0
louiqa raschid,jorge lobo,,,semantics for update rule programs and implementation in a relational database management system,acm transactions on database systems tods,1996.0
john s keen,william j dally,,,extended ephemeral logging log storage management for applications with long lived transactions,acm transactions on database systems tods,1997.0
c233sar galindolegaria,arnon rosenthal,,,outerjoin simplification and reordering for query optimization,acm transactions on database systems tods,1997.0
george colliat,,,,ola relationa and multidimensional database systems,acm sigmod record,1996.0
albert dandrea,phil janus,,,unisqls nextgeneration objectrelational database management system,acm sigmod record,1996.0
xiaolei qian,,,,scientists called upon to take actions,acm sigmod record,1996.0
dean kuo,,,,model and verification of a data manager based on aries,acm transactions on database systems tods,1996.0
yannis e ioannidis,,,,dynamic information visualization,acm sigmod record,1996.0
tiziana catarci,isabel f cruz,,,information visualization,acm sigmod record,1996.0
christopher ahlberg,,,,spotfire an information exploration environment,acm sigmod record,1996.0
egemen tanin,richard beigel,ben shneiderman,,incremental data structures and algorithms for dynamic query interfaces,acm sigmod record,1996.0
c j date,,,,a response to r camps article domain relations and religious wars,acm sigmod record,1996.0
randel j peters,m tamer 214zsu,,,an axiomatic model of dynamic schema evolution in objectbase systems,acm transactions on database systems tods,1997.0
m rafanelli,a bezenchek,l tininini,,the aggregate data problem a system for their definition and management,acm sigmod record,1996.0
hugh darwen,,,,in reply to domain relations and religious wars,acm sigmod record,1996.0
amit sheth,dimitrios georgakopoulos,stef m m joosten,marek rusinkiewicz,report from the nsf workshop on workflow and process automation in information systems,acm sigmod record,1996.0
kenneth c cox,stephen g eick,taosong he,,3d geographic network displays,acm sigmod record,1996.0
jeff sidell,,,,the mariposa distributed database management system,acm sigmod record,1996.0
m p atkinson,l dayn232s,m j jordan,t printezis,an orthogonally persistent java,acm sigmod record,1996.0
daniel a keim,,,,pixeloriented database visualizations,acm sigmod record,1996.0
jessie b kennedy,kenneth j mitchell,peter j barclay,,a framework for information visualisation,acm sigmod record,1996.0
masum z hasan,alberto o mendelzon,dimitra vista,,applying database visualization to the world wide web,acm sigmod record,1996.0
giuseppe santucci,laura tarantino,,,to table or not to table a hypertabular answer,acm sigmod record,1996.0
ralf kramer,ralf nicholai,arne koschel,claudia rolker,wwwudk a webbased environmental metainformation system,acm sigmod record,1997.0
wolffritz riekert,roland mayerf246ll,gerlinde wiest,,uismanagement of data and services in the environmental information systems of badenw252rttemberg,acm sigmod record,1997.0
david j abel,kerry taylor,dean kun,,integrating modelling systems for environmental management information systems,acm sigmod record,1997.0
anthony tomasic,eric simon,,,improving access to environmental data using context information,acm sigmod record,1997.0
xiolai qian,,,,new programs at darpa and nsf,acm sigmod record,1996.0
oliver g252nther,,,,environmental information systems,acm sigmod record,1997.0
andrew eisenberg,,,,new standard for stored procedures in sql,acm sigmod record,1996.0
ramesh bhashyam,,,,tpcdthe challenge issues and results,acm sigmod record,1996.0
shekar ramanathan,julia hodges,,,extraction of objectoriented structures from existing relational databases,acm sigmod record,1997.0
surajit chaudhuri,umeshwar dayal,,,an overview of data warehousing and olap technology,acm sigmod record,1997.0
kosmas karadimitriou,john m tyler,,,minmax compression methods for medical image databases,acm sigmod record,1997.0
joseph fong,,,,converting relational to objectoriented databases,acm sigmod record,1997.0
peter buneman,louiqa raschid,jeffrey ullman,,mediator languagesa proposal for a standard report of an i3pob working group held at the university of marylan april 12 and 1 1996,acm sigmod record,1997.0
arnon rosenthal,erich hughes,scott renner,len seligman,a consumer viewpoint on mediator languagesa proposal for a standard,acm sigmod record,1997.0
james frew,jeff dozier,,,data management for earth system science,acm sigmod record,1997.0
kenn gardels,,,,open gis and online environmental libraries,acm sigmod record,1997.0
davood rafiei,alberto mendelzon,,,similaritybased queries for time series data,international conference on management of data,1997.0
stefan berchtold,christian b246hm,bernhard braunm252ller,daniel a keim,fast parallel similarity search in multimedia databases,international conference on management of data,1997.0
ouri wolfson,sushil jajodia,yixiu huang,,an adaptive data replication algorithm,acm transactions on database systems tods,1997.0
paul ammann,sushil jajodia,indrakshi ray,,applying formal methods to semanticbased decomposition of transactions,acm transactions on database systems tods,1997.0
james clifford,curtis dyreson,tom225s isakowitz,christian s jensen,on the semantics of now in databases,acm transactions on database systems tods,1997.0
x sean wang,claudio bettini,alexander brodsky,sushil jajodia,logical design for temporal databases with multiple granularities,acm transactions on database systems tods,1997.0
xiaolei qian,,,,opportunities in information management and assurance,acm sigmod record,1997.0
khoa doan,catherine plaisant,ben shneiderman,tom bruns,query previews for networked information systems a case study with nasa environmental data,acm sigmod record,1997.0
thinfong tsuei,allan n packer,kengtai ko,,database buffer size investigation for oltp workloads,international conference on management of data,1997.0
inderpal singh mumick,dallan quass,barinderpal singh mumick,,maintenance of data cubes and summary tables in a warehouse,international conference on management of data,1997.0
nick roussopoulos,yannis kotidis,mema roussopoulos,,cubetree organization of and bulk incremental updates on the data cube,international conference on management of data,1997.0
chingtien ho,rakesh agrawal,nimrod megiddo,ramakrishnan srikant,range queries in olap data cubes,international conference on management of data,1997.0
marcel kornacker,c mohan,joseph m hellerstein,,concurrency and recovery in generalized search trees,international conference on management of data,1997.0
markos zaharioudakis,michael j carey,,,highly concurrent cache consistency for indices in clientserver database systems,international conference on management of data,1997.0
patrick oneil,dallan quass,,,improved query performance with variant indexes,international conference on management of data,1997.0
sudarshan s chawathe,hector garciamolina,,,meaningful change detection in structured data,international conference on management of data,1997.0
jason t l wang,kaizhong zhang,dennis shasha,,pattern matching and pattern discovery in scientifi progra and document databases,international conference on management of data,1995.0
r l grossman,d hanley,x qin,,ptool a light weight persistent object manager,international conference on management of data,1995.0
werner dreyer,angelika kotz dittrich,duri schmidt,,using the calanda time series management system,international conference on management of data,1995.0
willem jonker,heribert sch252tz,,,the ecrc multi database system,international conference on management of data,1995.0
elena baralis,stefano ceri,stefano paraboschi,,modularization techniques for active rules design,acm transactions on database systems tods,1996.0
peter buneman,atsushi ohori,,,polymorphism and type inference in database programming,acm transactions on database systems tods,1996.0
wai yin mok,yiukai ng,david w embley,,a normal form for precisely characterizing redundancy in nested relations,acm transactions on database systems tods,1996.0
inderpal singh mumick,sheldon j finkelstein,hamid pirahesh,raghu ramakrishnan,magic conditions,acm transactions on database systems tods,1996.0
ling liu,robert meersman,,,the building blocks for specifying communication behavior of complex objects an activitydriven approach,acm transactions on database systems tods,1996.0
kenneth a ross,,,,tail recursion elimination in deductive databases,acm transactions on database systems tods,1996.0
colin bell,anil nerode,raymond t ng,v s subrahmanian,implementing deductive databases by mixed integer programming,acm transactions on database systems tods,1996.0
sha guo,wei sun,mark a weiss,,solving satisfiability and implication problems in database systems,acm transactions on database systems tods,1996.0
paolo ciaccia,paolo tiberio,pavel zezula,,declustering of keybased partitioned signature files,acm transactions on database systems tods,1996.0
debabrata dey,sumit sarkar,,,a probabilistic relational model and algebra,acm transactions on database systems tods,1996.0
shahram ghandeharizadeh,richard hull,dean jacobs,,heraclitus elevating deltas to be firstclass citizens in a database programming language,acm transactions on database systems tods,1996.0
ramakrishnan srikant,rakesh agrawal,,,mining quantitative association rules in large relational tables,international conference on management of data,1996.0
peter g selfridge,divesh srivastava,lynn o wilson,,idea interactive data exploration and analysis,international conference on management of data,1996.0
takeshi fukuda,yasukiko morimoto,shinichi morishita,takeshi tokuyama,data mining using twodimensional optimized association rules schem algorithm and visualization,international conference on management of data,1996.0
piyush goel,bala iyer,,,sql query optimization reordering for a general class of queries,international conference on management of data,1996.0
bennet vance,david maier,,,rapid bushy joinorder optimization with cartesian products,international conference on management of data,1996.0
w oconnell,i t ieong,d schrader,c watson,a teradata contentbased multimedia object manager for massively parallel architectures,international conference on management of data,1996.0
david simmen,eugene shekita,timothy malkemus,,fundamental techniques for order optimization,international conference on management of data,1996.0
surajit chaudhuri,luis gravano,,,optimizing queries over multimedia repositories,international conference on management of data,1996.0
banu 214zden,rajeev rastogi,prashant shenoy,avi silberschatz,faulttolerant architectures for continuous media servers,international conference on management of data,1996.0
chendong zou,betty salzberg,,,online reorganization of sparselypopulated btrees,international conference on management of data,1996.0
tian zhang,raghu ramakrishnan,miron livny,,birch an efficient data clustering method for very large databases,international conference on management of data,1996.0
s adali,k s candan,y papakonstantinou,v s subrahmanian,query caching and optimization in distributed mediator systems,international conference on management of data,1996.0
kiran j achyutuni,edward omiecinski,shamkant b navathe,,two techniques for online index modification in shared nothing parallel databases,international conference on management of data,1996.0
jos233 a blakeley,,,,data access for the masses through ole db,international conference on management of data,1996.0
michael j franklin,bj246rn th243r j243nsson,donald kossmann,,performance tradeoffs for clientserver query processing,international conference on management of data,1996.0
kazuhiko mogi,masaru kitsuregawa,,,hot mirroring a method of hiding parity update penalty and degradation during rebuilds for raid5,international conference on management of data,1996.0
jim gray,pat helland,patrick oneil,dennis shasha,the dangers of replication and a solution,international conference on management of data,1996.0
sudhir g rao,antonio badia,dirk van gucht,,providing better support for a class of decision support queries,international conference on management of data,1996.0
leonid libkin,rona machlin,limsoon wong,,a query language for multidimensional arrays desig implementatio and optimization techniques,international conference on management of data,1996.0
bruce k hillyer,avi silberschatz,,,random io scheduling in online tertiary storage systems,international conference on management of data,1996.0
venky harinarayan,anand rajaraman,jeffrey d ullman,,implementing data cubes efficiently,international conference on management of data,1996.0
jignesh m patel,david j dewitt,,,partition based spatialmerge join,international conference on management of data,1996.0
sumit ganguly,phillip b gibbons,yossi matias,avi silberschatz,bifocal sampling for skewresistant join size estimation,international conference on management of data,1996.0
ramesh c agarwal,,,,a super scalar sort algorithm for risc processors,international conference on management of data,1996.0
mingling lo,chinya v ravishankar,,,spatial hashjoins,international conference on management of data,1996.0
michael doherty,richard hull,mohammed rupawalla,,structures for manipulating proposed updates in objectoriented databases,international conference on management of data,1996.0
b liskov,a adya,m castro,s ghemawat,safe and efficient sharing of persistent objects in thor,international conference on management of data,1996.0
p krishnan,jeffrey scott vitter,bala iyer,,estimating alphanumeric selectivity in the presence of wildcards,international conference on management of data,1996.0
viswanath poosala,peter j haas,yannis e ioannidis,eugene j shekita,improved histograms for selectivity estimation of range predicates,international conference on management of data,1996.0
kurt p brown,michael j carey,miron livny,,goaloriented buffer management revisited,international conference on management of data,1996.0
minos n garofalakis,yannis e ioannidis,,,multidimensional resource scheduling for parallel queries,international conference on management of data,1996.0
stephen blott,lukas relly,hansj246rg schek,,an open abstractobject storage system,international conference on management of data,1996.0
keishi tajima,,,,static detection of security flaws in objectoriented databases,international conference on management of data,1996.0
vassilis christophides,sophie cluet,guido moerkotte,,evaluating queries with generalized path expressions,international conference on management of data,1996.0
mitch cherniack,stanley b zdonik,,,rule languages and internal algebras for rulebased optimizers,international conference on management of data,1996.0
mark l mcauliffe,michael j carey,marvin h solomon,,towards effective and efficient free space management,international conference on management of data,1996.0
jonathan e cook,artur w klauser,alexander l wolf,benjamin g zorn,semiautomati selfadaptive control of garbage collection rates in object databases,international conference on management of data,1996.0
claire morpain,mich233le cart,jean ferri233,jeanfran231ois pons,maintaining database consistency in presence of value dependencies in multidatabase systems,international conference on management of data,1996.0
kenneth a ross,divesh srivastava,s sudarshan,,materialized view maintenance and integrity constraint checking trading space for time,international conference on management of data,1996.0
praveen seshadri,joseph m hellerstein,hamid pirahesh,t y cliff leung,costbased optimization for magic algebra and implementation,international conference on management of data,1996.0
joseph m hellerstein,jeffrey f naughton,,,query execution techniques for caching expensive methods,international conference on management of data,1996.0
peter buneman,susan davidson,gerd hillebrand,dan suciu,a query language and optimization techniques for unstructured data,international conference on management of data,1996.0
sudarshan s chawathe,anand rajaraman,hector garciamolina,jennifer widom,change detection in hierarchically structured information,international conference on management of data,1996.0
richard hull,gang zhou,,,a framework for supporting data integration using the materialized and virtual approaches,international conference on management of data,1996.0
latha s colby,timothy griffin,leonid libkin,inderpal singh mumick,algorithms for deferred view maintenance,international conference on management of data,1996.0
justin zobel,alistair moffat,kotagiri ramamohanarao,,guidelines for presentation and comparison of indexing techniques,acm sigmod record,1996.0
r camps,,,,domain relations and religious wars,acm sigmod record,1996.0
tam nguyen,v srinivasan,,,accessing relational databases from the world wide web,international conference on management of data,1996.0
nita goyal,charles hoch,ravi krishnamurthy,brian meckler,is gui programming a database research problem,international conference on management of data,1996.0
calisto zuzarte,hamid pirahesh,wenbin ma,qi cheng,winmagic subquery elimination using window aggregation,international conference on management of data,2003.0
chuck cranor,theodore johnson,oliver spataschek,vladislav shkapenyuk,gigascope a stream database for network applications,international conference on management of data,2003.0
laks v s lakshmanan,jian pei,yan zhao,,socqet semantic olap with compressed cube and summarization,international conference on management of data,2003.0
jialie shen,anne h h ngu,john shepherd,du q huynh,cmvf a novel dimension reduction scheme for efficient indexing in a large image database,international conference on management of data,2003.0
zachary ives,,,,abstracts of invited industrial track presentations,international conference on management of data,2003.0
david dehaan,david toman,mariano p consens,m tamer 214zsu,a comprehensive xquery to sql translation using dynamic interval encoding,international conference on management of data,2003.0
koichi goto,yahiko kambayashi,,,integration of electronic tickets and personal guide system for public transport using mobile terminals,international conference on management of data,2003.0
sriram padmanabhan,bishwaranjan bhattacharjee,tim malkemus,leslie cranston,multidimensional clustering a new data layout scheme in db2,international conference on management of data,2003.0
sihem ameryahia,mary fern225ndez,divesh srivastava,yu xu,pix exact and approximate phrase matching in xml,international conference on management of data,2003.0
eugene agichtein,luis gravano,,,qxtract a building block for efficient information extraction from text databases,international conference on management of data,2003.0
d abadi,d carney,u 199etintemel,m cherniack,aurora a data stream management system,international conference on management of data,2003.0
arvind arasu,brian babcock,shivnath babu,mayur datar,stream the stanford stream data manager demonstration description,international conference on management of data,2003.0
david t liu,michael j franklin,devesh parekh,,griddb a relational interface for the grid,international conference on management of data,2003.0
beng chin ooi,kianlee tan,aoying zhou,chin hong goh,peerdb peering into personal databases,international conference on management of data,2003.0
christof bornh246vd,mehmet altinel,sailesh krishnamurthy,c mohan,dbcache middletier database caching for highly scalable ebusiness architectures,international conference on management of data,2003.0
per197ke larson,jonathan goldstein,jingren zhou,,transparent midtier database caching in sql server,international conference on management of data,2003.0
xin zhang,katica dimitrova,ling wang,maged el sayed,rainbow multixquery optimization using materialized xml views,international conference on management of data,2003.0
stelios paparizos,shurug alkhalifa,adriane chapman,h v jagadish,timber a native system for querying xml,international conference on management of data,2003.0
philip bohannon,xin luna dong,sumit ganguly,henry f korth,rolex relational online exchange with xml,international conference on management of data,2003.0
rakesh agrawal,peter j haas,jerry kiernan,,a system for watermarking relational databases,international conference on management of data,2003.0
amol deshpande,suman nath,phillip b gibbons,srinivasan seshan,irisnet internetscale resourceintensive sensor services,international conference on management of data,2003.0
sirish chandrasekaran,owen cooper,amol deshpande,michael j franklin,telegraphcq continuous dataflow processing,international conference on management of data,2003.0
sungran cho,sihem ameryahia,laks v s lakshmanan,divesh srivastava,lockx a system for efficiently querying secure xml,international conference on management of data,2003.0
aoying zhou,qing wang,zhimao guo,xueqing gong,trex dtdconforming xml to xml transformations,international conference on management of data,2003.0
nick koudas,divesh srivastava,,,panel querying networked databases,international conference on management of data,2003.0
