negozio_id,capo_personale_id,indirizzo_id,indirizzo,indirizzo2,distretto,città_id,codice_postale,telefono
1,1,183,1089 Iwatsuki Avenue,,Kirov,270,35109.0,866092335135.0
1,1,222,1168 Najafabad Parkway,,Kabol,251,40301.0,886649065861.0
2,2,385,1642 Charlotte Amalie Drive,,Slaskie,549,75442.0,821476736117.0
1,1,144,1666 Beni-Mellal Place,,Tennessee,123,13377.0,9099941466.0
2,2,453,319 Springs Loop,,Baijeri,160,99552.0,72524459905.0
2,2,397,614 Pak Kret Street,,Addis Abeba,6,27796.0,47808359842.0
1,1,97,832 Nakhon Sawan Manor,,Inner Mongolia,592,49021.0,275595571388.0
2,2,414,1936 Lapu-Lapu Parkway,,Bauchi & Gombe,141,7122.0,653436985797.0
1,1,193,891 Novi Sad Manor,,Ontario,383,5379.0,247646995453.0
2,2,156,1963 Moscow Place,,Assam,354,64863.0,761379480249.0
2,2,243,47 Syktyvkar Lane,,West Java,118,22236.0,63937119031.0
2,2,354,953 Hodeida Street,,Southern Tagalog,221,18841.0,53912826864.0
1,1,226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,235,73431.0,516331171356.0
2,2,546,191 José Azueta Parkway,,Ruse,436,13629.0,932156667696.0
1,1,153,782 Mosul Street,,Massachusetts,94,25545.0,885899703621.0
1,1,41,1440 Fukuyama Loop,,Henan,362,47929.0,912257250465.0
1,1,541,195 Ilorin Street,,Chari-Baguirmi,363,49250.0,8912935608.0
2,2,208,1215 Pyongyang Parkway,,Usak,557,25238.0,646237101779.0
2,2,253,1760 Oshawa Manor,,Tianjin,535,38140.0,56257502250.0
2,2,344,1909 Benguela Lane,,Henan,581,19913.0,624138001031.0
1,1,240,1479 Rustenburg Boulevard,,Southern Tagalog,527,18727.0,727785483194.0
1,1,115,1378 Alvorada Avenue,,Distrito Federal,102,75834.0,272234298332.0
2,2,335,587 Benguela Manor,,Illinois,42,91590.0,165450987037.0
2,2,60,1668 Saint Louis Place,,Tahiti,397,39072.0,347487831378.0
1,1,390,102 Chapra Drive,,Ibaragi,521,14073.0,776031833752.0
2,2,322,1359 Zhoushan Parkway,,Streymoyar,545,29763.0,46568045367.0
1,1,145,928 Jaffna Loop,,Hiroshima,172,93762.0,581852137991.0
2,2,516,1574 Goiânia Boulevard,,Heilongjiang,502,39529.0,59634255214.0
1,1,544,183 Haiphong Street,,Jilin,46,69953.0,488600270038.0
1,1,23,1417 Lancaster Avenue,,Northern Cape,267,72192.0,272572357893.0
1,1,504,1 Valle de Santiago Avenue,,Apulia,93,86208.0,465897838272.0
1,1,490,1909 Dayton Avenue,,Guangdong,469,88513.0,702955450528.0
2,2,349,1516 Escobar Drive,,Tongatapu,370,46069.0,64536069371.0
2,2,328,479 San Felipe del Progreso Avenue,,Morelos,130,54949.0,869051782691.0
1,1,184,1410 Benin City Parkway,,Risaralda,405,29747.0,104150372603.0
2,2,218,226 Brest Manor,,California,508,2299.0,785881412500.0
2,2,330,981 Kumbakonam Place,,Distrito Federal,89,87611.0,829116184079.0
2,2,535,635 Brest Manor,,Andhra Pradesh,75,40899.0,80593242951.0
1,1,38,61 Tama Street,,Okayama,284,94065.0,708403338270.0
2,2,59,1697 Kowloon and New Kowloon Loop,,Moskova,49,57807.0,499352017190.0
2,2,66,1717 Guadalajara Lane,,Missouri,441,85505.0,914090181665.0
1,1,186,533 al-Ayn Boulevard,,California,126,8862.0,662227486184.0
1,1,224,1842 Luziânia Boulevard,,Zanzibar West,593,94420.0,706878974831.0
1,1,598,42 Fontana Avenue,,Fejr,512,14684.0,437829801725.0
1,1,324,1145 Vilnius Manor,,Mxico,451,73170.0,674805712553.0
1,1,242,1964 Gijón Manor,,Karnataka,473,14408.0,918119601885.0
2,2,77,1947 Poços de Caldas Boulevard,,Chiayi,114,60951.0,427454485876.0
1,1,294,1912 Allende Manor,,Kowloon and New Kowl,279,58124.0,172262454487.0
2,2,88,125 Città del Vaticano Boulevard,,Puebla,40,67912.0,48417642933.0
2,2,265,1158 Mandi Bahauddin Parkway,,Shanxi,136,98484.0,276555730211.0
1,1,157,456 Escobar Way,,Jakarta Raya,232,36061.0,719202533520.0
2,2,304,1635 Kuwana Boulevard,,Hiroshima,205,52137.0,710603868323.0
1,1,288,226 Halifax Street,,Xinxiang,277,58492.0,790651020929.0
1,1,303,898 Jining Lane,,Pohjois-Pohjanmaa,387,40070.0,161643343536.0
1,1,396,767 Pyongyang Drive,,Osaka,229,83536.0,667736124769.0
1,1,451,1704 Tambaram Manor,,West Bengali,554,2834.0,39463554936.0
1,1,207,1688 Nador Lane,,Sulawesi Utara,184,61613.0,652218196731.0
1,1,70,1150 Kimchon Manor,,Skne ln,321,96109.0,663449333709.0
1,1,381,1618 Olomouc Manor,,Kurgan,285,26385.0,96846695220.0
2,2,238,346 Skikda Parkway,,Hawalli,233,90628.0,630424482919.0
2,2,371,1912 Emeishan Drive,,Balikesir,50,33050.0,99883471275.0
1,1,481,1153 Allende Way,,Québec,179,20336.0,856872225376.0
2,2,214,751 Lima Loop,,Aden,7,99405.0,756460337785.0
1,1,284,600 Bradford Street,,East Azerbaidzan,514,96204.0,117592274996.0
1,1,314,1224 Huejutla de Reyes Boulevard,,Lombardia,91,70923.0,806016930576.0
2,2,471,1322 Mosul Parkway,,Shandong,145,95400.0,268053970382.0
2,2,16,808 Bhopal Manor,,Haryana,582,10672.0,465887807014.0
1,1,498,319 Plock Parkway,,Istanbul,504,26101.0,854259976812.0
1,1,132,1050 Garden Grove Avenue,,Slaskie,236,4999.0,973047364353.0
2,2,38,61 Tama Street,,Okayama,284,94065.0,708403338270.0
2,2,264,1027 Banjul Place,,West Bengali,197,50390.0,538241037443.0
2,2,490,1909 Dayton Avenue,,Guangdong,469,88513.0,702955450528.0
1,1,39,391 Callao Drive,,Midi-Pyrnes,544,34021.0,440512153169.0
1,1,47,1447 Imus Way,,Tahiti,167,48942.0,539758313890.0
1,1,248,582 Papeete Loop,,Central Visayas,294,27722.0,569868543137.0
1,1,362,482 Kowloon and New Kowloon Manor,,Bratislava,90,97056.0,738968474939.0
2,2,246,1246 Boksburg Parkway,,Hebei,422,28349.0,890283544295.0
1,1,454,956 Nam Dinh Manor,,Kerman,481,21872.0,474047727727.0
1,1,148,1027 Songkhla Manor,,Minsk,340,30861.0,563660187896.0
1,1,136,898 Belém Manor,,Free State,87,49757.0,707169393853.0
1,1,443,1836 Korla Parkway,,Copperbelt,272,55405.0,689681677428.0
2,2,171,1540 Wroclaw Drive,,Maharashtra,107,62686.0,182363341674.0
2,2,97,832 Nakhon Sawan Manor,,Inner Mongolia,592,49021.0,275595571388.0
2,2,360,619 Huánuco Avenue,,Shimane,331,81508.0,142596392389.0
2,2,89,1557 Kütahya Boulevard,,England,88,88002.0,720998247660.0
1,1,411,264 Bhimavaram Manor,,St Thomas,111,54749.0,302526949177.0
1,1,597,32 Liaocheng Way,,Minas Gerais,248,1944.0,410877354933.0
2,2,417,791 Salinas Street,,Punjab,208,40509.0,129953030512.0
2,2,69,698 Otsu Street,,Cayenne,105,71110.0,409983924481.0
1,1,140,788 Atšinsk Street,,Karnataka,211,81691.0,146497509724.0
2,2,585,1208 Tama Loop,,Ninawa,344,73605.0,954786054144.0
2,2,153,782 Mosul Street,,Massachusetts,94,25545.0,885899703621.0
1,1,435,740 Udaipur Lane,,Nizni Novgorod,150,33505.0,497288595103.0
1,1,491,1789 Saint-Denis Parkway,,Coahuila de Zaragoza,4,8268.0,936806643983.0
2,2,227,1820 Maringá Parkway,,Punjab,324,88307.0,99760893676.0
1,1,310,913 Coacalco de Berriozábal Loop,,Texas,33,42141.0,262088367001.0
2,2,215,1333 Haldia Street,,Jilin,174,82161.0,408304391718.0
2,2,441,983 Santa Fé Way,,British Colombia,565,47472.0,145720452260.0
1,1,535,635 Brest Manor,,Andhra Pradesh,75,40899.0,80593242951.0
1,1,107,1177 Jelets Way,,Kwara & Kogi,220,3305.0,484292626944.0
1,1,403,1190 0 Place,,Rio Grande do Sul,44,10417.0,841876514789.0
2,2,562,869 Shikarpur Way,,England,496,57380.0,590764256785.0
2,2,111,1532 Dzerzinsk Way,,Buenos Aires,334,9599.0,330838016880.0
2,2,103,588 Vila Velha Manor,,Kyongsangbuk,268,51540.0,333339908719.0
1,1,439,1351 Aparecida de Goiânia Parkway,,Northern Mindanao,391,41775.0,959834530529.0
2,2,272,1762 Paarl Parkway,,Hunan,298,53928.0,192459639410.0
1,1,35,33 Gorontalo Way,,West Bengali,257,30348.0,745994947458.0
2,2,393,717 Changzhou Lane,,Southern Tagalog,104,21615.0,426255288071.0
2,2,526,617 Klerksdorp Place,,Khanh Hoa,366,94707.0,574973479129.0
2,2,157,456 Escobar Way,,Jakarta Raya,232,36061.0,719202533520.0
2,2,345,68 Ponce Parkway,,Hanoi,201,85926.0,870635127812.0
2,2,155,1560 Jelets Boulevard,,Shandong,291,77777.0,189446090264.0
2,2,473,1257 Guadalajara Street,,Karnataka,78,33599.0,195337700615.0
2,2,82,936 Salzburg Lane,,Uttar Pradesh,425,96709.0,875756771675.0
1,1,477,1786 Salinas Place,,Nam Ha,359,66546.0,206060652238.0
1,1,567,1894 Boa Vista Way,,Texas,178,77464.0,239357986667.0
1,1,505,519 Brescia Parkway,,East Java,318,69504.0,793996678771.0
1,1,322,1359 Zhoushan Parkway,,Streymoyar,545,29763.0,46568045367.0
2,2,491,1789 Saint-Denis Parkway,,Coahuila de Zaragoza,4,8268.0,936806643983.0
2,2,134,758 Junan Lane,,Gois,190,82639.0,935448624185.0
2,2,27,1780 Hino Boulevard,,Liepaja,303,7716.0,902731229323.0
1,1,65,915 Ponce Place,,Basel-Stadt,56,83980.0,1395251317.0
1,1,425,1866 al-Qatif Avenue,,California,155,89420.0,546793516940.0
2,2,204,387 Mwene-Ditu Drive,,Ahal,35,8073.0,764477681869.0
1,1,256,1497 Yuzhou Drive,,England,312,3433.0,246810237916.0
1,1,525,1949 Sanya Street,,Gumma,224,61244.0,132100972047.0
2,2,161,1386 Nakhon Sawan Boulevard,,Pyongyang-si,420,53502.0,368899174225.0
2,2,475,434 Ourense (Orense) Manor,,Hodeida,206,14122.0,562370137426.0
1,1,575,1052 Pathankot Avenue,,Sichuan,299,77397.0,128499386727.0
2,2,412,1639 Saarbrücken Drive,,North West,437,9827.0,328494873422.0
1,1,586,951 Springs Lane,,Central Mindanao,219,96115.0,165164761435.0
1,1,16,808 Bhopal Manor,,Haryana,582,10672.0,465887807014.0
2,2,545,163 Augusta-Richmond County Loop,,Carabobo,561,33030.0,754579047924.0
1,1,331,1016 Iwakuni Street,,St George,269,49833.0,961370847344.0
2,2,91,1740 Portoviejo Avenue,,Sucre,480,29932.0,198123170793.0
1,1,593,1402 Zanzibar Boulevard,,Guanajuato,106,71102.0,387448063440.0
1,1,199,1792 Valle de la Pascua Place,,Nordrhein-Westfalen,477,15540.0,419419591240.0
2,2,341,1920 Weifang Avenue,,Uttar Pradesh,427,15643.0,869507847714.0
1,1,492,185 Mannheim Lane,,Stavropol,408,23661.0,589377568313.0
1,1,219,1229 Valencia Parkway,,Haskovo,498,99124.0,352679173732.0
1,1,434,1404 Taguig Drive,,Okayama,547,87212.0,572068624538.0
2,2,217,1001 Miyakonojo Lane,,Taizz,518,67924.0,584316724815.0
1,1,44,671 Graz Street,,Oriental,353,94399.0,680768868518.0
2,2,333,1860 Taguig Loop,,West Java,119,59550.0,38158430589.0
2,2,461,1889 Valparai Way,,Ziguinchor,600,75559.0,670370974122.0
1,1,384,97 Mogiljov Lane,,Gujarat,73,89294.0,924815207181.0
2,2,599,1895 Zhezqazghan Drive,,California,177,36693.0,137809746111.0
2,2,554,947 Tórshavn Place,,Central Luzon,528,841.0,50898428626.0
1,1,201,817 Bradford Loop,,Ji´angsu,109,89459.0,264286442804.0
1,1,301,951 Stara Zagora Manor,,Punjab,400,98573.0,429925609431.0
1,1,150,879 Newcastle Way,,Michigan,499,90732.0,206841104594.0
1,1,262,771 Yaoundé Manor,,Sofala,64,86768.0,245477603573.0
2,2,522,1768 Udine Loop,,Battambang,60,32347.0,448876499197.0
2,2,530,1003 Qinhuangdao Street,,West Java,419,25972.0,35533115997.0
